Name,Weight
Real Estate ETF List (48),0.20137147884842085
Commodity ETF List (125),0.2271098807510268
Utilities Equity ETF List (24),0.20002719249309883
Technology Equity ETF List (75),0.17390459253655216
Healthcare Equity ETF List (49),0.1975854576347458
