Name,Riskiness R
AADR,[0.17210549]
COPX,[1.62589485e+11]
DBAW,[0.25713553]
ECON,[1.92112332e+11]
EDC,[8.94562657e+09]
EEM,[4.20075234e+10]
EEMS,[3.7407194]
EMCG,[1.37221431e+11]
EMFM,[1.09492335e+12]
FAN,[0.54826889]
FIEG,[0.52115082]
FLN,[2.15410418e+11]
FM,[2.57545989e+11]
FNDE,[1.52056223]
FONE,[0.17251401]
FPA,[0.38236237]
FWDI,[1.08717328e+11]
GDXJ,[1.49657007]
HGI,[1.49715013e+12]
HILO,[1.34539759e+12]
ICLN,[1.87412552e+12]
IEMG,[5.1972629]
IFV,[0.18379385]
IQDF,[1.50737489e+11]
JDST,[3.29507355e+13]
KOL,[2.83526867e+12]
LIT,[0.4976995]
PBD,[4.24357813e+12]
PICK,[6.57209967e+11]
QEMM,[1.75759803e+10]
SIL,[2.0101802]
SLVP,[1.34125088]
SLX,[3.57562004]
SOCL,[0.22005262]
SOIL,[1.13404896e+12]
TLTE,[1.20689796]
VIDI,[1.13832836e+11]
