BSCJ,BSCM,IBCD,IBCE,IBDC,IBDD
-0.003443352840787911,-0.0015874963989899115,0.0038255396457506563,0.005503125391316474,0.0023961885336549445,-0.003974638024037113
0.006503741471360027,0.01615184458814151,0.011944315333094695,0.02355518096239235,0.012735126219284595,0.011876484560570073
-0.005773316714413412,-0.01619856133951676,0.0003247831532819964,-0.007715229764595709,-0.003429138786747384,-0.018216000000000017
0.005369718296165563,0.008199685053815867,0.012375138339298078,0.01605897547085487,0.019382545989615963,0.00803370344428865
0.0037024068455405188,0.007539368572330959,0.007866488345255588,0.015047305686122303,0.008618610817463231,0.003510398481973439
-0.00869606594354802,-0.0022433804687807387,0.0035629696669778827,0.0014392102514651185,0.006581086040493241,-0.0010399168399326158
0.025270259216411302,0.031091237172774337,0.028991576315119207,0.04873645252895493,0.026000842667777063,0.031989360893834584
-0.007480336259194829,-0.003752025053767144,-0.00020055454211973845,-0.00402853932747145,-0.0036771574526839705,-0.019992663242846726
0.004376226832496957,0.0022566515838622677,0.00955638068343306,0.010291003299543343,0.01658750030816065,0.0032753134942915428
9.763273830109775e-05,-0.0001420182796469173,0.004178230132857878,0.0068313285920177606,0.00022538266978499967,-0.0040108198862045755
-0.000614899421218683,-0.005483238991679786,0.004494276641179641,0.00413032183784929,0.006043268472139207,-0.0025285259411875452
-0.0050091474675903426,-0.017008502619965574,-0.0016793451770047616,-0.014725355902318613,-0.005450941018551647,-0.024974217445339696
0.004457402077149307,0.00223785157683098,0.0049005036201800025,0.008348292039293298,0.008573142762315305,-0.003273914299470384
-0.002507256324042677,-0.0067032648597254605,0.007229438464792381,0.007859631148782848,0.003758608639332987,2.9926575599398104
0.006419828143883585,0.010220946834803945,0.010899811755018005,0.018030627771306342,0.01973814495495943,-0.7463463027487418
-0.0002243579498578357,0.0062434598548336395,0.0050116421752423755,0.010368022802297122,-0.0013479892728358958,-0.0057235142611848176
-0.0012368762122146528,-0.0015411686928769248,0.004872917113976851,0.011148002714260773,0.0063257977661530075,0.003933569838489181
-0.006959802138368264,-0.013285222136166373,-0.0010173703425299036,-0.00693654132973768,-0.00019121063965239988,-0.007358524464831862
0.006885911951443338,0.012474851406635028,0.01701396023884554,0.029674371302115917,0.018873107023993,-0.0015404254725936153
-0.0023854795312319823,0.0024461127819059183,0.0019462339373546797,0.011079628573057393,0.008189160504248711,9.642271719221983e-05
0.01632860919139494,0.02949631023660547,0.02199859957684397,0.028717489385185323,0.017297671354627214,0.01976471268800624
0.004981473296020629,0.010451205660886156,0.01312735765954022,0.015769983671416514,0.004473870158634395,0.013803612132120979
0.0002874987795096358,-0.005301470162301131,0.000360050648874094,0.005208614830063818,0.005416443888572904,-0.005502228648615861
0.009560923252433651,0.02248484514442839,0.019698377637225997,0.028379695224477232,0.020390802297931974,0.013503375843960969
0.0035659389545317157,0.00977193631462372,0.0071273081793718435,0.01510657492546676,0.004707683766095666,0.015173945225758703
-0.0007433730456288497,-0.0015077544096009587,5.3979705054718784e-05,-0.003705120717615513,0.0033175295300598147,-0.006562158220925984
0.0005576745442777787,0.003468156777013045,-0.003990136945275364,0.0037950375997578023,-0.001610915705157136,-0.0014679266055045936
-0.0006662851472775253,-0.006088788518648787,0.0020067396956621594,-0.010124898909084912,-0.0020097120076837225,-0.007717714359342675
-0.0064767996832692225,-0.021208664749799343,-0.013246799259415895,-0.02476819059884099,-0.006923257498149508,-0.027037037037037054
-0.0004841826741471345,-0.00042909275282353735,0.0031597501182742795,0.00016467100463169644,-0.0001425943119463069,-0.0015226494099733212
0.0069711484504929285,0.010135174971781331,0.005310432599635343,0.007653278358733326,0.007909222620299559,0.004574914220358406
0.0009424389514854744,0.003328762450782698,0.0012161340934251554,0.005360666138415204,0.00038144354160884103,0.0037951043643263335
0.0011332955502747356,-3.971814161225415e-05,-0.001288396263760357,0.0014681734150220965,-0.0005035192514467532,-0.0015123250846001926
0.0007540054795604684,0.012798275281526024,0.002476217157886023,0.005182587183787665,0.0029816238786843424,0.0087087845513063
0.003774775637078968,0.006237016531688882,0.0031701952516896025,0.010467785587939907,0.0044373420594338315,0.006006006231456696
0.00085049596005923,-0.0004608070875713321,-0.0004434512076623959,-0.0014057697162565678,0.00023349429760669536,-0.004477574793939357
