Name,Weight
Total Bond Market ETF List (82),0.19871628663569027
Municipal Bond ETF List (29),0.2211993211652116
Investment Grade Corporate ETF List (50),0.18138472101956288
Target Maturity Date Corporate Bond ETF List (24),0.22197970797177416
Treasuries ETF List (51),0.17673647151160918
