,Date,ACIM,ACWF,ARKQ,BJK,CID,CIL,CIZ,CNCR,CRAK,CUT,DBAW,DBEZ,DEEF,DEW,DGT,DNL,DOO,DUST,EFAD,EFZ,EUMV,EXI,FAN,FILL,FPA,FYLD,GEX,GHII,GOEX,GRES,GRID,HAP,HAWX,HDAW,IDHQ,IDLB,IMTM,IPKW,IQDE,IQDY,ISCF,ISRA,IVAL,JDST,KLDW,LOWC,LVL,MOTI,NLR,PBD,PIO,PIZ,PSAU,PZD,QWLD,RING,SEA,SGDJ,SILJ,TOK,TOLZ,VEGI,YMLP
0,2005-03-07,,,,,,71.37702900000001,,,,,,,,,46.244377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2005-03-14,,,,,,70.167549,,,,,,,,,45.64959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2005-03-21,,,,,,69.428947,,,,,,,,,44.874424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2005-03-28,,,,,,68.579559,,,,,,,,,44.682171000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2005-04-04,,,,,,70.527618,,,,,,,,,45.351517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2005-04-11,,,,,,68.782669,,,,,,,,,44.575367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2005-04-18,,,,,,65.32048,,,,,,,,,44.56823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2005-04-25,,,,,,64.646477,,,,,,,,,44.803215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2005-05-02,,,,,,65.717461,,,,,,,,,45.429840000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2005-05-09,,,,,,65.828255,,,,,,,,,44.575367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2005-05-16,,,,,,67.83171800000001,,,,,,,,,45.54377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2005-05-23,,,,,,67.859421,,,,,,,,,45.800117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2005-05-30,,,,,,66.65921,,,,,,,,,45.465446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2005-06-06,,,,,,69.24427800000001,,,,,,,,,45.465446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2005-06-13,,,,,,70.33374,,,,,,,,,45.878448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2005-06-20,,,,,,69.576683,,,,,,,,,45.247654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2005-06-27,,,,,,69.567444,,,,,,,,,45.176066999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2005-07-04,,,,,,69.678253,,,,,,,,,45.584084000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2005-07-11,,,,,,71.100044,,,,,,,,,46.26413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2005-07-18,,,,,,72.51265,,,,,,,,,45.820309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2005-07-25,,,,,,73.168152,,,,,,,,,46.106640000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2005-08-01,,,,,,71.663239,,,,,,,,,46.335709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2005-08-08,,,,,,72.180252,,,,,,,,,46.664982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2005-08-15,,,,,,70.86924,,,,,,,,,46.171062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
