ITM,MEAR,MLN,MUB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI,VTEB
0.005294122116955922,-0.0011999883969535646,0.011556600809250223,0.0050563355387772384,0.0,0.008713748080125367,0.016431843511590268,0.9967272552286964,-0.002084782172627074,-0.001879146931557858,-0.0009918780586630784,-0.001978212058093032,0.003611930579580596,0.0037002777364739422
0.011186082531969174,0.0015408250911005418,0.008427771691839692,0.008244252177292103,-0.0004015527690061157,0.009422593356946129,0.020114891213302243,0.0003268213057803537,-0.008501818061066946,0.0027425315898171477,-0.0010540854105201463,0.0,0.009359920289175806,0.01044602163509276
0.017182925058886325,0.0023847680294979226,0.019996114375534398,0.011731417921193437,0.0004017140784066487,0.010183271846143257,0.015280849408901747,0.005673882614565588,0.01971429303772354,0.0053170285401458565,0.005735485764886104,0.003209098722296401,0.015505206757742338,0.00778539078865185
-0.0016465981357990144,0.002796168473560956,-0.00148425112646815,-0.001792668509364063,2.0479027387774656e-06,-0.0005799549440479988,-0.0011296284479940016,0.002452858476892418,0.008038201150821926,0.005116635745909328,0.004358150344096738,0.0016934800856760984,0.0008115298329462987,0.0017557067883610593
0.0006991435668147701,-0.0013734756966098766,0.008244834759004976,0.004619252372503246,-0.0008008921629053716,0.009884853939948108,0.016558903545227304,-0.004119538063911582,0.003940590005911638,-0.0024296487994259464,-0.0023653274119897136,-0.0030994833934489515,0.001320307964321894,0.003415320948823209
0.011661032635132514,-0.0005986081803479621,0.01232134673952028,0.006837466110532587,2.008549205550634e-06,0.00937824199918563,0.010277191011906677,0.002497963330628781,0.003981982203410222,0.004313879118666277,0.0018192184776053087,0.0005652722872174995,0.009271175925424195,0.008780705766151904
-0.0005132569245904826,0.0015977187969147355,0.0024338948095183693,0.0026180489814601553,-0.0003421085305498541,0.007784201808439164,0.01018861416259045,-0.0011034148390930269,0.0007933929435438885,-0.001298706027431181,-0.000612598305638792,-0.0014123729212534009,0.0007797986062705183,0.002250443043832518
0.019867340175321463,0.0016773215813647355,0.027270534745337596,0.01606040449366258,1.611486511833201e-05,0.02186378610410924,0.026894383643089114,0.006807673686155458,0.010644001862874671,0.006012429784910689,0.00023667588502616606,0.0027344930862472057,0.021607326729630016,0.0171990746993992
-0.00016881719914176106,0.0011166707183826602,-0.0008920854585086522,-0.000456468661990633,4.8384820386323505e-06,-0.004975475475762909,-0.0013937596284004975,0.0032052623458658537,0.0022687855975878184,0.0037873259227388352,0.004360277322054365,0.002068854695085693,-2.8571938333831433e-05,3.442017302960461e-05
0.0013300268055676636,-0.0005972061001481134,-0.0005317896279318621,0.0013342297374694867,0.0004347642104299658,0.0009903313117385255,-0.0022725151307669946,-0.0005880438515940038,-0.001693974708447033,0.00034019226628035655,0.0014451353708816869,-0.0009384290716671828,0.0021590524483421237,0.0003220461984257277
-0.005903012486822528,-0.001297718465398204,-0.005217347274458194,-0.005714668363691099,2.1640643587934624e-05,-0.007507652675453022,-0.00629592387290475,-0.004950726656633615,-0.001904850813091031,-0.005294995763304992,-0.005467843410375759,-0.004414813116802644,-0.007038192764626435,-0.0063966425261243
-0.010483011072052314,0.0001997344017807701,-0.020663459970718126,-0.009595802488152337,0.0005580132319014847,-0.008413146506417052,-0.013630403509295702,-0.0030705725840193035,-0.007524539752171172,-0.0019321699270180945,0.001425221482477708,-0.0009434758174068164,-0.012180523185271186,-0.00761058176577017
-0.054787401710447284,-0.0046766185623989005,-0.07087813330892381,-0.040964392780353735,0.001649061196809357,-0.042776964694610266,-0.07229566434960913,-0.01765603782160577,-0.06576523458707724,-0.030922498614442538,-0.018622903069483467,-0.012087997092152265,-0.04260606749312807,-0.03792278173754815
