ITM,MEAR,MLN,MUB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI,VTEB
0.01365796582624025,-0.0001443597610511244,0.02745198805617179,0.015671776139655803,0.0003170989365039226,0.01434142391001096,0.020682178945158967,0.0036707624470650453,0.020810782738815203,0.007366731327985345,0.0004092957651100326,0.004397275553032413,0.005070650577326867,0.012704449925597
0.012108953750336448,0.002412486666023476,0.007672749175121542,0.005889598753374446,0.0002650374948542521,0.009403899235351731,0.018616795136884145,0.009219777007097429,0.00996305301907096,0.015883640537979072,0.014855498089467728,0.00199865803749891,0.010328662976800464,0.005612298024383354
0.004277263232509128,0.005461159833135162,0.007731939516747244,0.0033191777593687233,-0.0007682538558911725,0.0056954853035398895,0.0046260319755153856,0.0033137891264571804,-0.0016732984252996685,0.0022987185969701664,-0.0005993301545738956,0.0041793503436487744,0.0039856483458107425,0.004565496415104351
0.00022160360426364922,0.0001237967434179397,0.0031485205957980144,0.003103213385324463,0.0007631181719391517,-0.0018580736472209687,-0.0002005062763140839,0.0008086294937086157,0.00843792489974541,0.0015522455325161248,0.0026809760807308715,-0.0012297105445543556,0.0030841605439772537,0.0020447448046172307
0.010296478873207927,0.0003793790854248529,0.004408541941764997,0.005548637172306683,-8.043476297275293e-05,0.0029857953590599648,0.009823482887181186,0.0031205217016307923,0.008867936382299567,0.0031551614394861303,0.0023397184859936465,0.0010417748287441632,0.00780171056932925,0.005400729128122918
0.0201915253010437,0.0006398172753819945,0.02102951036052673,0.015292467872331104,0.0013650484885284284,0.02235791609982821,0.02047931387279187,0.006166374612492561,0.01055800488514296,0.006755832032211787,0.0053304981786008645,0.003500501518462645,0.018654161200080517,0.015315269533149637
-0.004378482071042861,0.0003202467029895021,-0.0020649448129890736,-0.004107240382266882,0.0009640605587429588,-0.0008708155431530497,-0.0016142770078659981,-0.005266211650467854,-0.0003091168733585976,-0.0058557784916636185,-0.006017604919525037,-0.002734052983878472,-0.004670668129188255,-0.0023482868459618767
0.00987280674258675,0.0016207401352658045,0.008060968785320158,0.008686090064217637,-0.0008019711542402603,0.008884345989172962,0.008097918183709177,0.006598329108988743,0.006393015383058635,0.007957760875897259,0.004536162118686789,0.00293058236841159,0.00939105503649876,0.008112693487244598
0.008364905835608505,0.0026209752778780736,0.013008832150806386,0.008074103143967616,0.0013256653538571126,0.006908972019466029,0.008145471831168146,0.004693055539534596,0.0109967023120125,0.003876871979941886,0.009341382363472293,0.00263933462680117,0.00754881033469897,0.008292339869633878
-0.007211709049227478,0.0009199269545548787,-0.008415157834557966,-0.00425470624019015,4.059524200126649e-05,-0.004055252752321793,-0.0023344341347995663,-0.005726009465930814,-0.002060901648960744,-0.005217976693520639,-0.0016134206740289956,-0.003760477472206151,-0.006953921160394616,-0.00472887744736414
0.00310715105995168,-0.0006989230483909544,0.009058617450846384,0.0008380044017421295,0.0012038283019761235,0.0021457819938361477,0.0047429258832869785,-0.0012205773946655741,0.0015464904700352722,0.0010216202349109204,-0.0007577396580998613,-0.002264773027604293,0.0019709828246527246,0.001501637382119409
-0.0052398322606535,-0.0025407964112903816,-0.0015802167788145794,-0.004624058665376814,-0.0006812419470159693,-0.000253077726604422,-0.0031297148024099324,-0.010630398723142214,-0.003981274334608415,-0.012105983111391164,-0.00246844915043647,-0.006620675117166059,-0.005999210383726723,-0.0029870219947026448
0.008576699350581734,-0.0004244221676266722,0.017965891811961114,0.008209127319718111,0.0005619036418761988,0.016439304042382356,0.019010962151638,0.00021973364508799705,-0.00105009457937734,-0.0024440424079547355,-0.0048346767428389175,-0.0015233362041639806,0.0107180301472051,0.006811574082118935
-0.012117408684271878,0.0011028747342863923,-0.019285524750831742,-0.007755764801378056,0.0005621173458534512,-0.015767306089079315,-0.01193244884881653,0.003885406229735016,0.004001304087975196,0.005631312607678607,0.002626534677789186,0.001811719219651364,-0.01096870851246672,-0.009510134529862088
-0.010553073354624729,-0.000803536434141087,-0.01411293831753056,-0.007856290999611173,0.0004394885575506513,-0.00928588473037398,-0.016092788626453178,-0.0006245962833959938,0.0028971532231135584,-0.0034682415742638023,-0.0012032314164725135,-0.001522901228305682,-0.010153283715078256,-0.008023479802604944
0.00579262884107246,0.0002205132220480311,0.01908219689865854,0.004800555358067468,-0.00060507351519169,0.006993677313931974,0.005643838676478817,-0.0024831563472976033,0.0019117938603381214,-4.067575756085681e-06,-0.000564172760551088,-0.0001907054301104552,0.0072377077684959955,0.0043138954713964174
-0.005868471475584418,0.0029600519440107693,-0.014735005742618946,-0.006846895148326797,0.003463016647500098,-0.004504107892693,-0.009528502443324557,-0.0028510462078772344,0.002896610959211173,-0.007093468319233022,-0.0011300694816654274,-0.004958009295137625,-0.005559443922003697,-0.004075717475881673
0.013587721922572332,0.0015498390441303002,0.02114601462129322,0.012491755411601763,0.0013271114061419475,0.012312576021977144,0.013852107954431331,0.0057334027839715754,0.010185643925662248,0.008782865166187731,0.0071431240719081815,0.0049827136356582254,0.011271831737471918,0.01174656510209575
-0.00014717114583710802,0.004140290205288307,-4.794524961801127e-06,0.0012875294045595065,0.00032049367285216497,-0.0009366355367220233,0.008007951756149797,0.0037277696168616244,0.007538934137113835,0.004080995339107632,0.0025771272211916533,0.0013348589245287695,-0.0010444277488619058,0.0008623361397164378
0.002418954132587713,0.0015057595891618467,-0.001521521436887762,0.0013770125157616109,0.0012853699424745036,0.004263434525689951,0.00492615725180672,0.0033665246961102928,0.004344020577546078,0.0047608209308012996,-0.0003191369969476261,0.002570977030212638,0.0018321292141958128,0.002808339210378007
0.004037248203215431,-0.001200948220682804,-0.0015818753036980235,0.0015895576105744195,-0.00012013897139199236,0.0010676668744569512,-0.0037118900538611476,-0.00020683711625444086,-0.0007701328464609608,-0.002192396774287439,0.003653082171627357,-0.0011397378560191766,0.003153174139387517,0.0011993256775220994
-0.011571955510565649,0.0027474197827303823,-0.013707639111620885,-0.006819206479173332,0.0005608507039124699,-0.010581781205469208,-0.007977068651022884,-0.005465123078830334,-0.004838735712481404,-0.003949091708906898,-0.0038047017459390798,-0.00418365511426567,-0.009820188865933254,-0.007663210286783363
-0.00703383203472212,0.00026264778935484236,-0.010860841328244672,-0.005691425414428673,0.0025716038877164784,-0.009024459513059187,-0.012283757320751584,-0.002126496710801248,-0.007981311626660655,0.001276326883374678,0.0014831175974581257,-0.0025780959826765225,-0.008251532239392794,-0.004958861303809927
