Name,Riskiness R
BDCL,[0.45485433]
BDCS,[0.25293343]
BIZD,[0.21260637]
CHIX,[0.26816346]
DXJF,[1.0443911]
EUFN,[0.3894428]
FAS,[0.31947138]
FAZ,[5.53916865e+12]
FINU,[0.3218862]
FINZ,[1.84806191e+13]
FNCL,[0.10356218]
FXO,[0.08522822]
IAI,[0.15314526]
IAK,[0.08679702]
IAT,[0.15455909]
IXG,[0.17163396]
IYF,[0.10617009]
IYG,[0.15145601]
KBE,[0.18912062]
KBWB,[0.16820495]
KBWD,[0.19133753]
KBWP,[0.0470224]
KBWR,[0.19703283]
KCE,[0.49458732]
KIE,[0.06288467]
KRE,[0.18340966]
LMLP,[1.2073873]
PEX,[0.11071091]
PFI,[0.29562568]
PHDG,[3.17473816e+11]
PSCF,[0.12847621]
PSP,[0.10604397]
QABA,[0.16189467]
RWW,[0.1268305]
RYF,[0.07347593]
SEF,[1.99695933e+12]
SKF,[2.80778906e+12]
UYG,[0.21920514]
VFH,[0.10059965]
VQT,[3.46765559e+11]
XLF,[0.08714926]
