Name,Riskiness R
AGG,[1.10510957e+12]
AGGY,[1.57149598e+12]
AGND,[2.75183975e+12]
AGZD,[3.23253885e+12]
BIV,[1.38477691e+12]
BLV,[1.51450959e+12]
BND,[1.04539877e+12]
BNDX,[2.4856575e+12]
BOND,[5.8148945e+12]
BSV,[2.08685798e+12]
BYLD,[2.47563338e+12]
FBND,[2.16957153e+12]
FCOR,[1.09399049e+12]
FLTB,[2.19439218e+12]
FTSD,[2.01206574e+12]
FWDB,[1.03965234e+12]
GBF,[1.19438301e+12]
GVI,[3.2729688e+12]
HOLD,[1.48047176e+12]
IAGG,[1.10813815e+12]
ILTB,[3.4526456e+11]
ISTB,[1.86608036e+12]
IUSB,[1.80923771e+12]
KCNY,[0.25024351]
LDUR,[7.63065034e+11]
MINC,[7.81519227e+11]
MINT,[1.44770586e+12]
NEAR,[2.02422758e+12]
NFLT,[58.62555478]
RAVI,[1.34548215e+12]
SAGG,[2.49209617e+12]
SCHZ,[1.14603104e+12]
SPAB,[1.13091317e+12]
TOTL,[2.18915247e+12]
ULST,[2.01043355e+12]
VBND,[2.78336718e+12]
WYDE,[7.12762342e+12]
XMPT,[3.54837275e+12]
