Name,Riskiness R
CHIM,[1.1818019]
COPX,[4.85577528e+11]
CROP,[1.13743246e+11]
CUT,[3.47565421e+11]
DUST,[4.35486837e+12]
FLM,[9.85698769e+11]
FMAT,[4.1020726e+11]
FTAG,[1.97285722e+13]
FTRI,[2.44238926e+13]
FXZ,[5.08486613e+11]
GDX,[16.4065924]
GDXJ,[1.28764287]
GNR,[1.04138426e+13]
GOEX,[0.70694534]
GRES,[1.11256217e+12]
GUNR,[3.61964434e+12]
HAP,[2.75662621e+12]
IGE,[1.75211262e+13]
ITB,[4.61807794]
IYM,[1.86841972e+12]
JDST,[5.81296655e+13]
JNUG,[7.54918324]
LIT,[8.3433246e+11]
MOO,[7.15577257e+11]
MXI,[1.22552364e+12]
NUGT,[17.44135298]
PAGG,[6.27159922e+12]
PICK,[2.07017689e+12]
PKB,[0.73473495]
PSAU,[2.28447671e+11]
PSCM,[5.24894009e+11]
PYZ,[1.49591793e+11]
REMX,[2.05834258e+12]
RING,[1.57149672e+10]
RTM,[3.62798079e+11]
SBM,[1.34976515e+13]
SIL,[3.4265844]
SILJ,[0.82181748]
SLVP,[1.92262212]
SLX,[9.20343873e+11]
SMN,[2.23438098e+12]
SOIL,[3.56365399e+12]
URA,[5.81905488e+12]
UYM,[1.87394536e+11]
VAW,[7.33064339e+11]
VEGI,[1.7830111e+12]
WOOD,[5.65040519e+11]
XHB,[1.133854e+12]
XLB,[1.35677316e+12]
XME,[2.28942684e+12]
