Name,Riskiness R
DRN,[0.4767276]
DRV,[6.94812908e+12]
DRW,[0.10954484]
EWRE,[0.15814138]
FFR,[0.13179924]
FREL,[0.12358974]
FRI,[0.16564769]
GQRE,[0.11460648]
GRI,[0.17824531]
ICF,[0.1743601]
IFEU,[0.2113172]
IFGL,[0.1555864]
IYR,[0.12743313]
KBWY,[0.12675548]
LRET,[0.32802799]
MORL,[0.16948031]
MORT,[0.07701908]
MRRL,[0.18720486]
PRME,[0.17980086]
PSR,[0.13977713]
REET,[0.15481143]
REK,[3.24028438e+12]
REM,[0.07851104]
REZ,[0.17418173]
ROOF,[0.12992606]
RWO,[0.16428494]
RWR,[0.15882774]
RWX,[0.22960112]
SCHH,[0.15847235]
SRET,[0.06016999]
SRS,[4.86171967e+12]
TAO,[0.15539666]
URE,[0.25350357]
USRT,[0.15435623]
VNQ,[0.15778171]
VNQI,[0.11972818]
WPS,[0.13041239]
WREI,[0.19813552]
XLRE,[0.13419158]
