Name,Riskiness R
AADR,[0.0764915]
COPX,[1.61943027]
DBAW,[0.18373125]
ECON,[0.88136894]
EDC,[1.41926195]
EEM,[0.36372165]
EEMS,[0.88094816]
EMCG,[1.26521037]
EMFM,[4.1324784e+12]
FAN,[0.17528456]
FIEG,[0.18644794]
FLN,[1.13634695]
FM,[5.63394568e+12]
FNDE,[0.44240386]
FONE,[0.10071561]
FWDI,[0.3987277]
GDXJ,[1.04669977]
HEEM,[0.24612039]
HILO,[4.03530671e+11]
ICLN,[5.83321577e+12]
IEMG,[0.33291337]
IFV,[0.24984705]
IQDF,[0.50282511]
JDST,[3.90653642]
KOL,[3.65504779e+11]
LIT,[0.16361085]
PICK,[2.29000319e+12]
QEMM,[0.73926654]
SIL,[1.04111097]
SLVP,[0.86482614]
SLX,[1.23685995]
SOCL,[0.09803525]
SOIL,[3.35372974e+12]
VIDI,[0.39187312]
