Name,Riskiness R
DRN,[0.9244705]
DRV,[6.73674976e+13]
DRW,[0.1653328]
FFR,[0.38580327]
FREL,[0.22318793]
FRI,[0.42048854]
GQRE,[0.17611997]
GRI,[10.74873186]
ICF,[0.33014285]
IFEU,[0.36505928]
IFGL,[0.34197669]
IYR,[0.19748904]
KBWY,[0.18322577]
MORL,[0.27293313]
MORT,[0.13793709]
PSR,[0.18794634]
REET,[0.56644223]
REK,[1.39987371e+13]
REM,[0.121711]
ROOF,[0.30402805]
RWO,[0.66582076]
RWR,[0.29555174]
RWX,[2.63056958]
SCHH,[0.29311703]
SRET,[0.09654244]
SRS,[1.07932062e+13]
TAO,[0.21187088]
URE,[0.94335102]
USRT,[0.29634743]
VNQ,[0.29725904]
VNQI,[0.22006439]
WPS,[1.67607422e+12]
WREI,[0.64999205]
