Name,Riskiness R
AAXJ,[0.23670083]
ADRE,[0.20271345]
AFTY,[1.02612838]
AIA,[0.16237913]
ASEA,[0.24263168]
ASHR,[1.77496131e+11]
ASHS,[2.76969007e+12]
AXJV,[1.75340669]
CHAU,[0.47103906]
CHIE,[1.50550427e+12]
CHII,[7.05782992e+11]
CHIM,[0.60468527]
CHIQ,[0.23530587]
CHIX,[0.84280955]
CN,[0.69965575]
CNXT,[1.9746808e+12]
CQQQ,[0.21734127]
CXSE,[0.17370206]
DBEM,[0.30614765]
DEM,[0.43448146]
DGRE,[0.29547671]
DGS,[0.19157406]
ECNS,[2.7190905e+11]
EDC,[0.95091781]
EDIV,[0.57888023]
EDZ,[7.3119051e+08]
EEM,[0.28671879]
EEMA,[0.24346923]
EEMV,[0.4689465]
EET,[0.63234766]
EEV,[5.92555267e+12]
EIDO,[0.39544615]
EMQQ,[0.18169208]
EPHE,[3.41354661e+11]
EPI,[0.17406223]
EUM,[1.1431803e+12]
EWM,[1304641.51536564]
EWX,[0.23148094]
FCA,[0.67640971]
FEM,[0.27798039]
FEMS,[0.20935811]
FNI,[0.18738032]
FXI,[1.94500922]
FXP,[3.00213899e+12]
GMF,[0.20509339]
GXC,[0.29871113]
HAO,[2.4963634]
IDX,[0.41577347]
INCO,[0.12680454]
INDA,[0.21355065]
INDL,[0.75105063]
INDY,[0.18790042]
INXX,[0.25674725]
KBA,[1422911.76458575]
KFYP,[0.46729118]
KWEB,[0.19629924]
MCHI,[0.38101512]
PEK,[5.02532566e+11]
PGJ,[0.21370366]
PIE,[0.32409906]
PIN,[0.17632913]
SCIF,[0.20959747]
SCIN,[0.24632246]
SMIN,[0.14298191]
SPEM,[0.24538267]
THD,[0.14039794]
VNM,[0.49542101]
VWO,[0.32356412]
XPP,[2.69102697]
YANG,[8.20319146e+09]
YAO,[0.40284295]
YINN,[6.02922828]
YXI,[9.64264139e+11]
