Name,Riskiness R
AUSE,[1.53073594]
DBJP,[0.68791313]
DFJ,[0.14399177]
DIM,[0.32667444]
DLS,[0.26788734]
DOL,[1.87613177e+11]
DOO,[1.2976495e+11]
DTH,[1.74886966e+11]
DVYA,[2.07460219]
DWM,[1.92245738]
DXJ,[0.82438154]
DXJS,[0.30505564]
ENZL,[0.090711]
EPP,[2.62329518]
EWA,[4.22082453e+11]
EWH,[0.25586919]
EWJ,[0.43064987]
EWS,[1.01644549e+12]
EWT,[0.38313862]
EWV,[3.79612884e+12]
EWY,[1.17939579e+11]
EZJ,[0.75189629]
FAUS,[0.2686076]
FDT,[0.8606497]
FDTS,[1.15062182]
FHK,[0.76298668]
FJP,[0.40567441]
FKO,[1.54180151e+10]
FNDC,[0.19902696]
FNDF,[5.00434106e+10]
FPA,[0.23171784]
GWX,[0.35355546]
IDHQ,[0.18768111]
IDOG,[5.66371095e+11]
JPNL,[1.523268]
JPXN,[0.32931452]
KORU,[1.70534732e+12]
PAF,[3.16771948e+11]
PDN,[0.31615175]
PXF,[2.1385776e+11]
SCJ,[0.15140602]
VPL,[0.45270103]
