Name,Riskiness R
DRN,[0.75222307]
DRV,[1.90335782e+12]
DRW,[0.11485006]
FFR,[0.21413348]
FRI,[0.24131576]
GQRE,[0.11219693]
GRI,[0.21784005]
ICF,[0.21644633]
IFEU,[0.23458164]
IFGL,[0.22915386]
IYR,[0.1788927]
KBWY,[0.16850042]
MORL,[0.2345952]
MORT,[0.12275804]
PSR,[0.20587561]
REET,[0.282088]
REK,[1.1675319e+12]
REM,[0.1129018]
REZ,[0.18817415]
ROOF,[0.20232234]
RWO,[0.27788016]
RWR,[0.2284207]
RWX,[0.40416191]
SCHH,[0.25075388]
SRS,[1.18604253e+12]
TAO,[0.12491243]
URE,[0.36840123]
USRT,[0.21212973]
VNQ,[0.21903065]
VNQI,[0.12632376]
WPS,[0.13704357]
WREI,[0.27192537]
