Name,Weight
Total Bond Market ETF List (82),0.5866398251877413
Investment Grade Corporate ETF List (50),0.168818707302436
Municipal Bond ETF List (29),0.09842378606842042
Target Maturity Date Corporate Bond ETF List (24),0.1283825099781966
Treasuries ETF List (51),0.01773517147420243
