Name,Riskiness R
BZF,[0.23350028]
CEW,[0.36120511]
CNY,[2.24179618e+10]
CROC,[1.74317808e+12]
CYB,[0.26156967]
DBV,[1.41025542e+11]
DRR,[47.37290336]
EUFX,[9.31764467e+10]
EUO,[2.4118727e+11]
FXA,[0.68323526]
FXB,[9.70721278e+11]
FXC,[6.09352871e+10]
FXCH,[6.67385673e+11]
FXE,[0.73807864]
FXF,[1.63180382e+12]
FXS,[1.5944277e+11]
FXSG,[1.57997188e+10]
FXY,[0.36205264]
INR,[0.05972781]
UDN,[1.24271824e+11]
ULE,[5.06529981e+09]
URR,[13.20160023]
USDU,[4.59156371e+11]
UUP,[0.43753937]
YCL,[1.15821293]
YCS,[1.60298755e+11]
