AUSE,DBJP,DBKO,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,DXJF,DXJS,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FNDC,FNDF,FPA,GWX,HEWJ,HEWY,IDHQ,IDOG,IPAC,ISCF,IVAL,JHDG,JPIN,JPMV,JPN,JPNL,JPXN,KORU,PAF,PDN,PXF,SCIJ,SCIX,SCJ,VPL
0.010485825049304398,0.035257077461677215,0.006987036605766302,0.02639655650229888,0.01219925539793776,0.012932356759836255,0.010728261409844904,0.009976925021359244,0.010777861977516394,0.004419170884331193,0.01261889212062845,0.030001815675982382,0.0512601731240236,0.03460028463789593,-0.011891011942998941,0.017815307737360796,0.016425099338909708,0.02951866116351182,0.02608706102091452,0.00559107243944905,0.015052362398690537,-0.04989730809716993,-0.011758061927149559,0.04664329876973754,0.03882824144195948,0.015415589931919013,0.01073743431294248,0.019270880413569447,0.019659504716945973,0.053874956524790574,0.014508452789632718,0.01415802179968336,0.0060281333667702225,0.01368040151666081,0.0355086127145728,0.0,0.0215792093211182,0.011859262363362795,0.02275417706192737,0.021259487259578297,0.01785710415298467,0.059295027618775524,0.01107492414807633,0.03661099243682804,0.026683069199464504,0.07827687258385888,0.0236914903224618,-0.04397494031475245,0.008079701677546023,0.0032466354586253732,0.010024307550205204,0.0,0.0,0.028188632256754925,0.01979035245200153
-0.03691883655679935,-0.01889429658499469,-0.025151808119954815,-0.01180199166412708,-0.017408819927512004,-0.008621920805012236,-0.02347424627869788,-0.02641854795471406,-0.024570929639251442,-0.026396989736607267,-0.02185595205247096,-0.02378504085809604,-0.02834920245338747,-0.010142505987006736,0.011447084873453759,-0.029479488014095737,-0.03897338043857786,-0.015880139803424058,-0.01771952614954181,-0.009531372787869348,-0.05222435452275877,0.03457958755378074,-0.044759157394017986,-0.03541561117679985,0.0,-0.01577299812300994,-0.008107380091963245,-0.014052344051542272,-0.01073338939330822,-0.05623281958325671,-0.013943388589061393,-0.023512106733261446,-0.019307636550794868,-0.013166534956515279,-0.019771338728658387,0.0,0.0024004305503634925,-0.021928120200759533,-0.01915259851996741,-0.00824826964539491,-0.024790197025503904,-0.01777626951317338,-0.020618477016044637,-0.004907192834152187,-0.017992868490933667,-0.05236319978365293,-0.014172901137018709,-0.13292291848470636,-0.049938426522482635,-0.014743017488129881,-0.024691432734226637,0.0,-0.02156105790620161,-0.01049237056965035,-0.022015598957841317
0.03211779654762758,0.012838899168333182,0.007117438541136484,0.010873510212836866,0.010732617359567941,0.008864269639788392,0.015677082515362768,0.018168989919615845,0.015209233973554816,0.010619403813021028,0.012740175135620485,0.014300858925529824,0.021006986013750072,0.00913875716268294,0.01160758948577697,0.016136680773022303,0.03461920993446799,-0.0035859309305073103,0.014117520910120597,-0.034482908574604135,0.0006802658559401543,-0.02527674202012533,0.011862291799523994,0.024579254273689892,-0.022086389073853515,0.0010015037149353199,-0.0022544801878086012,-0.03316926196310538,0.013260863693756696,-0.000833280177372395,0.007976690642698575,0.015425114597180838,0.02274249457201072,-0.0010006737227494092,0.01386696589027535,0.0,-0.002394682281855712,0.01468864906567688,0.012031563430687092,0.009108935912303938,0.01877187737249809,0.015017475347648981,0.01331258945160662,0.00967174656943942,0.009364818658838477,0.03731614803621911,0.009099102375954186,0.036758617658448414,0.028769325555337764,0.0029198571319817746,0.015388420494167181,0.0,-0.01189947847028378,0.006498886472093189,0.012172858647162482
-0.026099244974091225,0.005633782060289628,-0.0340104589649367,0.005290017000912935,-0.0038766910560365797,-0.004973424635614818,-0.0018518534498551196,0.0011585832867028725,-0.003511654916472746,-0.03018105279109275,0.0013546781021756516,0.002262924789495955,0.002612641347714543,0.0074095033916093175,-0.004589641237008099,-0.022185862479201856,-0.02772476592761384,-0.009896345739033821,0.0007734074694778668,-0.019102900408885726,-0.03806944080095929,-0.005143668632701229,-0.022665040283712228,-0.004280307853947806,-0.004169682559128126,-0.002601469249183171,-0.00960482091974556,-0.007504587583443169,0.0025779579476596487,0.008757311040928903,-0.002158167641035837,0.0007409723629696013,-0.011284133558561431,-0.002337244171908433,0.004662804841937851,-0.04083286934689013,0.0009603073648896783,-0.008000043632159053,-0.009159992369018356,-0.003139624470063405,-0.008445319608711734,0.009484126698667031,0.003093485602207675,0.008839782193547353,0.009277974757654987,-0.00017292244849856494,0.0025248057806738578,-0.06809036893728823,-0.032590626327964244,-0.0058223979737533176,-0.005866433162304944,0.0,0.0,0.007136874485690444,-0.0056014187947079075
-0.01875898577813139,-0.0018674665705267679,0.000457061130980401,0.01333103586402844,-0.003045587392579309,0.003998686067393246,-0.010515750903426244,-0.00856473967768156,-0.01033588378683963,-0.0225911904639104,-0.011789595191093356,-0.0072944163486942356,-0.0055373826424848635,0.016071677553062103,-0.038040382857389636,-0.02603297180094129,-0.023598664662633863,-0.024534390188931325,-0.0015455186167217384,-0.03895009518904439,-0.028268489398980287,0.0030160207194030605,-0.016593424515952183,0.006597987105891596,-0.02547078942609789,-0.005818647006431428,0.016258128369658908,-0.014852778340215237,-0.0033623967420228947,-0.06159573935051469,0.006128351958323093,-0.011477141651249035,-0.02450501175226228,-0.0006693484799505665,-0.0018564395172396809,-0.009791477852318185,0.000959178343870558,-0.00230427951888336,-0.005114112539273327,0.0035432497545263846,0.00038716853474583297,0.0003757674838869804,0.0005711655998867787,0.001994501926912233,-0.0043964961833662455,-0.003632642935470086,0.0007195779327594956,-0.05274519240559947,-0.01847419097872904,0.003294328942016248,-0.010818903634566187,0.0,-0.02247992170786249,0.011304124392774848,-0.010437404367392123
-0.05000000363569752,-0.09354538254226548,-0.062157065298681376,-0.07045176023881171,-0.060930132195946486,-0.050780026655799934,-0.06126278318107368,-0.060705028313081125,-0.05886539603774106,-0.04646229439057766,-0.057304946725723775,-0.0900977285850482,-0.1116934869958362,-0.08605872452182893,0.01977228719664429,-0.06326626066155074,-0.05236668082498548,-0.0936190560472473,-0.07739942874980002,-0.06696033444483157,-0.0945454322299682,0.1660222922569726,-0.07155933388611319,-0.15195144767477226,-0.013247461045767628,-0.07043367695804907,-0.07998896314604785,-0.10307009468273373,-0.08454057808965026,-0.026872392333179573,-0.05804376656463368,-0.06292135763254163,-0.08121119434831088,-0.062290695446163766,-0.0936143501894318,0.0,-0.060373857531016616,-0.056196864154662206,-0.07117443780350036,-0.0447232938768864,-0.05495341336235008,-0.08752821873447,-0.05156009940227217,-0.06070286662904235,-0.06864702969724559,-0.2170138909797675,-0.06291573694876193,-0.2021908392297343,-0.05779455583781696,-0.0510762830791216,-0.0653741474110134,0.0,-0.014418591623573791,-0.07173843821199301,-0.07232550920454345
0.0017692197453639297,0.02760582382071865,0.043372246681823566,0.027001928503117993,0.01120553791634457,0.00384628934809404,0.0019978487066922047,0.0059657899727171655,0.0010087416095895675,0.008904242465882,-0.000622399729373527,0.02518731610914322,0.03377581723714417,0.017600326512440992,-0.03554629854192591,0.011518155908493664,0.017534606805954527,0.0010277765048670939,0.032718309749898485,0.018885704949645282,0.06907629198495105,-0.0714680631476839,0.05079923968767247,0.0633563261486596,-0.015602355734288304,0.026704128692148013,-0.002440401507267121,0.018948609233702327,0.03598533384292889,0.0411953082122821,0.012552364065031909,0.007993452561135303,0.04494380838496143,0.019642829478625657,0.02633377134779941,0.0,0.006629366198470003,0.007748636015196477,0.02171145800673572,-0.0006571801057243125,0.012694477998581588,0.018114436134913585,0.006017955750190339,0.016301342318782483,0.02974127815075272,0.08580935644152997,0.01937463370563179,0.14874138841308054,0.015981373989580237,0.018838983508161742,0.012234320787347085,-0.06842301438430598,-0.03657415060765081,0.021387586517392868,0.02923661684139977
-0.06975731956962235,-0.08737134081226675,-0.028958474573691776,-0.057117025314076274,-0.041644302265366265,-0.03953329258677743,-0.044749725373440415,-0.03928855313204698,-0.043335504066463235,-0.0664376461504675,-0.04318039892651802,-0.08608385095642454,-0.08974171710613224,-0.07725569666794803,-0.05117284718765559,-0.06832286705386756,-0.08407305702592874,-0.04517441293058047,-0.06661259701165957,-0.049119533116210416,-0.026295942974518836,0.13648088942795605,-0.03771609956100428,-0.13491194176285434,-0.05307783683606712,-0.050750878366804766,-0.03516826368869425,-0.043191508383860634,-0.06444874562414454,-0.023043567613605324,-0.042073687839180376,-0.046788198323635975,-0.0594982717488937,-0.0423817200489772,-0.08697101427342431,0.0,-0.04052664375701345,-0.049372635467785135,-0.06874998220004845,-0.02810879136410555,-0.06267695856432128,-0.07594025267368318,-0.042871352215543175,-0.05608634882068178,-0.06278778915057086,-0.19501746468630085,-0.03707193030660901,-0.11603580461510718,-0.06315078739191403,-0.04415093278684682,-0.04808208389812699,0.0,-0.029793375728525175,-0.05490063306383977,-0.06575467307090617
0.03108703145538113,0.03548821718397236,0.03751803514888824,0.02326910297755955,0.032264010704362966,0.03318206231566356,0.02898898544700621,0.023405446140281082,0.03239384399495657,0.032562748629724685,0.030375398214084318,0.0383745383490381,0.04114404341407808,0.041237179341060484,0.023756051891603104,0.04666688903382346,0.04503978960004205,0.05698912451908868,0.02175800629856164,0.02923973774902036,0.05246907683036709,-0.04747774418547165,0.05197054079929884,0.027498513857104945,0.010509971516122835,0.028737006758384906,0.016481779672079106,0.05485920019112013,0.019682521906327757,0.0307077196148194,0.022352925812104282,0.027870218643281132,0.0537346410404373,0.03072425440649473,0.03613134652275983,0.0,0.013199486492590895,0.0327800038607218,0.030425115032002983,0.02536988826707328,0.033649644780740666,0.02748113125373086,0.031000094810059255,0.0182579892535833,0.01295219937893015,0.06367338592204819,-0.019151749604981717,0.16281687473725104,0.0604939292263371,0.024871644701108704,0.030637787658687445,-0.005909812919125612,0.0,0.01861860907941094,0.033971250130225165
0.0379743501192735,-0.02417633468991694,0.024571181215992038,-0.013531270895900605,-0.006684643849475133,-0.0075463679512018066,-0.006986694415080875,-0.0047753421534487825,-0.007142929301373073,0.005340848541361293,-0.007580529911435519,-0.01561261306030229,-0.047045489428271886,-0.033903495871305506,0.022263958903507124,0.01008479738220376,0.01527572162235245,0.003051848893791044,-0.019591183450158714,0.0009468047639365053,0.010263956712433344,0.033534954380777436,0.029435938227913874,-0.02031975092867095,0.0,-0.0008662367293198924,0.026816050960166045,0.003566150865683707,-0.010309335432924841,0.0021587111773091307,-0.008438791790670561,-0.009307927767286622,0.006871721729748667,-0.0024840475174465718,-0.02500878459410641,0.0,0.0020840752681910717,-0.002885502229124781,-0.006730536876640568,0.008659832785885188,0.009599200325806549,-0.02044277812367477,-0.0056984142252438676,-0.012052618881447506,-0.01820984762037863,-0.058669153845338676,-0.012353052553495194,0.11676353079994793,0.016065174626150647,-0.0077041355364690315,-0.013926302028589022,0.011464968272703576,0.03219425608880948,-0.009687445816165973,-0.005626976036837139
