BBH,BIB,BIS,CURE,FBT,FHLC,FXH,IBB,IHF,IHI,IXJ,IYH,PBE,PJP,PPH,PSCH,PTH,RXL,RYH,VHT,XBI,XHE,XHS,XLV,XPH
-0.11104597961784728,-0.20813087175271933,0.2172132041130136,-0.04320336876915425,-0.08089645746070585,-0.023044693930834755,-0.03504455322893433,-0.10596760351697457,0.02797707379528418,0.0049838340617894715,-0.015778557409406584,-0.019759155888699212,-0.07796237817461278,-0.050452675382438944,-0.01932124287893237,-0.02043027969444381,-0.06406255734252819,-0.040625293952085,-0.01435397851885162,-0.020071637393652548,-0.12973361719109833,-0.00834601035444252,0.010106532572968072,-0.01598246721651384,-0.05635104679565048
-0.03914673214855615,-0.06661657901327314,0.016273857774449202,-0.027691140098214283,-0.02764371627827594,-0.01155379004873268,-0.02552022036749544,-0.0260152590466362,-0.04056088548405685,-0.03738925400721252,0.002745104307637356,-0.0058152396184827865,-0.04660114106007659,0.01800532617987932,0.02946742423557113,-0.028239173256524763,-0.054674438842839686,-0.023374925244425342,-0.01475754132893479,-0.01337435217791948,-0.09462255319716917,-0.06486681514622003,-0.018568209675640587,-0.002894173641352659,0.02642503298251793
0.037079524222998816,0.08357923262677756,-0.09276653420788762,0.08159074925849519,0.02910020358570064,0.03044575979173702,0.041095911383882106,0.04056462202521638,0.06255948638262948,0.03525575718123496,0.022448646752345126,0.027044737368240927,-0.007558486479704475,0.029478175341444805,0.008540911753010963,0.029819619641183362,0.021854349268307864,0.05934519766877745,0.04336147419982803,0.028533405620968413,0.027732598800655785,0.039185903550869004,0.05004815203726843,0.02873388692702506,0.03339606115221565
0.05252689650408243,0.1490652791415266,-0.13329278199556902,0.0627447039187422,0.0728432874641459,0.024621848710631503,0.030766253869969108,0.07279105176878585,0.020850067117822446,0.03710483340993045,0.01028170699138089,0.023061032909394732,0.10967241016161734,0.028802512958313882,0.030736006502269344,0.04057541439742527,0.059408078215422815,0.05258634563901171,0.024222196923800718,0.028847949359133613,0.16394556711491054,0.035343923605101635,0.023217996794983847,0.017394308048354238,0.048272988115741884
0.015307259185329856,-0.05279597139954677,0.02879216790471866,-0.0013390922628435636,-0.014818298709805241,0.0014358690892945535,-0.002064952130655276,-0.02261833261959548,0.009021454645158805,-0.00484845806806017,0.0002024816567726421,0.0012769402352864113,-0.011232990890044424,-0.02794816295476852,-0.023372234085837558,-0.02810254145661853,-0.06300978664335664,-0.006396074797347745,0.008157916883012891,-0.00268731841779168,-0.046757737347092716,-0.013238064326184604,0.022122682761483967,0.005078668048265947,-0.08128069811713692
0.10553483252797906,0.21146621720094566,-0.18293511493679968,0.14606600876431447,0.14498823577584893,0.0519257743818054,0.059443190368698336,0.10253958853548616,0.05718978161256704,0.010164749604275613,0.04069833499660497,0.05205567438750208,0.11142110086348678,0.06652024100195589,0.030477537979899837,0.036489730888771485,0.10772580831935127,0.10800546286595444,0.04078828875473348,0.05245648823958736,0.10772888832282644,-0.006313098217549556,0.035847302424484175,0.04843200336072105,0.09252425470859033
-0.011395430256793257,-0.023661934272300532,0.005847924566921492,0.007508452140719742,-0.011736943507058643,-0.004576623842253282,-0.009410493607954613,-0.01055868687690076,-0.025177802742441108,-0.028917437730541826,0.005454327448392974,-0.0018571659360527672,-0.0326493253447887,0.007598698844844547,0.022354586008734297,-0.03027646195926718,-0.022593358640732482,-0.0003709760821454233,-0.002473492476281144,-0.0015360647391088704,-0.03692485313156906,-0.02191090623987597,-0.02855541605189357,0.0007829795762101075,0.02020962965406073
0.0938208882078931,0.16685898569498034,-0.16943519170268484,0.14914842171717918,0.08367843760268256,0.05955627829028742,0.05646169463234109,0.08423427088594636,0.06432418789383558,0.08192226367419396,0.024667383639512326,0.058259396977651035,0.08039969224854346,0.08056066122424994,-0.002988832326693413,0.09112367289162657,0.062110552763819174,0.10827207009505056,0.06652285695339076,0.05761169807453155,0.10274693150890916,0.096607580893869,0.06890221403666917,0.05632284215594925,0.05538962851035128
0.01140188479380392,0.05291352422461847,-0.05759999932289996,0.1037648193815503,0.024532435222105468,0.033261045685172144,0.024431659729074642,0.02454315740187733,0.016712172218859272,0.05169022474096476,0.027569797250169645,0.032087600245726516,0.01743838507182979,0.004949863918861915,0.048248354456197434,-0.001497242970167487,0.013815291445874277,0.06067706526340615,0.0409483036430129,0.03273244085441124,0.04912765257784173,0.04215086042430741,0.006105821071906693,0.03478497762433516,0.03321673866600429
-0.014604120159481197,-0.017612524461839533,-0.023769103437203367,-0.05097300558905889,0.001177554438696351,-0.010228862214323745,-0.001490559763323015,-0.0018098209617654656,0.02405059419586739,0.0016827654200599735,-0.032176734829005335,-0.015169145444618256,-0.011032325686997808,-0.036216295560484224,-0.029593913362884382,-0.004331861898401003,0.013440377076721978,-0.02109658548224406,-0.00384271713064661,-0.017138769712996327,0.036983344515367285,0.011041526964008579,0.016485559279870304,-0.00344761188509255,-0.061951557711248474
0.06612930238780955,0.11545821513944217,-0.12239138651207924,0.030714849952576038,0.0777824750989779,0.01821748584927432,0.014927815310535553,0.06032636399991215,0.002572826679608677,0.006416462595886458,0.027753862640451682,0.020917072480385247,0.05517936374931882,0.08233587163799959,0.02062357757365003,0.023100424934888168,0.02541899013779725,0.022973824689636102,0.009998272628539287,0.027322653674898396,0.0735271736107376,0.052679391778407726,0.007419082197479473,0.026413734150968714,0.13622868709334532
0.04040324187769654,0.0982212973117524,-0.09858803185290804,0.12723302381806956,0.04849864034617737,0.04759050372041411,0.054584083258442335,0.04918378900141705,0.07284993886450546,0.04808032107823302,0.04630175626852676,0.042941693414515765,0.03492546986452622,0.08068422876033253,0.05891369273484191,0.09298101158713916,0.052811264695931864,0.09332815950546916,0.05512664570796533,0.046276542968071016,0.07503112030430932,0.048508738651174124,0.08500851770327894,0.01832536470481253,0.1104328704383958
0.012501898312241959,0.030440951069040538,-0.05193732134252916,0.017785400086774542,0.026034881338003614,0.00742837248119862,0.038586673463298825,0.017660970292202212,0.04574036852570973,0.01067048105737795,0.010781885432428728,0.008561714766956588,0.00583722746247746,0.007782667548944896,0.015028698905392915,0.041553393749821435,0.033953198533472166,0.02108741309983779,0.02266463755829761,0.014219678235668031,0.05064514285958722,0.0251180444284181,0.033732189408926284,0.03391468262695504,-0.0012936445835690894
-0.035422223740550415,-0.060219632119929575,0.040869698673793343,-0.04508047864965642,-0.05647092122355556,-0.01280619699781742,-0.03342283050236484,-0.028448272866930836,-0.03368662845373903,-0.02749966672459493,-0.0010202653256929108,-0.0155943194235138,-0.0397171303508676,-0.02648090662858561,0.007260804589610212,-0.0423617899772681,-0.047854737552961615,-0.040417618853648564,-0.014224472849797776,-0.01984959399508683,-0.08406790335902628,-0.047761431740705886,-0.030572814726000336,-0.0033729987587120818,-0.047580665959845024
0.07736627643752969,0.1906232485055548,-0.17209699154469502,0.13443474146328532,0.107972395039221,0.051749188795264016,0.058197037020639664,0.09401780954540234,0.07795212713963978,0.022583445462194842,0.03073350805359488,0.05019131254676789,0.09178483943264093,0.04585797388557306,0.03845840793652678,0.05150729439236645,0.09445408848433123,0.1052283229850286,0.04592128972040755,0.05262342984772874,0.1543156697279444,0.025530753300572848,0.05870639517849738,0.00040416777998146216,0.05994703971095509
0.0013365965864290368,0.01985785918507929,-0.03397243922563044,-0.01280462140011342,0.003804072816002176,-0.007146693787405169,0.0043762944838966035,0.010793557111205629,0.03168329776058554,0.0015894447181854488,-0.02062878780673533,-0.003202905939809679,0.009340896411393244,0.007329439265226328,-0.030157963780477207,0.026797235912295637,0.00585903386036318,-0.006671991834291609,-0.0023764495774919485,0.0010015922249675283,0.05907566074596586,0.012662331430081079,0.02686412359640053,0.0017508580225565,0.003218204057410273
0.03767439247167813,0.06604715196423439,-0.08495817661668295,0.07527990620419901,0.019625934299486957,0.03725070051096094,0.011474234174995964,0.036907846124355374,-0.020448713499561164,0.05705939904043459,0.045862339399585714,0.03066063591722555,0.02146071614386969,0.044182774306743736,0.04862194146780114,0.03142983636603875,0.02503150188916867,0.05585354147317624,0.026605380431556885,0.028722530377059793,0.014454345266762925,0.04632467362292157,0.0014271541060270974,0.039330642513679764,0.051582085799494685
-0.07375634667267157,-0.211187202042474,0.2077625257399225,-0.17975403247713986,-0.10989792807349393,-0.08039790014895015,-0.06648473673872402,-0.1059784916440456,-0.055293057292518086,-0.048587385049222116,-0.07425131736946325,-0.0791199159199335,-0.09936118740027787,-0.08204761200752049,-0.07942588088026474,-0.03999466855322052,-0.07172480307595137,-0.1597301078807844,-0.07299176885151831,-0.08056684512700088,1.6373318042725449,-0.047329496929253735,-0.05371421313919941,-0.08513929292558392,0.7841925430033387
