,BZF,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXSG,FXY,UDN,ULE,URR,USDU,UUP,YCL,YCS
0,0.03744875291655847,0.020523275672295328,-0.0037735847276611847,-0.04320727135868871,-0.009784734649945186,0.014823713772705775,-0.04793830342465498,-0.018549225319745986,-0.0451977940566219,0.02114253294355757,0.018462519638083083,0.0061425580879928944,-0.012578628447024717,0.022957559912243575,0.030833382313873788,0.021084601442859806,0.007495849088395151,0.0035571876217371655,0.02025512059547639,0.05050091981960239,0.026132403270647968,-0.015378645095597353,-0.020613840520885867,0.005065881523124141,-0.011111066399731761
1,0.046249316877337576,0.014580184888171083,-0.02012317613053129,-0.08228399734511505,-0.013043524676025924,0.0327674732694386,-0.0020871900815450086,0.0036671649177104403,0.0017751479289941502,0.041038073998367446,-0.004668388448303766,0.0021906133508548583,-0.018618275583271456,-0.002346952591993314,-0.005569092806798953,-0.010010232988321361,-0.0005044821665655072,-0.014491232579049919,-0.005514727260094868,-0.008775238793408554,-0.004414295266068073,-0.0004004915399547334,0.0037417539145556777,-0.027721736041812755,0.026723382527734856
2,0.018867931735607947,0.0019821893615882386,0.012805001517395458,-0.0066240359593093484,-0.0028033152186132584,-0.006498467027993274,-0.01411767320261429,-0.009274929214450308,-0.01417595983461296,0.0031825718356552958,0.012182493904885107,0.008828489436104734,-0.0077384295654606625,0.006689722904430728,0.004335672759772852,-0.004386719220907911,-0.0070652123415334825,0.009626605412319989,0.007763416378461907,0.01693610469591999,0.014665757162346511,-0.009214667476291964,-0.008387644616106702,0.0202176894651275,-0.02055604759437826
3,0.0015873832861148874,0.012858565815439189,-0.003578196735600906,-0.00881169284059565,0.0008032046284346241,0.0034629209297514433,0.03951211984916777,0.01645395744680852,0.032354641560536634,0.0030678297236266436,-0.007402034150593177,0.010874204643562422,0.003899345911949599,-0.01767195826388255,-0.017537550403706945,-0.02808578173712034,0.003811810751046505,0.003667214927342487,-0.01063839124792572,-0.04277059046177144,-0.0013445714285714346,-0.0008087564168311105,0.008928551053164072,0.005589468933060664,-0.009663399834060058
4,0.0221869150092751,0.004394532684921963,0.003591046205410498,-0.03195574319932116,0.00802576245636382,0.00038342391422485243,-0.01020413239275174,-0.004744682961502591,-0.010446952988972765,0.014842400855263942,0.020856086809069026,0.016207601163742546,-0.0007517604498623483,0.0044602362634481385,0.00915417964775507,-0.00011788001702514744,0.010886004375437167,0.004802160927005275,0.008157326861914622,0.020165993666825064,-0.0440928658395445,-0.004856300302276596,-0.009781042968516925,0.01414849600058134,-0.010672313503418969
5,-0.016020589755155284,-0.0019446076673569966,0.00930350712325893,0.02333082592874595,0.0027866156112650933,-0.008432325853237416,0.04510309394595603,0.01766688166012339,0.0451613516223667,-0.01269960803970688,-0.013837759418049711,-0.021067820668472275,0.003510959247648949,-0.02242450497426362,-0.024310614455777833,-0.029545923078424543,0.0008766217121102235,-0.01600001038961043,-0.022066947042973753,-0.04496124205276133,-0.03028165492957741,0.015860038566712604,0.022577623518653687,-0.03786747680452766,0.030050809524592475
6,0.02153356821025178,-0.017535370057706952,0.00921767881782845,-0.017705554208100823,0.004366747168109742,0.011596442895064155,0.03945753488181346,0.018186827826210415,0.03815937149270481,0.006112053385582835,-0.016982878344181686,0.00295701377973348,0.0033737848728449954,-0.019305042601409663,-0.010598729802183826,-0.013473072797801633,-0.005629641916415956,-0.01161438086384099,-0.016547615502519417,-0.03814927102878532,-0.044299235864225274,0.00440356126571125,0.012879484306863209,-0.028482613373449286,0.021992849909805406
7,-0.07814907791404471,-0.023797611140559425,-0.005152248122898251,0.13135802469135804,0.0007905057425519075,-0.01795952909990219,0.0875444323822334,0.041948550962150166,0.07891886486486485,-0.06078273175104962,-0.023892630616740275,-0.02911727245576173,0.004981245143913536,-0.03906121872339445,-0.03909039709022094,-0.03142355711775041,-0.01648242928764089,-0.051383377295338276,-0.03938805917490583,-0.08354438466057444,-0.07902735562310037,0.03985650281656193,0.03860134881382655,-0.09061837565807074,0.10906169255048152
8,-0.0033463495810415835,0.0005078146046691267,0.002118644067796691,-0.01942383238760368,0.005924209904922505,0.0015563335144216355,0.013088983420593298,0.007272701298701209,0.014529108944344145,0.006911026599828321,-0.01336851172574523,-0.006045659426925841,-0.002478277663380783,-0.007953124808327619,-0.006531577676277163,-0.0235883293916993,-0.004733332323099147,-0.02421172215500942,-0.012340876125641234,-0.01703494553567889,-0.023102310231023052,0.008815643505287886,0.009619531010427392,-0.05275496930700374,0.04303055588620501
9,-0.030777874095057056,-0.02791878593144723,0.0016443269908386847,0.062319163142666306,-0.0007852691888243024,0.0003885672655755617,0.009689922689274882,0.0012894017867304173,0.011851851851851775,-0.03174125056631939,-0.023791285441309196,-0.014408826209302235,0.0012422111801242157,-0.0083407483738076,-0.004435653162217405,-0.0017840333143838228,-0.015552690202286848,-0.05354875814082498,-0.018137796499439914,-0.017330210772833768,-0.005912119932432413,0.02241640310697377,0.016457258540871603,-0.10457917859806902,0.11541384897799982
10,-0.02251725221177528,-0.029242765295664334,-0.014540314599913567,0.07626228786926469,-0.012573664421532668,-0.008155327851499878,0.061207060379762424,0.03090386140077964,0.05466085895558819,-0.039507275353267486,-0.0026066009497838724,-0.015995886142368205,-0.021091762309969272,-0.02711089357431722,-0.028118772277227717,-0.05555135444827962,-0.021412625190952213,-0.00975494428106469,-0.024630554378299366,-0.05624408960915161,-0.05352591106516952,0.005945793405910391,0.021303823390026014,-0.024187991980166055,0.013160925949182285
11,0.002362591908137692,-0.01546281497925414,0.019752451213707667,0.09032507475812883,-0.00397922658075371,-0.06421302889007993,0.14730712006861416,0.07119665428919955,0.1411383090634748,-0.04454673470800109,-0.03364689708149624,-0.08542058370107883,0.011406856491587961,-0.06647639807349677,0.08180519226547715,-0.054797799340884586,-0.025883888085711012,0.019701995070828617,-0.05218847410281566,-0.12323222844607211,-0.14228006542728605,0.04365987441974834,0.04839386150116781,0.0432010977337111,-0.04165734462517299
12,-0.05185624079073434,0.0038293554452456763,-0.015169125562152863,-0.01196211433537276,0.003196131599275732,0.04769877865506055,0.019092660711157755,0.006296664965096447,0.01622055961070564,0.004996109312596584,0.02467712731587798,0.01685226219578851,-0.015664159812124316,-0.009890289427348589,-0.0366324411595736,-0.013930580929193774,-0.010272523102385094,-0.01847601783543081,-0.004884592729106968,-0.022465551701293256,-0.020931553064806256,0.00503412995591712,0.0027855152081925037,-0.04616424121399324,0.035989739752518096
13,-0.09571155862628489,-0.00871933542876927,0.01658770102872747,0.03614022406938923,0.01274387612071613,-0.009185347688223659,0.08164317634926091,0.03986087880134975,0.07541907723140767,-0.023321909043756306,-0.039258360243578226,-0.012846526924191463,0.005219554224587267,-0.04004725644622441,-0.020234603512181787,-0.0280856105920447,-0.0022144159277775054,-0.0031988435432928593,-0.04105308799023373,-0.08426629842464922,-0.0924638745304048,0.022182469391421187,0.027777736515483244,-0.004270498144653003,0.002819760757060196
14,0.06391740298299169,0.029686541523149486,0.006992983356970466,-0.07917685734216957,0.00904444251031579,0.003224489965791766,-0.08580964563801054,-0.04501896690481318,-0.08719854964012799,0.04049711165825955,0.034681704315076375,0.05006988487855576,0.00037992654989779906,0.04408290648077672,0.04130499726713568,0.03516407899002596,0.04382802786492717,0.004443347486176769,0.03862251853088953,0.08815958815958823,0.10247343934040053,-0.02940150514842529,-0.03822384893927028,0.004288813514810766,-0.008435496190057533
15,-0.04780355234815684,-0.01761870883857016,0.005555509130659509,0.06041672462910458,0.0011691819900875103,-0.027320234100109867,0.032852408010645075,0.02147029271739998,0.041463455284552725,-0.03303539050883991,-0.004646203248474223,-0.030449904883977197,0.01493860020100239,-0.022288655731938292,-0.00843158929486662,-0.02001174640544861,-0.014483005739661919,-0.0384615030152926,-0.02240143116822673,-0.04494382022471919,-0.05021357105841702,0.022719122925863144,0.0220793332466349,-0.07170823715821643,0.07803988983485077
16,0.03392128552580286,-0.01195655562382781,0.00046040516713647084,-0.01607433412843946,0.0023354756954715814,-0.029326671729799754,-0.025412286281127155,-0.01644964587617097,-0.03395788313981715,0.009499145218644573,0.02734056287420658,-0.004254369801317883,-0.0002494199887591079,0.014363774835927127,0.003865117477343107,0.033719432851494584,0.0064717400841035255,0.014057482428115008,0.014665465159274858,0.027244582043343735,0.04386940135717626,-0.010578307036194251,-0.01688914815148895,0.027602128717735378,-0.029987362899964582
