AIRR,CGW,CHII,EXI,FIDU,FIW,FXR,IEV,ITA,IYJ,IYT,PHO,PIO,PPA,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XLI,XTN,_PRN
-0.01459706375276674,-0.003836709890378153,0.07163732954145058,-0.0219262786224352,-0.0181507936783846,-0.014237961351797663,-0.00719405077886908,-0.02958046539598108,-0.015613486134017309,-0.012504033164187809,-0.008811879172109014,-0.0115208529380948,-0.02221278241490706,-0.01784213584818536,-0.03068663161465106,-0.013975605980133277,0.009906801296662179,0.033504446379341336,-0.032279861072890145,-0.014054559438420898,-0.018510109292451477,-0.015505188366608804,-0.004608346152058348,-0.019330718179028976
-0.036833451526335964,-0.014663834938074818,-0.02297279168740889,-0.01986360127313469,-0.01918359389154652,-0.028366935019202236,-0.02772263117672833,-0.02268426205742767,0.00026206290171636425,-0.01503508766636736,-0.02687801202219571,-0.023698626918114123,-0.004805441541683621,-0.0025953183731583567,-0.017932199651667268,-0.02059561593410206,-0.002688722284946849,0.034311438416735285,-0.02261471397200296,-0.02213257268163037,-0.0015716824567734789,-0.01928868851178112,-0.0376852006374978,-0.012293500859056209
-0.035388153493337834,0.0061706543056805185,-0.00281287619790665,-0.005645608662978747,-0.014580455514998012,-0.02858025263327165,-0.01866937264420324,0.02272714870815785,-0.009344133148063129,-0.013737685091230484,-0.01088438729143123,-0.02546747000978794,-0.008340878140115828,-0.010696552912447862,-0.018259797879060548,-0.022272374432444498,-0.009703242291655523,0.035460961379850164,-0.05846781497560163,-0.014385784854811632,-0.012777706170466956,-0.012450428098262998,-0.014721377291419162,-0.011158597119930459
0.007100527538561755,0.004328972287121342,-0.007052181597870217,0.02635025393368104,0.020570197004930898,0.005694472729103272,0.03320649659900874,0.013002540844778422,0.02979536328400484,0.019539646395056964,0.02531611045787275,0.01020815758846129,-0.00044255753388724864,0.02425461820927393,0.026176696700507072,0.023589173163994292,0.0038104645150750134,-0.051922184702322426,0.05945229968760146,0.024812779334395026,0.03432743007718051,0.02302221100739095,0.0321288921946387,0.014756797939550224
-0.01980021481970697,-0.008979815662338412,-0.04119334174338467,-0.019007167208767776,-0.02369171964053788,-0.017930197821788417,-0.023434922516141047,-0.002800502908295737,-0.02062991422944397,-0.02314997302654068,-0.03703654768319462,-0.013338677989884615,-0.006200098091258257,-0.023109679709617588,-0.027522698140017118,-0.023723496066042016,-0.02548832585599128,0.04521089174149075,-0.02417721697924867,-0.02516140502647034,-0.02566197297420626,-0.025361812695982457,-0.05080914021195785,-0.02523510014322749
0.06635493006117826,0.007611367596388573,-0.030370298728283476,0.026026545034113856,0.03368353357683236,0.024023034894629747,0.04662332151428005,0.01825411582383939,0.04448908180108451,0.0363246333754996,0.032984999825810955,0.02089300560381197,0.006238779133857871,0.04731298680411428,0.04924041123249477,0.02788709171688497,0.03951074310404778,-0.07892974740242324,0.05220341186603855,0.03272620533251331,0.04746391219876419,0.02986995761727597,0.03777923753387505,0.030495675016490805
0.02136040779549637,0.011510912793251029,0.03208550999337366,0.018038314053937184,0.021373486480169405,0.013450247564865065,0.017032340494181255,0.022753358119576364,0.013138024450657005,0.02296165620509104,0.011787595332484463,0.014847612686063737,0.017271939937274574,0.019520594505963173,0.021491404241509058,0.0212767821408959,0.0016055699298091154,-0.019607838358519567,0.042662158770131936,0.018202449889225245,0.01785884917996545,0.01725981859516635,0.02276443599117697,0.02682582363599233
-0.0024767126545669877,0.012446529131418966,-0.0007402164155202358,0.02201010411544569,0.016466391202463692,0.004938205932091493,0.01900166952621304,0.018202352339532282,0.031221608848644132,0.015391791275709252,0.010971850393708116,0.003558505010073703,0.015672607554895752,0.023796591146115053,0.005796342845488353,0.018849094234813138,0.027258472069126856,-0.026666626892296718,0.03208340503875809,0.01796967661841635,0.03107552557104162,0.01731677984635066,0.014932404323521385,0.014928172295266466
0.019034382283503952,-0.002809967341624087,0.03259267415990561,-0.005147012682198672,-0.006074815473233903,0.005221132531063352,-0.007901454502781452,-0.00044147101208841233,-0.012174699111338677,-0.006496654637191664,-0.010548017840719941,0.0,0.000857312811023516,-0.013625678032439768,0.009178393846041407,-0.010602536981395336,0.014047746735606808,-0.009639886853500165,-0.006863261021114209,-0.008371398648057816,-0.011683163246411384,-0.0115199607710427,-0.00323883045467113,-0.003677045818022763
-0.02219815452157544,-0.02500870077440866,-0.021520791257581183,-0.020558069093725543,-0.01901524781177753,-0.03330278940998767,-0.019751384308241214,-0.025391933856132188,-0.00956774462558659,-0.017164593853342524,-0.012570794228636316,-0.026792516705261223,-0.03126343369821236,-0.015438921332741681,-0.01649744199046041,-0.021213831219056952,-0.03027177486973894,0.0414959458182572,-0.03731677660365503,-0.01734262248192452,-0.015761631233645962,-0.017916246492757002,-0.013460708016874157,-0.01640359880455656
0.006091006566771202,-0.009754330367026793,-0.01686223266569712,-0.003475178970350647,-0.0034613512719431925,-0.006321126883466196,0.0003249503326994213,-0.01903027624488409,8.196318886297555e-05,-0.007022759526966972,0.004555435532675421,-0.0032387450903375165,-0.0083996429740465,-0.005226765982049568,0.01096759191874697,-0.004803898732590686,-0.010053265292813394,-0.05041795600090418,-0.0029561265865015503,-0.0040151530194503775,0.00574409518913224,-0.0067302435835478605,0.014585497360320328,0.001667758933764718
0.023665418929484625,0.03976636505135454,0.05592842370378665,0.02706092120748225,0.019451238592102484,0.024809111885504727,0.02696545966572016,0.04595835865754745,0.02439419717761414,0.02354354514735144,0.02099822308654421,0.03168136353947894,0.03700384084792209,0.02433645094480094,0.02701567218306028,0.02514581858036485,0.03955138446668284,0.019165776676136725,0.040996219343186834,0.024470214424278658,0.024143432586187487,0.01854497132979881,0.030791941290495863,0.024973925979483738
0.0,-0.0063157620182999795,0.02330506473431229,-0.018742333839907192,-0.02214641727813077,-0.026691449244264028,-0.021512102506957155,-0.009935943012036244,-0.014943350148998696,-0.02600221262752642,-0.05080669313288245,-0.02480314592272897,-0.006448650563705051,-0.013323406247160148,-0.017484070960741147,-0.021163970731114944,-0.015424284167506453,0.05158839810810683,-0.056387378472563476,-0.024160470318300115,-0.009270594649315058,-0.02302225741149676,-0.04414241614681542,-0.028629463617534073
0.025806162842547373,0.012358858935290795,0.12422376648874398,-0.00013855685017593897,0.002798347052830855,0.021596533093683385,-0.002263218477541102,0.004014262690139063,0.005629099650858789,0.006227338709027282,-0.008257047188757319,0.0129190704412886,0.010817738650847435,0.0010958719163320695,-0.0002113215222815229,0.001571219827328101,0.019827610124279298,-0.012808065988702185,0.00921560036235767,0.0004690624639108771,0.005905849584467706,-0.002160217299173964,-0.031314760573483875,0.005434908260952157
-0.006289252824506752,0.016742189325693716,0.2019642433044609,0.02201010411544569,0.027205955329401045,0.0,0.016850173702920544,0.012216857888975344,0.01579464525037853,0.027638204143890475,0.018475456484945956,-0.0019930761053191955,0.02097605611187601,0.018888616047462267,0.0027487611550541394,0.015350206199813369,0.022153118696812208,-0.0518972101502737,0.061438108409495436,0.02502806267298019,0.0185501056947105,0.02778277618037884,0.007302862485465539,0.013929292691667566
