Name,Riskiness R
BJK,56797857645.673035
CARZ,0.0002097949507378883
CHIQ,0.00017383954875741477
FDIS,0.00024413257837092368
FXD,0.00020279087306496665
INCO,0.4663145377949506
IYC,0.00020554025050655253
JHMC,0.0003157190438321617
PBS,0.0001685439289735868
PEJ,0.00018591593880588344
PEZ,0.2899545833595995
PMR,0.0001948422672330158
PSCD,0.00017682043966659296
RCD,0.00024089194847808117
RETL,0.6182243015720028
RTH,0.00022028686277958474
RXI,0.0002262164576307962
SCC,14883425356771.686
UCC,0.13517430283144108
VCR,0.00023605186046866646
WBIA,0.00018994188490160005
XLY,0.00024060044978143304
XRT,8.842648807418112
