,Date,FPE,IPFF,PFF,PFXF,PGF,PGX,PSK,SPFF
0,2006-11-27,,,,,10.886889,,,
1,2006-12-04,,,,,10.852419,,,
2,2006-12-11,,,,,10.731789,,,
3,2006-12-18,,,,,10.850874000000001,,,
4,2006-12-25,,,,,10.850874000000001,,,
5,2007-01-01,,,,,10.863897999999999,,,
6,2007-01-08,,,,,10.876909,,,
7,2007-01-15,,,,,10.94345,,,
8,2007-01-22,,,,,10.85625,,,
9,2007-01-29,,,,,10.934728,,,
10,2007-02-05,,,,,10.891124000000001,,,
11,2007-02-12,,,,,10.895487,,,
12,2007-02-19,,,,,10.931666,,,
13,2007-02-26,,,,,10.940416,,,
14,2007-03-05,,,,,10.979837,,,
15,2007-03-12,,,,,10.953555999999999,,,
16,2007-03-19,,,,,10.984235,,,
17,2007-03-26,,,22.615742,,10.993033,,,
18,2007-04-02,,,22.687922,,11.006236999999999,,,
19,2007-04-09,,,22.66538,,10.922653,,,
20,2007-04-16,,,22.678911,,10.967410000000001,,,
21,2007-04-23,,,22.692427,,10.967410000000001,,,
22,2007-04-30,,,22.629288,,10.967410000000001,,,
23,2007-05-07,,,22.848904,,10.971821,,,
24,2007-05-14,,,22.767256,,10.927636,,,
25,2007-05-21,,,22.740013,,10.929566000000001,,,
26,2007-05-28,,,22.635695000000002,,10.902937,,,
27,2007-06-04,,,22.420065,,10.720922,,,
28,2007-06-11,,,22.638855,,10.751994999999999,,,
29,2007-06-18,,,22.524904,,10.686472,,,
30,2007-06-25,,,22.616066,,10.753378,,,
31,2007-07-02,,,22.666191,,10.766758,,,
32,2007-07-09,,,22.691557,,10.708776,,,
33,2007-07-16,,,22.485659,,10.714601,,,
34,2007-07-23,,,21.927393,,10.521902,,,
35,2007-07-30,,,21.684881,,10.486054,,,
36,2007-08-06,,,21.495718,,10.347145,,,
37,2007-08-13,,,21.229023,,10.257517,,,
38,2007-08-20,,,21.803767999999998,,10.47069,,,
39,2007-08-27,,,21.81756,,10.506713000000001,,,
40,2007-09-03,,,21.555481,,10.313063,,,
41,2007-09-10,,,21.747341,,10.195976,,,
42,2007-09-17,,,21.839729000000002,,10.116964999999999,,,
43,2007-09-24,,,21.761217000000002,,10.126023,,,
