Name,Weight
Total Bond Market ETF List (82),0.1669945348686195
Investment Grade Corporate ETF List (50),0.15354682123322688
Treasuries ETF List (51),0.21444730480481852
Target Maturity Date Corporate Bond ETF List (24),0.21951005541213725
Municipal Bond ETF List (29),0.245353822850946
