Name,Weight
Financials Equity ETF List (51),0.19975987978270135
Commodity ETF List (125),0.23907554131546532
Technology Equity ETF List (75),0.22358024483945207
Consumer Discretionary Equity ETF List (31),0.15333268336555791
Utilities Equity ETF List (24),0.18424402619906124
