BZF,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXSG,FXY,INR,UDN,ULE,URR,USDU,UUP,YCL,YCS
0.020145454763799663,0.014395885676044743,-0.0009367915471478264,-0.004507383558703657,0.0027602440138836345,-0.0077911568506398516,-0.01544395142522417,-0.011048202006588046,-0.017690417690417837,0.0033964426413684357,0.004649656050955413,0.004176983005683057,0.0038783685725008524,0.007946128144877513,0.009013510390387391,0.006807261265087993,-0.00038497110072628496,0.01928280333784389,0.0,0.009244482578942444,0.01784042337278983,0.027196610878661136,-0.006859709301862331,-0.009532093045642185,0.030516342105848457,-0.03771595575060152
-0.0016456126786587035,0.0005068884925971238,-0.005860290670417253,-0.02263904651489765,-0.00039325219646036487,-0.005496654813209699,-0.029411828783798333,-0.011431618008229704,-0.023011455727863925,0.009434830593215955,0.0026627655528501533,-0.005977128888684676,0.01021934222879708,0.011423095670872777,0.01285949701994227,0.0069792219488355785,0.0002566430154236096,0.007522967225610767,0.0,0.009159643416054141,0.02260147601476024,0.014256660458519732,-0.0072908302578658215,-0.008748962956216213,0.019362187339470014,-0.015485884397891088
-0.009340657690424468,0.005065903460102181,0.005659089837302619,-0.006397551008270498,0.002753808537781414,0.005132178289482313,0.023344579648587733,0.007884336606684266,0.013824781678198641,0.003761197927428803,-0.00012639266998632425,0.004765149681972752,-0.012583234951473716,-0.007317306752947452,-0.005911998449312014,-0.009385517629973092,0.0007695380029485949,-0.011309970352476002,0.0,-0.006708754773541714,-0.010825439783491294,-0.022088353413654505,0.005411662789327707,0.005295790107158215,-0.027374288474142083,0.02171500677700485
-0.008874087234094875,-0.007056578907859684,-0.0018757795134452828,-0.002442295682897452,-0.000784653024979868,0.01099766800595616,0.0186444176354463,0.011212542957629286,0.022727324380167915,0.001022473484583877,-0.005881287362256234,-0.0036134250866080905,0.005747113871225417,-0.010576075804439908,-0.01091940138442037,-0.01953216138236925,-0.0032032016213213443,-0.037649921838628184,-0.00027764511400425686,-0.014302820718951966,-0.026447788417692585,-0.027515400410677685,0.011918423840378051,0.013608389083426138,-0.071797818377338,0.07656668728701127
-0.027420345506187147,-0.015228362786854762,0.009631195677707226,0.034275561985310565,-0.001177864067012084,-0.001942403712500571,0.011627928760291244,0.008509592792924011,0.009876592592592609,-0.019852679494722927,-0.008587729171521476,-0.005779513329497978,0.009316770186335404,-0.00664021389003499,-0.0034499656022660783,-0.003493651999506789,-0.0071978902102847785,-0.019503784893161392,-0.013888888888888888,-0.008867312691239032,-0.009836112412178074,-0.008023648648648702,0.008738607060707894,0.00779557580468707,-0.04022274195889153,0.040369553544781736
-0.015535024322636344,-0.0020618854844583305,-0.007910679385760675,-0.02883580742767798,0.0015723506767872355,0.015181015325711254,-0.008088590889740262,-0.00920483228829365,-0.01173603854591501,0.01622848302510422,-0.012062912593022366,0.005126459036235475,0.0004923200000000458,0.006195500223290132,0.006726023871929297,-0.0009697523641616887,-0.011004614870846844,-0.01483053218962491,0.03943667605633805,0.0008133089101523957,0.012772044123559352,0.00681140911025969,0.0007533162551800732,-0.000859494310051155,-0.02643454180473008,0.02907187725424985
0.036236050280813656,0.004648761827462361,0.004924929759027346,0.017504918734657232,0.001569882271335284,0.004601203418535825,0.01995710386081985,0.012645212903225728,0.02127659679745653,-0.010380063112771542,-0.0004546794800631581,0.0037430554232369866,-0.008488165721636593,-0.010937357206513922,-0.01070934378767283,-0.008138557880757766,0.00261819466443242,-0.011827933518324977,-0.05609755793509172,-0.01015847047506037,-0.021018262494161617,-0.01564477801268499,0.006774511347512558,0.009032214269505194,-0.02450337667207364,0.02434995329432515
-0.023124601345257845,-0.015424204432306843,-0.004900793694319339,0.03941642157737021,-0.0027430175357149845,-0.01717559117453325,-0.01346518016968596,-0.010448521383867327,-0.007267393762955178,-0.017749857124703592,-0.0028589149912503914,-0.01740305336260025,0.0,0.0031126883500542787,0.0030787366555022322,0.010915364676764728,0.0,-0.008463269356344645,-0.01981059317768621,0.0,0.0009542462287331504,0.011168384399983557,0.005981318780338821,0.0004262451433971444,-0.017651001956924702,0.017078178302415058
-0.0011548133049875749,-0.012532659356539359,-0.0028142355256621826,0.042111921223549134,-0.0015717328948395438,0.0003883377129110455,0.03007037812050277,0.017512128894559487,0.023914104441190926,-0.02276456419898125,-0.0030627002382454635,0.00022997362731874354,0.0018610670436989421,-0.011677282473275152,-0.01217824752475244,-0.02010572001444641,-0.015276337002951718,-0.023045957247995227,0.050087845638191034,-0.012725812787859305,-0.01954242135367017,-0.021240440898876767,0.01040514798122942,0.010225869712322677,-0.04768489896881654,0.04504200187249825
-0.02196524053376037,-0.01374935024217712,-0.006820319849482743,0.014274205296574041,-0.0023612509769375648,-0.02600931263594946,-0.029192547188251424,-0.012908074558748471,-0.02669208770257382,-0.006648591801391332,0.009085560850854373,-0.011677816791929004,-0.004334340557275535,0.013219846428322279,0.014232785834402734,0.0003799908923165813,-0.0013259742471824366,0.023714352581839102,0.011436541781676074,0.013305631745601362,0.02333490520175009,0.0026041231508627644,-0.005884563650323942,-0.011809362849970272,0.04571843334031996,-0.04668334549252697
