CARZ,CROP,DZK,EFO,EFU,FDTS,FLM,FPXI,FTAG,FTRI,HGI,IDMO,IPO,PAGG,PEX,SOIL
0.009209167006044268,0.048082801359108064,0.014518201976773453,0.014146115900697824,-0.022645672173453896,0.011031219211393958,-0.04581671093404168,-0.04207925548477876,-0.011705541561557484,-0.15283645692690834,0.011586730455403154,-0.013303606103784464,-0.006650936949001296,0.017592382699804506,0.01784431941525655,0.07567436831016276
0.08119674781717702,0.042923394839302485,0.19068949956119016,0.15005134411192278,-0.11791688817904662,0.0292560925145578,0.0784041039572233,0.06882887187313022,0.08393037950416952,0.1805008264545528,0.051418377843141946,0.08726582730671108,0.08705442305707313,0.02800254368512196,0.04636449965103291,0.0894159300253176
-0.001482347681499004,-0.025213136691580963,-0.047060507254932084,-0.05654165218601006,0.023667007342094912,0.01784078022461846,0.0008603355190219098,-0.011463262272835029,-0.13220012441708534,-0.08203156834408554,-0.047217620257142566,0.001377859463662344,0.01327816894296964,-0.05808987957348586,-0.012590936566847184,-0.06951427278144899
0.01959877504731579,0.03727655908147468,0.10591099601673264,0.07760674397311401,-0.07647355499213145,0.06803858490677189,0.07822907969544557,0.0721769157838177,0.06093584794630225,0.19270529585206805,0.08482231304646952,0.09332968517536808,-0.013911021725337352,0.014711871003321615,0.015819090766271277,0.04680484013514817
-0.002186049173578916,0.029336177256791864,-0.0019236411293262895,0.016052556563096527,-0.011279270274088836,-0.0005576795630375563,-0.0145505088519238,-0.005863702823981921,-0.04717954235973778,-0.09378174349696976,-0.03402854653718495,-0.03464562489998465,0.023265419576924275,0.05383039507274838,0.019641143666087938,0.018916660285641148
-0.04819900106267019,0.00605632847306485,-0.09966953129459068,-0.08003106210365217,0.04618810875878301,-0.002510645985618649,-0.02568772301148308,-0.007853544617073157,-0.10979554290922834,-0.056805492722833535,-0.03579538305296297,-0.053833695791067726,-0.01948851830663972,-0.028814752478746743,-0.02473246683664109,-0.015189975340017503
-0.03457494025672276,-0.02478750701331157,0.051529089197342594,0.0308745097704,-0.03936176782736489,-0.0027910410998440885,-0.016192630940113317,-0.04051708362085021,-0.1992271689899529,-0.18067976222905965,-0.032714397021413176,-0.024784381965493932,-0.0045546966310775995,-0.038998731966772636,0.028431277217103,-0.04284488011647226
-0.06782408416180152,-0.07588964136999317,-0.21855457973894094,-0.15421020539571687,0.13593572089154926,-0.05564972691700838,-0.03017514307185361,-0.08093485127221159,-0.03021136877045366,-0.05167392300537607,-0.07068231139565515,-0.07428572588047151,-0.09276218210850304,-0.07776607121280389,-0.021848890764744937,-0.06893483632620484
-0.0464047490083577,-0.0023575505936728105,-0.14086350565633365,-0.11344311881280532,0.09090923987826663,-0.042477100689069465,-0.052219278768913885,-0.07221799382234179,-0.1588785316070595,-0.16039907303782175,-0.0588623628677888,-0.11496927110556583,-0.08757450571886771,-0.09773846348380386,-0.07020123061733095,-0.08749985631921789
0.11273287834293982,0.08074040532570106,0.20381204006214665,0.17700617102033206,-0.12801610203449448,0.05164414557884127,0.07667587059972751,0.0966442603245162,0.10555560660433473,0.17762322474407335,0.09297628819626384,0.12237187689246325,0.07889448274964449,0.07957319984624778,0.08067476503383272,0.04847209912862248
