,Date,AADR,COPX,CRAK,DBAW,ECON,EDC,EEM,EEMS,EMCG,EMFM,FAN,FIEG,FLN,FM,FNDE,FONE,FPA,FPXI,FWDI,GDXJ,GDXS,HAWX,HEEM,HGI,HILO,ICLN,IEMG,IFV,IQDF,JDST,KALL,KOL,LIT,PBD,PICK,QEMM,SIL,SLVP,SLX,SOCL,SOIL,TLEH,TLTE,VIDI
0,2013-12-09,-0.01287281340765311,-0.019187255528823124,,,-0.0102233061537871,-0.07127804347305783,-0.02360531278052544,-0.027980840098026875,-0.019802242728383376,-0.013403594315818624,0.007456136344300753,-0.040564051282520316,-0.018383923412954695,0.0003020644389244436,-0.019065457714014748,-0.014674365817789015,-0.021230742715092486,,-0.010830248582871158,0.04638273465293712,,,,-0.017660393926309508,-0.01236610689933564,-0.022158002121603963,-0.02059589971921794,0.0,-0.020942190460965175,-0.13555255937934493,,-0.028485562819944105,-0.023291987750797168,-0.01702130093282223,-0.027231696636454753,,0.004621131261652542,0.01740810043302873,-0.015476668799252398,0.025705687872627985,-0.02674697981363169,,-0.022587976476832042,-0.011513014124773154
1,2013-12-16,0.026637069381150125,0.03222085791553751,,,0.0030604063641119167,-0.013610619052381489,-0.011477538890376027,-0.008592906158414536,-0.01333304514924794,0.003293405187080677,0.0064753156788769795,0.04771903080472448,0.0030486824037489813,0.012982918224871317,0.0045730202904893345,0.014892909824647233,0.008088362044258118,,0.01897808258489948,-0.03142560732812849,,,,0.019663137700204482,-0.0028461251697905693,-0.009851904297145879,-0.01224980496060891,0.0,0.020626335642289,0.08075915857140203,,-0.000514412965326916,0.007949118233576658,0.015584457021451623,-0.0025919358807537088,,-0.02483908267044491,-0.04752856910922716,0.018025626336634466,0.018181780015890308,0.00443249594583224,,0.0015667624753099157,0.008735365411246879
2,2013-12-23,0.010810561489934716,0.02564100167026888,,,0.012585789484036807,0.06094296476657658,0.02947281458293455,0.028757256186526855,0.008189721624045803,-0.005744771578814389,0.03492450524576353,0.032883950017161136,0.018557181907813754,-9.139632510556958e-05,0.010622299054004818,0.015763770211195672,0.025232018465536927,,0.002865354007702161,0.04918022381680192,,,,0.011019212674195773,-0.028538701982285676,0.03738527615797386,0.028328283147825376,0.0,0.007859273444668491,-0.13586266605830258,,0.0,0.02050477370200069,0.022810611520762792,0.04189117428046116,,0.05094345662409249,0.057391092897874335,0.02347110385098703,0.01930501665168383,0.0008826475599272243,,0.005670455552666895,0.01655320396779263
3,2013-12-30,-0.0008281858581176567,0.01275595822895972,,,-0.019498035227080657,-0.08706653652911901,-0.02857146546595778,-0.003210009551312158,-0.017135504134502145,-0.0075635227173094085,0.015124414822633391,-0.01314046223776757,-0.012372062450426288,0.008363229190543992,-0.0211481450750006,-0.007235262549917839,-0.014321521561380866,,0.02733099721169775,0.06282559934302887,,,,0.0020048790827855447,0.0005740239748591787,0.03592220441267145,-0.025365492454749294,0.0,-0.0035780712710769785,-0.19608420955309275,,-0.00526610265093124,-0.0044892431500645385,0.032608728057420634,0.004087869249498957,,0.0493141350914952,0.05348619661797627,-0.002112827404483686,0.0047348960034380065,0.008448856216780345,,-0.009045883115800445,-0.013398161422630799
4,2014-01-06,0.002408916226415535,-0.027027032314968297,,,0.0011610820280170712,0.008310287278783279,0.0037387893230462353,0.015242581594571552,0.0008280991255230594,0.009999977937014085,0.047327063145352115,0.0017872743201559436,-0.01339086934784607,0.010663499249312118,-0.002313074188463682,0.006680679256071093,0.010533952247087064,,-0.0031836218719539433,0.0015313905953783435,,,,0.0082325422432546,0.01491640886335296,0.006560390302348227,0.003956044595599643,0.0,0.008620416646978532,-0.019003676893538105,,-0.03652707464278796,0.014797376634947157,0.04129576800858164,-0.03664100964988643,,-0.012058569313530403,-0.00997282517496802,-0.02530861049698164,0.03345903798555583,0.01866666773111886,,-0.004155005642581393,0.002057762132264744
5,2014-01-13,-0.003738194946920249,0.052222160331603255,,,-0.01082349780695415,-0.0349293655779181,-0.011919307274725371,-0.0038061710087914685,-0.018204171846300597,-0.003712828318221784,0.01924672373418645,0.00633363079988631,-0.006129409136066787,0.008499518657865414,-0.00927357666599482,0.011161389031568872,-0.011862093329739521,,0.022356296612870342,0.11865451964506385,,,,0.007621209210421537,-0.013521432750459065,0.014897535425189538,-0.008917316739636793,0.0,-0.005202663883139907,-0.32029345245431085,,0.009890105619052727,0.011512020787586667,0.0054430256376648885,0.034336806726434445,,0.07149071371107002,0.06684961124440982,0.009288728368439924,-0.014591963565194002,0.021814958632849418,,-0.006159445562680274,-0.009445562111391421
6,2014-01-20,-0.030287028172004755,-0.05807804192929287,,,-0.058225893682829925,-0.11752740723920292,-0.03895475624659599,-0.03162830116674535,-0.042983885010930076,-0.028157489327777896,-0.06321840415435324,-0.042638047028420244,-0.022026597727102453,-0.008137304043731435,-0.03588128746908891,-0.013424557419707482,-0.05674787674074347,,-0.0013883927905047055,-0.008748178759807339,,,,-0.019989165186328667,-0.041120512039757806,-0.057798063137818365,-0.03996665589127918,0.0,-0.025027732514858257,-0.014388394810523985,,-0.03699677774419138,-0.04097124305196389,-0.044083620328670914,-0.056179645835694195,,0.00732308835438319,-0.0008581117672846712,-0.06776834762673872,-0.04997691222045516,-0.046114382167293064,,-0.03718502275693994,-0.023631947332511425
7,2014-01-27,0.001658626559064797,-0.006726523361791033,,,0.004564212335559368,-0.007834113239382897,-0.001307446214026793,-0.012932687820213111,-0.014971116831457056,-0.010225750881651582,-0.0026295280993555337,-0.023981444444444437,-0.048648539150039,-0.009668817647027334,-0.005663567693721651,-0.001814518902990683,0.013883698182204673,,-0.03684399637133717,-0.023993172436535707,,,,-0.009371463681795847,-0.026724456767307413,0.007789765898944419,-0.0010899274537997305,0.0,-0.014559614038605586,0.03874225806259105,,0.0005648548772059555,-0.021360800056897496,0.0008094927094515949,0.009740083201808305,,-0.027463634529854182,-0.009450378277846483,0.013237633847306229,0.036531876682752665,-0.023276644638186347,,-0.006644737894577451,-0.01868385691210621
8,2014-02-03,0.0002759800120661797,0.037246008854283086,,0.0,0.00578294579263476,0.037621857145817394,0.014139801035002375,0.014656836271494458,0.008046124522903058,0.02281540115114156,0.018453360614709383,0.03130627905108509,0.005208193500783502,0.0121300455302383,0.010984682687746756,-0.0012118458881997278,0.012552173954218591,,-0.0014434685068382095,0.08363928518622352,,,,0.0111295868110034,0.008939730276459596,0.016424891759571604,0.013528223769010018,0.0,0.019051301910117335,-0.23243246097709125,,-0.00056453599629509,0.00242522209723564,0.016976425692641735,0.016077248158383857,,0.05564784723267346,0.019080893858886932,0.021036339062482135,-0.001409712221791401,0.031164076546169442,,0.016513452656314834,0.017308718077442352
9,2014-02-10,0.026206961826028732,0.05875963102019752,,0.012746743243445338,0.03367549529216772,0.07206805121776894,0.024012279588179638,0.02429424513558056,0.02882514779317686,0.03114475124991579,0.026747295026216963,0.05031736777037419,0.011304706662283689,0.007015500082724981,0.022535223304106403,0.025477762099697647,0.045830138817343206,,0.027827917244010195,0.14837044207628192,,,,0.02366552032730142,0.018354449847813904,0.021863122796759303,0.02411206593584656,0.0,0.025181320633288453,-0.3855634014307274,,0.02090389785765637,0.033064557386930794,0.036565787256381176,0.045358608129717023,,0.1431943300893789,0.14127648297684509,0.03448271641627175,0.02494125485235279,0.015111164245020977,,0.019946478408017703,0.019991392530956244
10,2014-02-17,-0.005376574991246457,-0.0133607718272403,,0.0,0.0027811275990158204,-0.02004180268850214,-0.00579907344140844,-0.002350555437889495,-0.0021550208222193205,-0.0008163630554539459,0.0,0.009020835522858551,-0.03400072366185897,0.00667649037557995,-0.009838781928605473,0.009464709984887928,0.007543352088895573,,0.0021097025468329493,-0.025658553288943484,,,,0.0021503689446731584,-0.014294567839674161,0.0055814057666566975,-0.003783868046516804,0.0,0.008187492807121163,0.015472850078489479,,-0.004427108041633067,-0.0023420056050928273,0.011503148374431482,0.0020180943257194226,,0.013076389814581937,0.017897004011731367,-0.023689747723084048,0.003213971138375586,0.0,,-0.007862994681797797,0.0041701182725203435
11,2014-02-24,0.03945935623743256,-0.009374979144907357,,0.016240541365162536,0.013470651052837401,0.00255649919207796,0.001267761760426957,0.004069401471891942,0.006479121594873717,0.01062083836680695,0.022689205494433564,0.017186034347591746,0.01928649007658136,0.007208704848414827,-0.005961848128518561,0.026369868265197015,0.0071299449373572145,,0.014736865609583021,-0.03658817221190256,,,,0.012875298573966498,-0.008827292916230483,0.03330255950228968,-0.00021096841184482053,0.0,0.0036915287528496107,0.11117371078639399,,0.011117319426115308,0.08998447528792212,0.04927979962377032,-0.005035045057087742,,-0.05095105834198452,-0.029303966821574736,-0.02619721994400835,0.02151021384533926,0.007880868588389052,,0.0012193889510776468,0.004153124892000148
