BJK,CARZ,CHIQ,FDIS,FXD,INCO,IYC,JHMC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,WBIA,XLY,XRT
0.0022186763655017935,0.011790650456036724,0.018053428337924057,0.020666785354706813,0.015366442003649988,0.012913445426689513,0.01728857930638169,0.0028584049010479,0.02584480195350643,0.026041195677568543,0.01561750561318542,0.03485520888171287,0.02887447020541557,0.02670122217408196,0.043986488103316713,-0.001153100802796742,0.01127524183951666,0.016440230228627027,0.038053863067143714,0.012679076028168873,0.02478772673004201,0.019072049743583088,0.02481655782094976
0.046568882486087516,-0.013378849689939352,-0.062451841238184425,-0.004542555838036735,-0.005280453363223817,-0.001554711399720445,-0.002151604566481905,0.00503366282974245,0.0007961041618505571,-0.013154354735517196,-0.006093337643294713,-0.0016098713275356964,-0.012473249729896774,-0.006335847861318947,0.003733454254034833,0.01971990785713834,-0.002638684214386773,0.0,-0.009407663377383977,0.00015844642837718138,-0.007901851432453746,-0.0040774646898710295,-0.009392729208988208
-0.09234152566198316,-0.09580344164618444,-0.06367264130911066,-0.06290743128544428,-0.06099688047702425,-0.057925970734556326,-0.05115800708451421,-0.05489732420146989,-0.05568812283628408,-0.07372137684187799,-0.0767485822044454,-0.06611109935877213,-0.07317050638350253,-0.06080985073604703,-0.15515410853408454,-0.052496171552319455,-0.06695139676364728,0.09118622631008692,-0.09186347717728538,-0.06209710097413975,-0.06560187455857347,-0.05821396867000104,-0.05226630357095274
-0.03680557408584355,-0.03236629502001838,-0.050644630124339965,-0.029565415839832007,-0.0293567079705283,-0.040991748609460206,-0.03132982254204352,-0.05181773209725304,-0.032013529683221215,-0.03729795511818239,-0.032956106914359413,-0.03683482394379478,-0.01785717064142591,-0.026779148755720118,-0.1037736551746706,-0.029739340151543305,-0.02660717249670289,0.06638021711621063,-0.08525987584685289,-0.031146534913166907,-0.012814643185942871,-0.028664598189548907,-0.03831157184583519
0.030281224965254806,0.008520049325889997,0.024248380608379427,0.024014505658110308,0.018983323818729216,-0.0051705469646293285,0.02309139459755244,0.015425326718744971,0.018276693415840817,0.02135471678998794,0.03229913626933575,0.014341426959513825,0.018421136857840952,0.021185811816609588,0.0785964947427092,0.020713892659391064,0.026221462976254467,-0.0451248682742043,0.049988526553726126,0.024155852321783928,0.007692344214440005,0.02531457160010961,0.02435951261994862
0.07522744708573857,0.005318982352735261,-0.02178029192626696,0.012250531968861469,0.0186294758120716,0.009008950165327151,0.006763876555610301,0.008680500624678775,0.01111133395829703,-0.005376739690739443,0.0014781261372367766,0.016789474313572462,0.029363395975260963,0.01859567727264409,0.034157697043241265,0.006993023726734145,0.012052506598816964,0.023206637361195288,0.01579795248423679,0.012099941289261607,0.015744482567659684,0.010912666894014844,0.016596302767637294
-0.0475106350419072,-0.06349208464611761,-0.03775419172157477,-0.053250230752972416,-0.047427108930948814,-0.015109890299080202,-0.05016801791325234,-0.020653942100877315,-0.054099801200287116,-0.06306290079475528,-0.0745388357944786,-0.0556199519737547,-0.0438155560297935,-0.03713355299940034,-0.20195043260521006,-0.05855135497007325,-0.047874309882013584,0.07381455304740248,-0.10452813435795104,-0.05267267574010152,-0.028182228743681162,-0.053299083548296516,-0.04702722599719383
-0.009224469602228093,-0.04885323732433003,-0.011066476134011264,-0.007304711440746341,-0.0068336155100601845,-0.03870297147427633,-0.00023091298994063383,-0.015377975455009216,-0.035746223256255365,0.022756368657914357,0.01408845986751934,0.007668492324647396,-0.004295949604490433,-0.008254937139389193,0.01340167475068108,0.005640777083784337,-0.016385280095359136,-0.02035337345439692,-0.02445651541116356,-0.007315877489845581,-0.008265122026494959,-0.005273900336468565,0.005369355578488696
0.04862072641400924,0.058001326711123465,0.06815879386384892,0.04378226873609392,0.044560939401742536,0.009067886551150385,0.038219174918704295,0.05711749423808338,0.037534757623614176,0.06079595627572967,0.054521448754475,0.026484276610697417,0.05105444286788933,0.04656032221717794,0.09723837714527013,0.031641057422765524,0.040691943219867965,-0.058016432223134386,0.1157806284442485,0.044771941422364916,0.014182021505316647,0.04226953185522104,0.051627714847446785
0.02268985913195583,0.0013209730464580265,-0.01333333599838819,0.03454348113130858,0.039836938809062965,-0.021926742687553704,0.025627808636788974,0.025200458543139383,0.024118017411005128,0.03249638704986325,0.03579409888447516,0.0370698456843528,0.04173324882171955,0.0345469547089363,0.11627080211108533,0.028161079124951856,0.0160067897557024,-0.07053687164720714,0.05068902227323343,0.03236048766487593,0.010091582164897528,0.028732716794776562,0.048367544450806564
