Name,Riskiness R
AMJ,[0.43484206]
AMLP,[0.50188501]
AMU,[0.42531248]
AMZA,[0.67389656]
ATMP,[0.29586546]
CHIE,[0.26425383]
CRAK,[0.05954267]
DDG,[3.31355848e+12]
DIG,[0.56872128]
DRIP,[8.64679671e+12]
DUG,[4.15730144e+12]
EMLP,[0.11474613]
ENFR,[0.18893897]
ENY,[0.33633087]
ERX,[0.86341195]
ERY,[1.02380282e+13]
FAN,[0.13720439]
FCG,[2.71863653e+11]
FENY,[0.23878063]
FILL,[0.14221867]
FRAK,[0.72933884]
FXN,[0.5753076]
GASL,[1.8594922e+13]
GEX,[0.18484382]
GREK,[0.80074199]
GRID,[0.08290459]
GUSH,[1.15080389]
ICLN,[1.23761559]
IEO,[0.29892237]
IEZ,[4.65257923]
IXC,[0.15117464]
IYE,[0.23482275]
KOL,[0.10329545]
MLPA,[0.38487723]
MLPB,[1.12768318]
MLPC,[0.543082]
MLPG,[0.30863172]
MLPI,[0.48486166]
MLPX,[0.35176593]
MLPY,[0.82388731]
NLR,[0.09100014]
OIH,[2.37679413e+11]
PBD,[0.23967289]
PBW,[0.20495624]
PSCE,[2.22561422]
PUW,[0.17823045]
PXE,[0.46584375]
PXI,[0.46146105]
PXJ,[5.77416792e+12]
PZD,[0.06929946]
QCLN,[0.13030756]
RYE,[0.3112504]
TAN,[13.9411656]
TPYP,[0.1389849]
VDE,[0.22997626]
XES,[1.20840927e+11]
XLE,[0.21086337]
XOP,[0.43410203]
YLCO,[0.10203366]
YMLI,[0.3365459]
YMLP,[7.15535749e+10]
ZMLP,[1.62085796]
