AMJ,AMLP,AMU,AMZA,ATMP,CHIE,DDG,DIG,DUG,EMLP,ENFR,ENY,ERX,ERY,FAN,FCG,FENY,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,ICLN,IEO,IEZ,IXC,IYE,KOL,MLPA,MLPC,MLPG,MLPI,MLPX,MLPY,NLR,OIH,PBD,PBW,PSCE,PUW,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,VDE,XES,XLE,XOP,YMLI,YMLP,ZMLP
0.015311227796203275,0.011706925714216016,0.0159576872971818,0.034482751289296114,0.02507941148987888,0.03955679712894858,-0.041010570147694485,0.06472080693746105,-0.06662054147052263,0.03679552732380106,0.04290164333866255,0.04204185230051419,0.11307551198528465,-0.11386970699589145,0.028355465920735377,0.01585723222285122,0.026046447531799074,0.056394532487812565,0.031158751163794664,0.030436811508278382,0.02205882352941177,0.040989308176600715,0.006554339581093914,0.026323507834604,0.041482843687625975,0.037084373325772656,0.031964514872118883,0.04606439152338164,0.033641397541965136,0.0384615696156598,0.010026502848644276,0.018212857502829808,0.014228196223743413,0.015476403698868275,0.041080230827934515,0.013554361654099636,0.04444439561620031,0.03738323821479984,0.04194087589352149,0.0291437652952614,0.004779271560400636,0.030691587959297308,0.034813484110756784,0.04634571751591168,0.026992322994193737,0.03324378158677918,0.036026031837511435,0.03626546572663678,0.059593323206144765,0.030884637544997713,0.01813697483146665,0.030550528648531142,0.009637379145911456,0.002522853584629028,0.010300571272751163,0.02198513755897012
0.0021205105085415643,0.003653882266752932,0.004861628709931039,0.009047653888728916,0.0,0.0015220949432796676,0.008400089670204664,-0.01628932639418274,0.011094576959330532,-0.012938814224155838,-0.007105535405518359,-0.002881965524918009,-0.020502454304572804,0.016425077311858598,-0.005514741878854497,0.015609788282697632,-0.00018626746314830592,-0.010485986899129508,0.0037771216603723493,-0.0076227117417836734,0.06474820143884892,-0.02783433816811185,0.013953485092780929,-0.0022548126240069413,-0.01440669815284482,-0.006850191233161973,0.004302030400579239,-0.0069678551791254205,-0.013064521150716714,-0.026666614666209204,-0.0046325018863740295,-0.014559143150717537,0.003049747175373413,0.006951862163270972,0.0,-0.0007428247120676928,-0.020473634406535112,0.008408553646833634,-0.014996197608146557,-0.008668685084086584,0.013904135747259058,-0.00359428043668821,-0.001061113435037606,0.00042795015326726224,0.013795943697915623,-0.0243743495933156,-0.02687043957659265,0.005351309175038409,-0.01962944511483813,-0.005070090427906271,0.015487880847801738,0.000117806977797827,0.01221716729164475,0.004529627785221568,-0.013593995215188141,-0.02304871633820042
0.012696914140447813,0.007888436737547579,0.009676166210323571,0.012269819315985638,0.006202583235848027,0.023556271944010616,-0.014009778442039092,0.03771618583582487,-0.03456474073373287,0.01466682946723054,0.018981408149056227,0.04071145695425642,0.048840414768696605,-0.051806131160664834,0.02675527830123665,0.054270468543830885,0.019151791180823625,0.012042346049793984,0.03621827922111482,0.0307639100251909,0.16554054054054054,0.02775835000000641,0.02110107809977652,0.016349602629088817,0.04127230604495756,0.028419442906565742,0.03002039899106558,0.009261859871721718,0.023948074321775183,0.025875123578991983,0.010638127333110372,0.026310313250134148,0.0033444212619199104,0.011152606979203398,0.011351668034206874,0.011152119221692873,0.013319701056228615,0.021143452277085948,0.030448843146171856,0.012522348626700928,0.028870513358029763,0.03461403506902532,0.0233915682778828,0.02069101361376661,0.017348139899830518,0.01232505123255163,0.013939394143587957,0.02704375552295993,0.028121548941585663,0.017696655404241132,0.028044933310018533,0.01727744120676705,0.045043341345959234,0.005010046392946637,-0.006890656974684819,0.005347496502858399
0.01578821302879637,0.011438861002107694,0.01695545806068547,-0.0018647297756549462,0.02226029713677686,0.1284335489964278,-0.03801853281216715,0.062133716459100125,-0.06213306304591092,0.010412963980850324,0.016375194966522455,0.024208636805123748,0.09295221396578256,-0.09022554486119412,0.02795303959010133,0.03832118975191928,0.02953052469697692,0.04045697528363645,0.04493870034946335,0.03459562410142672,0.1072463768115942,0.048581615917113886,-0.00539093076465024,0.05450499661366332,0.040462614126967215,0.032444977812,0.060447690748382764,0.038654249635391366,0.03149226083348449,0.03857570860702282,0.01250002016349085,0.016249953642534114,-0.003939421623560486,0.002626121329373987,0.01817193325553605,-0.00220564584238048,-0.0032356455408879227,0.0603675822021895,0.036547531556117036,0.022968262139187155,0.05226232448042077,0.020220525689496588,0.043025401715700747,0.020480707815940684,0.07247291844197573,0.011187873525315516,0.02566815398854342,0.0384498890229756,0.050765752740703135,0.031227323574131095,0.07716285798916055,0.03113729194806467,0.03129314811254065,0.008972647065067244,0.04683429523533701,0.010951403889512826
0.010285594853323171,0.006547691081433108,0.010873427335342422,0.04446973025456575,0.010385152646760336,-0.005921074741384985,-0.013971952381276471,0.041942391626747316,-0.04443536887297007,0.009937468507410473,0.02416711483625528,0.06909093883487817,0.06382629111049139,-0.07107439603750562,-0.011403509744983284,0.05711772110894627,0.021729616333180702,0.025617616800248297,0.04648141462550285,0.028468015325719805,0.17015706806282724,-0.011015697300406156,-0.054200623911495056,-0.026107462686567075,0.0007935378505440813,0.02008092969279757,0.025838204002675724,0.030254245399480382,0.02013261708570526,-0.012142784375382026,0.0071477333647718,0.01927024453781384,0.03819684177714966,0.025254200314263432,0.01522328244798632,0.03467668260205739,-0.003246054421913274,0.027502603344115643,-0.012002929196446823,0.010362731260314041,0.042000120883737634,0.012612564175970302,0.01643555467607407,0.01126355452598918,0.021010655726842967,-0.005531994478300401,-0.0010426511828014974,0.028093735804188637,-0.000416500103413814,0.02171811729265819,0.03437057668599613,0.02208656226803405,0.03530522281401352,0.014328237019989282,0.030654631152551487,0.02011734640422421
0.011764915300093244,0.010053178883221249,0.010756562165839105,0.01877280230771954,0.01127325406773092,0.022501722399498908,0.011740883700463995,-0.0010592798042762493,-0.001056849805294576,0.01603483296664906,0.017161310032995317,0.005102040322205118,0.001546283678788896,-0.0047449846098621224,0.026619432000727864,-0.029925156511518038,-0.0004256769395559762,0.012042720753780572,-0.01079289193381583,-0.012741521866021949,-0.09172259507829976,0.012448843250148228,0.04680040683596105,-0.0018957905780750226,0.01427446095545529,-0.0019175033443927282,-0.007690865177379552,0.0038982446997703757,0.0002172953104144739,-0.002892285462179428,0.008387098928695505,0.009653983196270971,0.01040439928088446,0.013709263379007278,0.013960818587513649,0.011678749347988793,0.027478060028671696,-0.00455021405534489,0.01594525440172779,0.010256335570651295,-0.04510563380851255,0.01032029619482687,-0.0066581868264947814,0.0040502450401839135,-0.0061177841918689845,0.011452846536525044,0.005219507971174751,-0.007847495047409225,0.010625052815541896,-0.0004322094093994292,-0.02728223804005935,0.0008545892136126074,-0.01622122682064859,0.0073063558055033685,0.00884244996063592,0.0194177509008808
0.021690487941906447,0.00936778429588444,0.017736956682610376,0.015280994452006678,0.010491831961904223,-0.011003342012581059,-0.024809898301742957,0.025274011239272524,-0.024968208592003053,-0.008608271230239781,-0.007381571373631985,-0.008460171833961352,0.03288556950566016,-0.033373105532724386,0.00950745359123599,0.03256198901303185,0.01361727815490116,-0.0035258036016875944,0.02014262249478059,0.041833577352800425,0.08866995073891626,-0.0014560198044298324,0.13777382259138315,0.0168207845894948,-0.014855317946960775,0.012550885845245548,0.045340092652210666,0.008542348434633217,0.013009526504437608,-0.007251772450917696,0.008956934883477352,0.013944287287408435,0.018240505997471745,0.013013386280479551,-0.00458984261757873,0.018759060810830317,-0.008122115722673769,0.04920680400643365,-0.002989598794178095,-0.01861264311225877,0.042211039341191116,0.002465552523687469,0.022023670603095017,0.0034286292764064467,0.05595967904427646,-0.01229371144041778,-0.013499879633395157,0.03333361975005387,-0.0210266057729357,0.013571878721699548,0.07766974099535252,0.010856237365009043,0.025857367223791658,0.005802558627496656,0.015139398757680302,0.003273701217458965
-0.026701729450645133,-0.014501242247466932,-0.020564890515796973,-0.01903503086452879,-0.021739084596267843,-0.018324536890466127,0.005334346231818389,-0.026374698857870128,0.02387151436729851,-0.013024483321184206,-0.017705377150213027,-0.02218445871217108,-0.04140517002454893,0.03822442226469016,0.03339011214093378,-0.03319486325030311,-0.013014201929681913,-0.011499393881218987,-0.039489902613302735,-0.02776606024195697,-0.09502262443438914,0.02883981527985466,0.014434464889796557,-0.03975478658576738,0.015079326131063641,-0.023526221426633454,-0.013531159901849816,-0.008983539725034994,-0.012628542540334029,-0.0007303804687409237,-0.029803397822813868,-0.02239694519555225,-0.03293833906979038,-0.02090654855687701,-0.0184425305271962,-0.03541084279063229,0.003794742692233265,-0.01153273464324588,0.009745170256074756,-0.02241382074386635,-0.03760845846308554,0.012649386631669163,-0.03279198563005711,-0.03135683949287061,-0.01695825475753581,0.01473954800557123,0.017368798670946546,-0.017769179315625182,-0.00947561889856378,-0.013219446972983709,-0.012345624425042143,-0.013394235762178441,-0.04273977776275543,-0.014422836725790653,-0.035321789882549776,-0.032037970721466066
0.013267310392997585,-0.006474467631645471,0.011387976926344624,0.015343150849873734,0.016915466536630924,0.006000022350951696,0.018367455730030718,-0.024610550848097518,0.024374798103746362,0.01502925319691466,-0.002884077333474469,-0.012216471141974659,-0.040074742859445116,0.03622325525538588,0.018227217597184767,-0.03862659945240173,-0.014462026743624672,-0.0035793393300393704,-0.028693823218884036,-0.025043860648559083,-0.12,0.018740265783575173,-0.01818178705688205,0.02472902327465237,0.006254948096981646,-0.02215015687753313,-0.017662378461586737,-0.007251833217039321,-0.012790062387285556,0.0007309143142803972,0.02683972038949455,0.0052252736951080795,0.02091402007898852,0.016979537844430244,0.012621317322704849,0.006608053217249345,0.007560678263313673,-0.014259688595540271,0.02004448397304146,0.02998245687633248,-0.023046194159815837,0.0010409871968582473,-0.009041057954783566,-0.009960361191824344,-0.018328969484460583,0.02937380605527017,0.018623899286694817,-0.019760894761465086,0.029761750034072505,-0.013310188770402359,-0.020945930917511516,-0.0133318697607249,-0.02385064982277241,-0.0073171781686372705,-0.023596394128533968,0.00950043175297872
-0.0011096933885486444,0.0005924235938961406,0.0,-0.007644636034167719,-0.001956949683697101,-0.017230009073205994,0.0008014765340656981,-0.013069618087973413,0.010759230364353202,-0.0014446965861439536,-0.0007230327386406353,-0.015017484396046743,-0.02014297671528856,0.0183382137262268,-0.0008137128053083383,-0.021428636279722812,-0.005610660225466087,-0.017512460672435094,-0.0030863635036097077,-0.0018027567516086,-0.06448863636363636,-0.0009276107495413099,-0.005635924573042624,0.006236608075482816,-0.03962715803187485,0.0017219969008540163,-0.004208190811371254,-0.013566471087941243,-0.005928787820084596,-0.02410511940643807,-0.0006466288035936316,0.001999039477594853,0.00029279313878141937,0.0005062498745801467,-0.006227615257450615,0.0,0.007109020760745116,-0.004734370259111496,-0.0014555565698746522,-0.022260337058095426,-0.019829034391854596,-0.012478352551634255,0.00032574997282345554,0.0046112485632888965,0.0,-0.0103480696658695,0.003554966517915933,-0.00340703492317996,-0.08608582606454113,-0.005869220623466689,-0.007246366818523585,-0.005826151835370874,-0.007818399534190331,0.018305713810967583,-0.0059727386468463005,-0.003642935974641858
