Name,Weight
Total Bond Market ETF List (82),0.38323171541623186
Investment Grade Corporate ETF List (50),0.20722291719049704
Treasuries ETF List (51),0.04235398468438721
Target Maturity Date Corporate Bond ETF List (24),0.22820800435753655
Municipal Bond ETF List (29),0.13898349638757865
