,ETF,RiskinessR
0,ANGL,3.827244532034774e-83
1,CJNK,0.0
2,GHYG,5.295258149182642e-176
3,HYGH,0.0
4,HYHG,0.0
5,HYIH,0.0
6,HYLD,0.0
7,HYLS,0.0
8,HYND,0.0
9,HYS,1.3624115583572913e-24
10,HYZD,0.0
11,JNK,0.0
12,PGHY,1.276041166969729e-35
13,PHB,5.759184015540818e-17
14,RIGS,1.6965644991036514e-25
15,SHYG,4.4772502582337295e-26
16,SJB,0.0
17,SJNK,4.827544352720798e-23
18,UJB,7.387382467839186e-06
19,WBII,0.9999999999982753
