,ETF,RiskinessR
0,BDCL,0.17032502706719324
1,BDCZ,0.07083512348250093
2,BIZD,0.03493534167580751
3,CHIX,0.10853871415446002
4,DPST,3.115157352342345e-156
5,DXJF,0.9999999999999486
6,EUFN,0.9999999999997014
7,FAS,3.878984407446408e-25
8,FINU,1.5501671450333552e-78
9,FINZ,1.8636029654280198e-90
10,FNCL,0.004746080106516269
11,FXO,0.005171023153846905
12,IAI,0.001573996496937405
13,IAK,0.006259622902108369
14,IAT,0.0699451177492556
15,IXG,0.047735521847807674
16,IYF,0.0012680835818307346
17,IYG,0.009171225237570153
18,JHMF,0.020437637652586316
19,KBE,0.13218236307766895
20,KBWB,0.11726546867973484
21,KBWD,0.004264873604676907
22,KBWP,6.707292565524015e-05
23,KBWR,0.13731999127759517
24,KCE,0.0879911198296039
25,KIE,0.0001543300240688045
26,KRE,0.11848379218169915
27,LMLP,0.2186826538342211
28,PEX,0.06636859249481294
29,PFI,0.9999999999998066
30,PHDG,0.0
31,PSCF,0.01001161712299402
32,PSP,0.03795589020002519
33,QABA,0.13283157968488152
34,RYF,0.0003710279717318698
35,SEF,0.999999999999925
36,SKF,0.9999999999999538
37,UYG,3.1645249317747507e-247
38,VFH,0.0031629605186364435
39,VQT,0.0
40,WDRW,0.4902204763868567
41,XLF,0.00034034695463263146
