,ETF,RiskinessR
0,ARKG,0.22787126021583037
1,BBC,3.61223502869053e-82
2,BBH,0.9999999999997993
3,BBP,0.21172718176652047
4,BIB,5.947079034393028e-130
5,BIS,0.8353210052162924
6,CNCR,0.002775497639065636
7,CURE,0.12048205105337821
8,FBT,0.29535004301390133
9,FHLC,0.004827906820973468
10,FXH,0.09062263744081668
11,IBB,2.7217475005236093e-253
12,IHF,0.0041398220131061625
13,IHI,3.2789955920239024e-06
14,IXJ,0.01178456431106914
15,IYH,0.002184689673326202
16,JHMH,0.009211031099060001
17,LABD,0.9999999999999795
18,LABU,1.4501076424190234e-254
19,PBE,0.9999999997792481
20,PJP,0.9999999999998278
21,PPH,0.9999999999999473
22,PSCH,0.005034735654600537
23,PTH,0.0774677315356966
24,RXL,0.04671690312707343
25,RYH,0.025661634901647256
26,UBIO,1.099737341287893e-211
27,VHT,0.0030505404929503433
28,XBI,9.850045041544245e-13
29,XHE,2.512368691047412e-05
30,XHS,0.20373508879258664
31,XLV,0.002247466275686019
32,XPH,0.9999999999998986
33,ZBIO,1.7334450489335932e-57
