,ETF,RiskinessR
0,AAXJ,0.9999999999999954
1,ADRE,0.0
2,AFTY,0.9999999999999737
3,AIA,0.9999999999999832
4,ASEA,0.0
5,ASHR,0.9999999999999838
6,ASHS,0.9999999999999856
7,ASHX,0.9999999999999772
8,AXJV,0.9999999999999897
9,CHAD,0.0
10,CHAU,0.999999999999992
11,CHIC,0.9999999999999927
12,CHIE,0.9999999999999907
13,CHII,0.999999999999974
14,CHIM,0.9999999999999878
15,CHIQ,0.9999999999999916
16,CN,0.9999999999999917
17,CNHX,0.0
18,CNXT,0.9999999999999918
19,CQQQ,0.9999999999999888
20,CXSE,0.9999999999999857
21,DBEM,0.9999999999999893
22,DEM,0.9999999999999845
23,DGRE,0.9999999999999781
24,DGS,0.9999999999999762
25,ECNS,0.9999999999999925
26,EDC,0.995392348965359
27,EDIV,0.0
28,EDZ,0.008661647036766966
29,EEM,0.9999999999999899
30,EEMA,0.9999999999999954
31,EEMV,0.9999999999999813
32,EET,0.9999999999999973
33,EEV,0.0006159390135525617
34,EIDO,0.0
35,EMQQ,0.999999999999993
36,EPHE,0.9999999999999433
37,EUM,0.0
38,EWM,0.0
39,EWX,0.999999999999985
40,FCA,0.9999999999999837
41,FEM,0.0
42,FEMS,0.9999999999999842
43,FNI,0.9999999999999925
44,FXI,0.9999999999999839
45,FXP,0.026925793597147592
46,GMF,0.9999999999999916
47,GXC,0.9999999999999927
48,HAO,0.9999999999999918
49,IDX,0.0
50,INCO,0.9999999999999681
51,INDA,0.999999999999988
52,INDL,0.9959331964002901
53,INXX,0.9999999999999951
54,KALL,0.9999999999999786
55,KBA,0.9999999999999948
56,KFYP,0.9999999999999921
57,KWEB,0.9999999999999936
58,MCHI,0.9999999999999951
59,NFTY,0.9999999999999873
60,PEK,0.9999999999999968
61,PGJ,0.9999999999999932
62,PIE,0.9999999999999888
63,PIN,0.9999999999999831
64,SCIF,0.9999999999999959
65,SCIN,0.9999999999999936
66,SMIN,0.9999999999999837
67,SPEM,0.9999999999999768
68,THD,0.9999999999999718
69,VNM,0.9999999999999803
70,VWO,0.0
71,XCEM,0.0
72,XINA,0.9999999999999855
73,XPP,0.9999999999999939
74,YANG,0.08058126169202051
75,YAO,0.9999999999999959
76,YINN,0.9998723856768881
77,YXI,0.0014488237250113794
