,ETF,RiskinessR
0,BSCJ,0.9999999999956452
1,BSCM,2.2379915783191308e-07
2,BSCN,2.3911163361456073e-09
3,BSCO,0.0
4,BSCP,0.0
5,IBCD,2.2582708155064405e-14
6,IBCE,7.351061288495777e-12
7,IBDC,8.042533886137982e-30
8,IBDD,1.4826163413498656e-262
9,IBDK,0.999999999998235
10,IBDL,0.9999999999983055
11,IBDM,0.9999999999843399
12,IBDN,0.9999997234150748
13,IBDO,9.980291710723326e-218
14,IBDP,0.0
15,IBDQ,0.0
