,ETF,RiskinessR
0,ERUS,0.0011714960970312827
1,FCOM,0.0063353754957424305
2,FONE,0.005042527914500456
3,IXP,0.9999999999998244
4,IYZ,0.9999999999996877
5,LTL,0.9999999999997762
6,VOX,0.9999999999997939
7,XTL,0.026448668879928233
