,ETF,RiskinessR
0,ITM,0.0
1,MEAR,0.0
2,MLN,0.9999999999844327
3,MUB,0.0
4,PVI,0.0
5,PZA,0.0
6,RVNU,0.14139608565891978
7,SHM,0.9999999999998765
8,SHYD,0.0
9,SMB,0.0
10,SMMU,0.9999999999995228
11,SUB,0.9999999999998582
12,TFI,0.0
13,VTEB,0.0
