,Date,AMJ,AMLP,AMU,AMUB,AMZA,ATMP,CHIE,CRAK,DDG,DIG,DRIP,DUG,EMLP,ENFR,ENY,ERX,ERY,FAN,FCG,FENY,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,GUSH,ICLN,IEO,IEZ,IMLP,IXC,IYE,KOL,MLPA,MLPB,MLPC,MLPG,MLPI,MLPO,MLPX,MLPY,NLR,OIH,PBD,PBW,PSCE,PUW,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,TPYP,VDE,XES,XLE,XOP,YLCO,YMLI,YMLP,ZMLP
0,2013-12-01,0.005393574334291071,0.0005624043608703012,0.008588165457872105,,,-0.0018242895722049154,-0.07770959006810087,,0.08219178368133327,-0.12411448270783944,,0.13066449160474372,0.01611441367834051,0.002991068014187391,-0.041969580814626956,-0.1675567455493903,0.17942348017822288,0.004425051096794746,-0.001944971400919101,-0.05979292176646421,-0.06637221708006501,-0.02920148452763764,-0.053670801721955666,-0.015384615384615385,0.031147807059615003,-0.028951968228304436,0.023996861742748836,,0.003480216641488925,-0.03953365878750737,-0.052591313191399085,0.005439978117410138,-0.04977658423464812,-0.05873353278527283,-0.06788376993018946,-0.0006176407472178399,,0.01780830337611103,-0.018618555476337544,-0.0010142243641886792,,0.00681423730617007,-0.015650349134779744,0.011263225560424651,-0.04297087826531498,0.028074650795510896,0.03772464824544319,-0.04508029674712134,-0.04242861973029213,-0.049130729612739524,-0.04632550487619198,-0.06821486484577455,-0.03604084058641992,0.047483430263440124,-0.04199227649926079,0.1326863512523205,,-0.04460176457348998,-0.06948867930248935,-0.053574734662871604,-0.03935409120678388,,0.016816073457225137,0.006507583392491606,
1,2014-01-01,-0.016308847895793035,-0.021910404452621858,-0.014305143817042123,,,-0.006213297321952157,0.06263652004578725,,-0.04909862479595297,0.11032766195632367,,-0.1069376147394357,0.012262371422905451,0.008890439026316336,0.04223327650453132,0.15290041445583694,-0.15002111289955164,0.06942015935288427,0.01952751317562055,0.05385270518110413,0.062240570197761184,0.061566320160894354,0.061216223759314195,0.04717548076923077,0.09121148668662546,0.11527879963503258,0.06080330862053893,,0.07922683147955673,0.048174925536451085,0.08340136943783413,-0.011836234169259089,0.058954303488078355,0.05449944299540926,0.027103549874646395,-0.016079306535536696,,0.0030349519354505214,-0.0009379944445852171,0.0022863782099678395,,0.014625280633653277,-0.017534097954834096,0.06647344300518862,0.07343891089801383,0.11883588286279916,0.11719980016080164,0.10485879217241248,0.05571847426719143,0.02631580811394942,0.04901617625173756,0.08981282848940547,0.07360149199179024,0.10234554787423515,0.04432331032747884,0.18738870522709428,,0.055696155165265875,0.09551957322614794,0.05121124966979759,0.059924113595395324,,0.0028557028196521425,-0.02155179361787806,-0.014738797937593966
2,2014-02-01,0.027643114047434993,0.030554954365771683,0.024856107471206725,,,0.029851680060618013,-0.01713498022271353,,-0.030657474787404194,0.04724670807504217,,-0.05312925225257792,0.014201908471737665,0.01839068652596726,0.04739029901852413,0.05993482396441773,-0.06941002839515714,-0.009860409054454811,0.04334667430081644,0.021619447848607892,-0.0019530536539532056,0.018874442582983215,0.03555892426585701,0.1230989956958393,-0.02133800199727394,0.007793313989715092,-0.0030707218218955857,,0.002685844685706467,0.028785541587555512,0.029828278343358525,0.028939494847612407,0.01956657743539962,0.02123404914098301,0.016492592399007133,0.028448882865913454,,0.007942537479019084,0.018952162118576595,0.02102039310269754,,0.018793435077840294,0.01249999299306802,-0.02038824114226812,0.03092987156492312,-0.02456655048827159,-0.03542233577707868,0.05154430085079872,0.014197565501137226,0.049194915865445145,0.04456067407116483,0.029378186738328347,-0.005789034518745839,-0.017891739238274845,0.01998013152349132,-0.05331907344824692,,0.02490216840081403,0.031011224201671957,0.01608660396247824,0.030707266748775087,,0.001898403823676632,0.009143168026156976,0.012930967344356921
3,2014-03-01,0.04168438203034295,0.02548149217140237,0.040614683634865756,,,0.04219266403506233,-0.002789360134699819,,-0.06450272433664005,0.10051405186545093,,-0.09606810338332794,0.052406231664527375,0.04218944221230318,0.0672618775053555,0.162310081394478,-0.15130523549509828,0.016490479755042815,0.09244420235099615,0.055669636298945196,0.07358125034814153,0.0687100010718911,0.045421352046502446,0.29535002554931017,-0.0337705775561637,-0.05616596963218803,-0.01758422622456203,,-0.044642740374555456,0.06563671641682754,0.03623976432004411,0.04439951751547097,0.05985828246479152,0.05301036778513174,0.029204831564356496,0.02850049880120542,,0.05021591433320444,0.027078445113053445,0.02435354371056298,,0.049199772594600066,0.01851860053839071,0.0031712781825470287,0.03556516232358166,-0.03777785817946456,-0.06748700657084576,0.011476298847271294,-0.007608206565458984,0.07638194971032654,0.04300524271675481,0.03854706671819763,-0.023291547103942677,-0.0707204614684897,0.059247317953290385,-0.07532232917362214,,0.05069701615381129,0.020619926579859615,0.05772627098141944,0.0825589224396594,,0.03852047967195977,0.017857096364680386,0.05075763330757296
4,2014-04-01,0.02103964755556539,0.007178125280620636,0.02328635119303478,,,0.028027610900298455,0.04895108470656929,,0.009786482321193973,0.01527195628617486,,-0.03150706215146672,0.01342819071580874,0.033768804569998256,0.016069128270809113,0.0454503625309597,-0.0552417180103234,0.07365005101466812,-0.0030973673157884503,0.013172404445580894,0.0174990704670859,0.017648946857941335,0.009868327554558281,-0.02445759368836292,0.048693635709974696,-0.01897386961749836,-0.022804927933613033,,0.041121416966188575,0.029421447358357673,0.012173035327236159,0.021255890294483996,0.006682654064044406,0.012897372168776898,-0.035733096444142194,0.00843386623743727,,0.035481371864946674,0.044886798461721195,0.04598932406949107,,0.03841781083277117,0.05671398456466147,0.002766340943812128,0.01918648617065968,0.02309477370980491,-0.02124425939203321,-0.01615375503030974,0.0015332358863668516,-0.006878549583369937,0.010763339010436229,-0.0017844983148115059,0.019454120578671012,-0.009543998920000267,0.011164863535327045,-0.0022015678895797247,,0.012822309264453808,-0.0049209722864557055,0.016748260473264064,-0.007344306093244556,,0.02085255508291363,-0.002741361483704452,0.016666638078993098
5,2014-05-01,0.0706959295708896,0.05774555526505491,0.07075307205412432,,,0.07208980263527431,0.02466658500684864,,-0.06607926314614715,0.11642004038846172,,-0.10026695292120229,0.053390452605577024,0.0642783980159327,0.060827173031824215,0.17128709840549652,-0.15415279782790073,0.016768158835816917,0.047492132087226385,0.0494762002689405,0.03081325700720923,0.06844219124788044,0.06044161089030936,0.1500202183582693,0.0637437781924527,-0.01098890657910152,0.011802676009190034,,0.06463180126061134,0.042870906046849115,0.08404411069229886,0.08263732094863309,0.0389718389650916,0.048163826639026484,0.020163368992168158,0.04897303272936349,,0.043356583681972656,0.05726083273275035,0.05664856320866602,,0.08541793454431308,0.05263183163245888,0.03507383744284801,0.08734945743663096,0.04890887242868529,0.06821711687096049,0.0650898402171114,0.03490518518996875,0.03143342170117327,0.06831586630831207,0.06864498376574793,0.011695794641229973,0.10010702406675698,0.05418334445365231,0.09266973389279784,,0.053494374514485715,0.05955723932761023,0.05025702499570533,0.06801671116990488,,0.03222848994665901,0.05490213993540995,0.011166758460323258
6,2014-06-01,-0.03780085762524301,-0.02736830553227552,-0.03544356532480591,,,-0.026615732420012462,0.010409816361763989,,0.02405654290908112,-0.07871867631851477,,0.06853738595715703,-0.022915788643673895,-0.027458404973465873,-0.04554557142471978,-0.10612465350411386,0.09897881351429705,-0.052472801959243295,-0.11802963714620657,-0.03384776239401147,-0.028836465083310295,-0.06521739063657507,-0.03829665128724594,-0.32858649789029537,-0.07984796509407081,-0.06177778703245082,-0.04841872643654525,,-0.0486044776666639,-0.04089831992810148,-0.06376397740343588,-0.03976456411731956,-0.030387337728965336,-0.031158856542444272,0.001068603581375154,-0.02308111209681611,,-0.023890673673355352,-0.04806040051360556,-0.04643336340725414,,-0.035264533771334275,-0.047979720647422446,-0.044926835200455255,-0.06198050376942009,-0.06927302597282972,-0.08199766378998435,-0.11622543799433911,-0.04107809994058092,-0.05621442207313141,-0.05783896556565534,-0.07372390420054833,-0.06397594500625074,-0.06958459463212895,-0.04408828188909637,-0.11554855485053886,,-0.03737137079286902,-0.08700852972534147,-0.03018780032207583,-0.08316002057364705,,-0.009608813265565203,-0.01436911154823387,-0.0002319938348925087
7,2014-07-01,0.07003950164181609,0.044913287731362966,0.066268769247009,,,0.06445305469414771,0.05666469636077606,,0.002303003238518806,0.057353820587600045,,-0.0542929409925818,0.0762486761042975,0.06623417956917,0.03927507473049686,0.05966296676066784,-0.07433875810633361,-0.014308375539326644,0.021204901406953382,0.02644745814126435,0.017022884423419794,0.03441874272691697,0.032407569848137904,0.04582351400890285,0.07636364708084115,0.011842718863627881,0.04717760959418754,,0.05272583151765379,0.0327272110973976,0.018656688635043342,0.07453997265372388,0.024741734270218425,0.024831085630697428,0.03255061251960891,0.037211839500226766,,0.08018055338799203,0.10612563247190014,0.09877476191272819,,0.07728464370406268,0.08308517988358972,0.024516872478953636,0.01808778814632316,0.06264495531049162,0.08585045638656492,0.02970503793926274,0.035681108426685225,0.040726525488534324,0.059918397796632654,0.026086893841202857,0.02875793288682849,0.09690939613431647,0.03289448256043207,0.10071036663486688,,0.02655491754856722,0.01938061184511634,0.021836230254117718,0.04994004073510334,,0.053105392408825364,0.007559562434025326,0.03851682374003519
8,2014-08-01,-0.004948371243074048,0.008287268123148806,-0.00440545027005789,,,-0.002820800501674681,-0.07861065071867078,,0.07582720968426618,-0.15283433991081205,,0.16608818105563897,-0.038257427375274274,-0.040345985901454336,-0.1145350237837364,-0.22172641402522805,0.2586870986171075,-0.07419359963152614,-0.15573394693065068,-0.08217248937041072,-0.07621058571313834,-0.10371710006440803,-0.10831322506800017,-0.4041061592388583,-0.08538080223746393,-0.1296817648659708,-0.048806859119576974,,-0.07724967924825316,-0.09361009265525644,-0.0999863611844471,-0.0037890662252719268,-0.07957172074798384,-0.08177456839376886,-0.11576231018154876,0.0014635829036479594,,-0.03888159346649943,-0.01873549964777202,-0.010817986366561455,,-0.029809097266852734,-0.026905605738683076,-0.011284133935855015,-0.10061632559557636,-0.061135418621729484,-0.07320633834211242,-0.12648779149380762,-0.10485344582062159,-0.11792709587846677,-0.10782504452426286,-0.10663860716629878,-0.06861480425428151,-0.08834767618532637,-0.10553473386244938,-0.06314813214361806,,-0.07830733234194133,-0.12215905304355262,-0.08223624961647916,-0.12928489272255353,,-0.021794785817707878,-0.030055381519329707,-0.036627604024202044
9,2014-09-01,-0.045591466222655246,-0.030777215532967982,-0.044870046658342606,,,-0.02783783532434528,-0.01256615123605153,,0.04869715039897712,-0.0807378907010412,,0.05495747824440889,0.03074821645141929,-0.01573554848219737,-0.09101636260053134,-0.12279789682665693,0.06503062871529064,-0.04127998033821845,-0.16080333089964638,-0.034741878966751856,-0.057054960584541896,-0.10501672800309145,-0.05971634469923699,-0.46176470588235297,-0.04415720101555622,-0.15545977486389378,0.016462965752111137,,-0.03863828580621849,-0.0652498360796828,-0.0833340598462561,-0.049493234924479906,-0.046304593098650426,-0.03250958355346543,-0.023962615041153316,-0.028258499591924193,,-0.03708780812163748,-0.06634840797580667,-0.057742758878334834,,-0.01958844785933408,-0.08090128565499552,0.03994478159910033,-0.08889337522190033,-0.023683583388159752,-0.03918233006251632,-0.1337181078990746,-0.035754287464410686,-0.048138673623292334,-0.08020984141747646,-0.11841960799599122,-0.007262927862984497,-0.041086803236101865,-0.048767900986220726,-0.05658069561386102,,-0.039886957408443134,-0.11232689351334352,-0.030345832685783974,-0.11363515229401819,,-0.021914064976648977,-0.04794116035293138,-0.021368060261378292
