FPE,IPFF,PFF,PFXF,PGF,PSK,SPFF
0.0027842619323554317,-0.02404351380237367,-0.009397965482349632,-0.015106408424472518,0.012269385546672479,-0.00909084294213909,-0.014089554474872125
-0.006224994702294269,-0.08795858250173612,0.0024887324758368,0.01721387996035081,-0.0034293159803082513,0.017252951054393006,-0.0024358279584621887
-0.012335961662588405,-0.009033918357282431,-0.0038994366996461588,0.013506352556749745,-0.005407505824639226,0.0022411641948394674,-0.004629285921731771
0.01830707792566675,0.1352646720247694,0.02318249689039732,0.03692560606286446,0.022444651302021258,0.007826574902374244,0.03643042490359357
0.01897499572437696,0.08417828561824166,0.009030736531537388,0.014500502869313097,0.006001751075300639,0.013697420274010544,0.024211483127543176
0.014903781623929259,-0.04678131177686132,0.015716056647479774,0.011900034184541324,0.014567882182059348,0.015901200843811008,0.005865621235975277
0.0011799976720843234,-0.05571875583784788,0.012024592046327037,0.02267826521935484,0.014954116556997191,0.0017390873968013633,0.007616844809874824
0.03209658278880318,0.04339362476348985,0.014058852028089076,0.012927651921182531,0.014537954686977515,0.021944649983315183,0.024664803857229592
0.0099518495154175,0.02075013070300799,0.00014224009757059293,6.853928758721072e-05,0.005598445968561843,0.001722783232695133,-0.0011719874235486686
-0.0002729441987227147,-0.009671265875403704,-0.010562421843625614,-0.0062967267390148535,-0.013735051060938804,-0.022355953681602415,-0.014494928078128919
0.004040559213018065,-0.024295191004715173,-0.009700825672995343,-0.02409650222592543,-0.007149618373379073,0.0032460962541785506,-0.015604403079142643
-0.031783195683728865,-0.008339178761254475,-0.03363084933787515,-0.037596486096554416,-0.038720622561618144,-0.04732240244806883,-0.018232129145340958
0.013666575878916865,0.019628982238350502,-0.0026201509443974065,0.0008278455065881597,0.0014044066903627448,-0.021688672136900032,6.181424533701176e-05
0.01904676624956872,0.08526385017440495,0.03452260948538295,0.03445536327596885,0.02789436329730685,0.05196212496978883,0.03079347451411569
0.019638040666869853,0.0005897014021572455,0.015747891904514876,0.0177395490543313,0.019349060436173668,0.01848847050415877,0.00997724677282817
0.0030831283734390467,0.026114246335752347,0.005038266230902141,0.0030094721354987,0.006102138068493905,-0.0024958633241193746,-0.0005178863688467686
0.015394870758422944,-0.012483313845242759,0.013010024186140398,0.00965881776219489,0.01622039904838039,0.044250743312461885,0.00019662081326480248
0.012129440722800536,-0.002252648411842264,0.0057325711536966775,0.007277271936872016,0.011226365947398023,0.011183099694306307,-0.011316706607099202
0.011676593223705223,0.06141556795081818,0.008103304028519434,0.003432728726257085,0.009137900435472012,-0.0053084736037412854,0.009652184048690969
0.0127063326242726,0.04504435551714002,0.006709740889106886,0.00498002320484896,0.0033797897942138013,0.01970183519001156,0.012086059317957464
-0.0001969603398350736,-0.011494444196999387,-0.0005409955634989929,0.005881568502587667,0.0017897731289168528,0.001105183364892738,-0.008215716683449588
0.00398999532018119,0.012460050207168009,-0.001643597028323888,-0.0003955923057186602,0.0012714074281263365,-0.013027132411674618,0.0010236238208958396
0.007693185088781092,-0.002676231553988551,-0.003729845505338737,0.001376534422411933,-0.002397021676305759,0.014101167988703697,-0.015575328006955012
-0.0009594827215299236,0.008951322894138913,0.006356665065923393,0.004102353030876047,0.009246387967750042,0.0038006758813888615,-0.009529968264514558
0.00389147507856709,0.00692785614270065,-0.007783599253594428,-0.012216743966853941,0.0012521176531605836,-0.01915376020625751,0.0010593394826006036
-0.010495198821442384,0.056868228448270615,-0.004299658846173743,-0.009238984749122329,-0.02037017342238165,-0.014930942886314757,0.012989462205327316
0.000903288350510334,-0.06017368158910887,-0.002392391620239315,-0.004668016583164011,0.017972560374627966,0.012172348437809248,-0.01314713799184622
-0.009667256461002036,-0.01678448184637226,0.005852474200833768,0.006155547648579289,0.0032992085105870038,0.009583048730533051,-0.0038591315687852203
0.00300060390889819,-0.0009986676703379468,-0.006896944551189064,0.0005301226724509165,-0.008273273632725384,-0.01038240638852598,0.003676528665502617
-0.013897198358081621,-0.008032717523371709,0.007685665580872934,0.00801629773824883,0.0073767232754252034,0.011196722041819294,0.007137886000422943
0.004302451444248227,-0.019700497692782204,0.017280381446156626,0.025824952052660225,0.010085552811912772,0.013790075319706082,0.011057517213939605
0.0131885046354276,0.02315950632922409,0.002036478392029598,0.00025566137602467306,-0.0011022200247060336,-0.002500479640937944,0.005756906586779863
0.008673536656845629,-0.0005695162948308994,0.014502561210583275,0.022588232114230715,0.011591279393457138,0.013700074928982177,0.017476842569749674
-0.0055063671684368425,0.005837440811991911,-0.016745642167358576,-0.015303543574966104,-0.011936037464717443,-0.01656792670272086,-0.007623041852120534
-0.01386881570447146,-0.046260578713587214,-0.022515066857507527,-0.033240251744767184,-0.014366270520015304,-0.020130513307845932,-0.02805908787736308
-0.01712553719892585,-0.057419665914910975,-0.022376880925749226,-0.01237419899490312,-0.016894743765860025,-0.025249119564811483,-0.01431680218875296
