ADRE,BBRC,BICK,BKF,DBEM,DEM,DGRE,DGS,DVYE,EDC,EDIV,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMCG,EMFM,EMIF,EUM,EWEM,EWX,FEM,FEMS,FNDE,HILO,IEMG,PIE,PXH,PXR,SCHE,SPEM,TLTE,VWO
-0.040247893507560716,-0.021203118951036968,-0.05386230662946842,-0.041354443792971714,-0.033681128411641496,-0.03314802780640304,-0.03491307560768383,-0.03283056834282063,-0.033034821882888754,-0.11752740723920292,-0.04052231997892088,0.11702585656491313,-0.04387291616611769,-0.04027098380368487,-0.03895475624659599,-0.031154090674369788,-0.03162830116674535,-0.08066397142322344,0.07818179343876659,-0.04298388501093008,-0.028157489327777892,-0.030741564341470805,0.037386599975065514,-0.024496065650786016,-0.030063580523242362,-0.04001662081731231,-0.025362227281319105,-0.03588128746908891,-0.041120512039757806,-0.03996665589127918,-0.043029564814467104,-0.03873589353585896,-0.03743931336712989,-0.04276037793435322,-0.025990901073417456,-0.03718502275693994,-0.0375252517250277
-0.013489539501537029,-0.010075687419881615,-0.0017651824627634238,-0.008396069390178706,0.001472672000826444,-0.010008219927220141,-0.026700832292026012,-0.010779538668887156,-0.021159241023462724,-0.007834113239382897,-0.01806067708120736,0.0059079524683842395,-0.02088608884658776,-0.0066667493231352395,-0.001307446214026793,-0.0068527173667177685,-0.012932687820213113,0.002375718343471308,0.004215910768572367,-0.014971116831457056,-0.010225750881651582,-0.017412863748098542,0.002449305945639587,-0.017482691626640567,-0.01425331282237502,-0.0017368171381157555,-0.008864768238796936,-0.005663567693721651,-0.026724456767307413,-0.0010899274537997305,0.004796291501113792,-0.012725175938671065,-0.002536575246666201,-0.008845805156041227,-0.008005251940711508,-0.006644737894577451,-0.007639905820564847
0.017241386109486598,0.008651383777197359,0.00928392964054336,0.011678967081509851,0.008823422593285495,0.021079868229128995,0.026990965053870598,0.02017131784739436,0.018013773820152554,0.037621857145817394,0.01839286467062181,-0.05324979074260218,0.022624418940119437,0.006316563483986987,0.014139801035002375,0.03078538580653532,0.01465683627149446,0.019434265674865187,-0.03316544133250017,0.008046124522903058,0.02281540115114156,0.0085443899408922,-0.01605587571128661,0.018764174279910083,0.027312333479009857,0.006959454980886013,0.02885156335964229,0.010984682687746756,0.008939730276459595,0.01352822376901002,0.013723162887256418,0.01127815975842883,0.013563327702789823,0.012048412359851877,0.011600522413601112,0.016513452656314834,0.016193533178124334
0.022209144945076833,0.01917272555681728,0.006132133153187035,0.02020191916500224,0.02866835992911908,0.01980167020273975,0.01981918572784569,0.02590918353766506,0.02477323190738719,0.07206805121776894,0.0311199817540656,-0.07196044356586519,0.01769914584751986,0.02079258512030568,0.02401227958817964,0.032440634351836264,0.02429424513558056,0.05517690456847661,-0.04863220606345303,0.028825147793176863,0.031144751249915788,0.020708991095102026,-0.024121994253915487,0.02286454612895417,0.018766785182842458,0.028941751969751264,0.03196859174234907,0.022535223304106403,0.018354449847813904,0.02411206593584656,0.030017728548842236,0.02071163523853001,0.02620591445173018,0.029541381625970586,0.022270268801696327,0.019946478408017703,0.021420540478157748
0.0028589597953701234,-0.001980338775995865,0.01610786041284741,-0.0014145584755298412,-0.005195780126968425,-0.005164077453160439,-0.008871903591410928,-0.004430608750743304,-0.007986126107569082,-0.02004180268850214,-0.005389557018341196,0.014260241406364981,0.0018633298021157106,-0.0073021157459599905,-0.00579907344140844,-0.003491175406504948,-0.002350555437889495,-0.01645134199335515,0.009128287816425369,-0.0021550208222193205,-0.0008163630554539459,-0.011066728185135415,0.005088995846118828,-0.009314064693091468,0.0048243535076747685,-0.0025189181221507953,0.00923893126131331,-0.009838781928605472,-0.01429456783967416,-0.003783868046516804,-0.005714499037589387,-0.005202809046940972,-0.00950862978775804,0.0012847496076901087,-0.002113422835525847,-0.007862994681797797,-0.0007671178856782549
0.0017103028889314071,0.007440507445142373,0.00942620747408837,-0.008498484013668272,-0.004273532661407504,-0.013497027070474264,-0.0029840125650100443,0.005340276327038762,0.002393417979154778,0.00255649919207796,-0.013817236350587623,-0.00834801197125287,-0.01146939518287145,0.005807187976697011,0.001267761760426957,-0.006005987527061693,0.0040694014718919425,-0.001792142725646092,-0.0031659741632227905,0.006479121594873717,0.01062083836680695,0.008703742856426245,-0.0014466159819461945,0.001566973508515226,0.0028373331552559683,0.0025252790934227067,0.0018850926264614679,-0.005961848128518561,-0.008827292916230483,-0.0002109684118448205,0.010919678053331362,-0.01098370879982306,-0.012890806437709255,-0.0081265660557366,-0.004073099942531411,0.0012193889510776466,-0.00460668025320531
0.004553387689673472,0.005908316017250764,0.007639698300454772,-0.013142853553551057,-0.005245440100558039,-0.0077875319418577935,0.019666664968269836,0.0077469494323112575,-0.0015194221846777122,0.002975025290120119,-0.0052200778707893105,-0.010855045128450569,-0.01693313046119404,-0.00038495869344996994,0.0010134093104200606,0.0055387491476337385,0.010665520765700822,-0.0016456793731083265,-0.0077132977548175765,0.0,0.008084118218485759,-0.00708780641271793,-0.0036218525421155188,0.01032554580679017,0.01109908458090448,0.0020991862885748128,0.015318476283592215,-0.005197968505089072,0.0063613734303322594,0.00485439168219867,0.017054742817444474,-0.0026438994877006857,0.0016672684331237625,0.007761927313788256,0.006380041069748808,0.006088837409460727,0.0015425195087633893
-0.03937672635712808,-0.009300104119900558,-0.03706807832085685,-0.04053261552405445,-0.01965496402334242,-0.02609251442274404,-0.01048216576585448,-0.00944438590167798,-0.014782737448751991,-0.08686459063191285,-0.02457871644480784,0.08622611353277793,-0.05199361485759008,-0.01578753603473311,-0.02834001461363135,-0.008512890302908858,-0.004854256777400962,-0.04885358583272456,0.057155892813069924,-0.016308829802360262,-0.014835750771818718,-0.030105442164837168,0.0290802913911519,-0.026324157726480616,-0.013990522649354686,-0.040636973450322016,-0.03652733086141821,-0.030546423240481194,-0.013906365202467614,-0.02709520342324986,-0.01900470243009823,-0.02651078828311605,-0.030513171617597493,-0.02310657714273481,-0.025032578896789604,-0.02138372801773191,-0.024133248914466627
0.02093744007556096,0.004940947112354483,0.024059431364137768,0.03319251571793585,0.0068460051899016106,0.01568280286804185,0.01101705949186409,0.005543369034944558,0.010812084129655132,0.04222749291956127,0.0218007854263799,-0.04865978852763427,0.027254474084924832,0.003912843596435127,0.015104152486022803,0.009596090100182818,0.01102858666656645,0.029935475117775064,-0.032006822392660464,0.02225130685518357,0.009361223885278184,0.033600024318326885,-0.015895411517587225,0.01876589523602237,0.010914599742639685,0.018340755621945037,0.007966856800504716,0.02321707538093162,0.016666586976446542,0.014248674592546931,-0.006837360168530365,0.017428601954571018,0.023748157657282037,0.012702601363112194,0.012503998909519887,0.011750186528760566,0.016837763210870167
0.043616799720988544,0.02999006120973626,0.039299420936464935,0.048189103688083185,0.033511507894469064,0.042033087501856733,0.04149194408154759,0.021830294322997386,0.03427232290894869,0.1375778777557479,0.049560879159826605,-0.12505407928786194,0.0458563887532973,0.038912361201586636,0.04515138179870309,0.050525315057805546,0.003146616175063565,0.09178514622185277,-0.08445056313887976,0.032437201900043684,0.019354887068780892,0.03498437425880965,-0.0430725146617908,0.02778659782955479,0.015547270401744863,0.009862726718730437,-0.006268697820148578,0.03808772512990392,0.023329085174734813,0.03788845122575192,0.011474278922627423,0.05558184414230999,0.0318613735381308,0.045847713466242716,0.034250089781247814,0.032599820060497886,0.042172973651974414
