Name,Riskiness R
AMJ,[2.45278799e+12]
AMLP,[2.89784958e+12]
AMU,[5.6425848e+12]
AMZA,[3.9023747e+12]
ATMP,[2.90113416e+12]
CHIE,[3.11074718e+11]
DDG,[0.38136883]
DIG,[4.75184331e+12]
DUG,[0.71076782]
EMLP,[3.72720024]
ENFR,[4.6312441e+11]
ENY,[2.28841895e+12]
ERX,[6.66711457e+12]
ERY,[1.47985232]
FAN,[0.13658614]
FCG,[4.457233e+12]
FENY,[3.04354186e+12]
FILL,[1.83819176e+12]
FRAK,[1.99607495e+12]
FXN,[3.57740314e+12]
GASL,[9.06324606e+13]
GEX,[0.54938418]
GREK,[3.54988543e+12]
GRID,[0.14594857]
ICLN,[1.5440715]
IEO,[5.8597241e+11]
IEZ,[5.80844006e+12]
IXC,[1.73862167e+12]
IYE,[2.98128795e+12]
KOL,[2.32767457]
MLPA,[1.20578176e+12]
MLPC,[2.30382193e+12]
MLPG,[8.90263272e+11]
MLPI,[5.95511112e+12]
MLPX,[1.17653019e+12]
MLPY,[3.84485281e+12]
NLR,[0.19040728]
OIH,[5.1870586e+12]
PBD,[0.5984805]
PBW,[2.07626924e+12]
PSCE,[9.93890293e+12]
PUW,[2.54173819e+11]
PXE,[1.14943029e+12]
PXI,[4.39439831e+12]
PXJ,[1.07860932e+13]
PZD,[0.10889867]
QCLN,[0.54181492]
RYE,[1.20756893e+12]
TAN,[1.69994354e+12]
VDE,[2.07157342e+12]
XES,[7.49211659e+12]
XLE,[6.27631031e+11]
XOP,[1.02766624e+13]
YMLI,[4.44719875e+12]
YMLP,[3.44240629e+13]
ZMLP,[1.33368334e+12]
