Name,Riskiness R
AAXJ,[0.15277556]
ADRE,[0.15120478]
AFTY,[0.87591165]
AIA,[0.12336674]
ASEA,[0.14710531]
ASHR,[2.01685996]
ASHS,[1.09462636e+12]
AXJV,[0.81238856]
CHAD,[7.83218203e+12]
CHAU,[0.40452187]
CHIE,[0.81589359]
CHII,[0.74993384]
CHIM,[0.25985461]
CHIQ,[0.15427161]
CHIX,[0.30227497]
CN,[0.38165063]
CNXT,[2.14572344e+12]
CQQQ,[0.15207751]
CXSE,[0.11710508]
DBEM,[0.1588744]
DEM,[0.21870773]
DGRE,[0.19972779]
DGS,[0.13515033]
ECNS,[0.29701915]
EDC,[0.56659694]
EDIV,[0.22746139]
EDZ,[1.00321974e+13]
EEM,[0.18187803]
EEMA,[0.15322946]
EEMV,[0.17052944]
EET,[0.37667021]
EEV,[6.97505908e+12]
EIDO,[0.34523672]
EMQQ,[0.16444239]
EPHE,[3.76917196e+11]
EPI,[0.18921292]
EUM,[3.17239134e+12]
EWM,[345663.25008406]
EWX,[0.1373342]
FCA,[0.22204322]
FEM,[0.16725336]
FEMS,[0.13476668]
FNI,[0.16136649]
FXI,[0.34453608]
FXP,[1.95017006e+12]
GMF,[0.14637278]
GXC,[0.18751754]
HAO,[0.30954624]
IDX,[0.3380028]
INCO,[0.12467095]
INDA,[0.24146745]
INDL,[0.85890824]
INDY,[0.21784917]
INXX,[0.26865267]
KBA,[565748.85598159]
KFYP,[0.29220405]
KWEB,[0.17575448]
MCHI,[0.20871409]
PEK,[9.91235348]
PGJ,[0.17523269]
PIE,[0.17697902]
PIN,[0.2010412]
SCIF,[0.24130676]
SCIN,[0.25796027]
SMIN,[0.15499481]
SPEM,[0.17124076]
THD,[0.11665368]
VNM,[0.41255546]
VWO,[0.19770575]
XPP,[0.61615449]
YANG,[2.31203053e+13]
YAO,[0.19496241]
YINN,[0.94986987]
YXI,[3.41607637e+12]
