"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Aruba","ABW","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0904340194359","54.660994030363","52.7715099628899","54.910782992384","55.854458790018","",
"United Arab Emirates","ARE","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9325845283505","34.02944156019","54.5239203764302","45.3749155362868","26.728180556537","27.0503099694407","49.8623282036338","53.2900990664773","56.6434800353697","62.0183337934548","62.5726659493511","",
"Argentina","ARG","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","1.46615945214066","3.09110068970376","6.23785519604425","5.13877487426213","1.77463909074711","1.15399003873071","1.33323899671592","1.48017494869978","2.30254094089041","1.43411726816283","1.27637351498087","2.02250564328395","4.17275500696564","2.55765080760493","9.82484795783127","8.1398717417756","18.6090186924623","14.3206960845246","14.6430739627972","16.421969889739","20.2322107225661","15.1640961270053","19.6977246995835","16.1290412248255","12.4244152562322","16.9569392155608","27.4280508755432","24.6534557360052","23.946359886693","22.0333391526542","19.8483841980828","11.0218432201051","13.7381863641294","15.0863203529933","8.22006946059374","6.27396625321678","9.61999483859266","11.4269032684242","9.43836863309546","11.4625324986418","17.0591270339483","",
"Armenia","ARM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","28.9170137409538","39.8485659089218","30.7926712106768","21.4357939722048","30.5311882555127","25.8494190526192","32.9650824370517","65.5575417793239","81.6494992603587","58.3979524784995","46.8911713951881","34.7241858855655","44.5117286093709","41.6012030044574","65.6320289835983","67.9280872553903","66.7776149326583","78.0602542726578","68.0596741791241","82.459059995885","110.154657299359","89.822555719904","99.1845114670685","96.3497604460815","125.57073668795","126.88304668112","116.079469471386","146.992062155689","152.39105063821","64.9706977427775","136.209373074826","127.111834162587","85.9358762654865","89.85772089845","86.7993358883539","87.9691131312916","87.9950708493997","105.004349206589","113.98207504542","",
"Austria","AUT","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","3.24522152345491","3.49171516674418","2.890519069901","28.1205557496139","2.81357324939328","2.38366551692233","2.22939003127794","2.11809738915755","2.11886918896705","2.18530919635807","6.63175372373714","6.72115078962879","6.39347632710086","7.52239789562897","18.2280178019289","15.8111345248634","13.9428721474706","10.1239951243741","13.7820036042571","14.1595969384794","12.7022726892071","13.4518324005012","17.303444576348","1.19132279798465","15.2049314110365","15.2110028628345","12.7721804363476","15.7364704689461","21.5985333287674","29.1708336828992","39.9562314435228","57.3723624191145","60.8318996484129","17.7294243116815","28.5067383749192","32.159809312936","19.778590338839","25.8989361558962","27.361071952169","21.903943089747","25.147329918308","30.9561751988113","36.1611994918285","",
"Azerbaijan","AZE","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.068370372826445","0.0702865442858026","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","13.6303713792152","13.1479271926859","12.3570109353258","12.2874028610569","11.7450034602067","7.86858399169534","7.94864772426416","9.25075301754214","12.2976581361804","14.7287305024552","24.0647073267413","30.9435126679922","27.7295154650433","36.0279606094498","45.3519182916637","31.7050928649459","33.6015562639298","27.1586759719775","34.5140380534639","34.170064757146","35.0254610156709","42.2244598443844","53.7389999163601","93.6439025184912","70.7662532596857","76.7031300230035","69.7282321199872","49.2761897659863","54.4047288018356","73.67442759619","74.4725261865258","96.6703688621974","81.715916296624","32.2425742546797","53.6099644975029","55.5738567138244","43.5136947630827","60.1579905593514","71.857801606897","71.3162184729121","91.1033706928547","80.8785976574384","88.8593777331898","",
"Benin","BEN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39930269483832","3.02025598095213","5.07704996083504","15.8952432273629","5.74225240190444","4.06033387402894","3.04578241191292","4.10752995306577","1.81195893415529","27.2129921496854","","","4.75154112600132","5.36112381627573","10.9691657816474","12.7915600712093","20.4228932916052","36.100974188099","37.0804526859059","","","","","31.8042430478145","34.5096175998646","",
"Bulgaria","BGR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.110806289729006","0.498070776255708","0.445059474040339","0.0553928273561301","","0.965856889774257","0.757391608391608","0.981447865567642","0.583988618256317","4.43364317787861","8.36461071549398","10.801884355189","17.1599203489743","30.2517812608631","48.7884251544182","16.3215596590792","16.6777613744573","14.5748893813535","14.3738730358226","","","","","","","",
"Bahrain","BHR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2139788699812","123.372976862021","109.467570427078","108.123074839248","73.0929939169276","73.522139985845","77.6987104531909","86.925008232806","102.970937570224","108.74267028542","114.143903189181","124.658766682006","77.5833103175761","70.8975297892002","78.0131387570993","57.650842883549","","","66.0947641268208","61.8491361425647","60.3190624969561","61.4781814292214","",
"Bahamas, The","BHS","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belize","BLZ","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.6627861637443","69.5017474608632","54.6831425561334","69.2865801589624","41.2388512684118","43.6466853021362","49.9331492405573","46.3288848538638","31.2987321618193","23.4257914314225","26.7207412279129","22.2012401520437","26.8512878559547","26.3199915316728","","","","","",
"Bolivia","BOL","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5049109393623","33.2940365411872","24.9548998340324","42.0117626558033","49.3557986369129","53.2336043435305","64.1225722243061","98.0406998310638","34.9072398053112","80.2178651563775","69.9708225535385","46.9740650049287","49.7911998679477","41.2670848575827","34.360602216353","27.2184107033655","42.2833639206053","46.4467304498424","",
"Barbados","BRB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9760410642692","23.9437155931498","21.7341533355314","31.7487706039992","44.5220872176932","61.0024291175148","67.5951111881417","54.6701906134871","58.9511173856545","","","","","","","","","48.2692774674938","97.9965242764273","","","","","68.369746414811","71.7000106986199","",
"Brunei Darussalam","BRN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.49507837312462","6.22867769751456","8.40441106586753","6.77386019149979","12.2144177260773","15.1125398340249","19.1818129598524","16.8893284593426","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","82.1984202229539","82.1882053215302","98.3018075096621","104.328233707669","","66.0569664195794","75.6528941721409","69.4010706161745","80.294700832204","89.2585656134999","94.0378196410025","88.0659462087665","96.1669032653439","77.2277822005002","83.3376556468117","77.3057759822016","103.178539048197","99.5809125026124","111.209872784759","139.973377754739","154.789835781534","171.241688844494","214.216128761539","103.845930718446","83.5528009420388","117.247431137196","102.000224557092","115.082343603936","126.751994301312","129.290591539646","149.254893838511","66.7246133830795","122.337311292009","134.567258459727","106.945137918548","112.919271775933","114.717770668401","116.459575205156","102.165645059705","129.80626482581","143.194110085625","",
"Central Europe and the Baltics","CEB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.04419180955319","9.29435937269804","10.3772433522761","10.1168309503934","12.8602402566372","13.4509091706462","10.9578912657644","13.9944038159229","14.9565856232568","22.8140001788318","24.8091209533937","34.3497781106925","41.3497511685176","15.368486858985","24.7359906670616","27.253999973788","19.0341182184104","","","","","","","",
"Switzerland","CHE","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","35.9058381426087","35.1828234340584","34.6836301027432","39.6006251883857","37.707358044092","78.0439957815194","83.2769251506199","67.0432841833873","67.0536005726763","84.58875510111","61.082917634869","72.6417022650132","71.423045912757","102.468752644467","97.3791678557203","116.19447130353","121.264695273442","200.803122396512","233.591070817195","233.943702982595","291.233204317667","189.266587833694","203.262432365474","206.027839369554","210.343594282111","229.684881882555","281.381914246704","265.601600465189","158.800940259068","196.61565266287","210.584512842944","155.73914817201","184.63449300679","223.77494421294","210.850390925634","223.663725866112","209.849049255767","248.420758270378","",
"Channel Islands","CHI","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67673454038997","3.94970849909584","3.96105197368421","7.28552586605081","3.98939379217274","3.10068748608328","2.15463741438356","6.08727085478888","15.2926162768587","","","","","","","","","","","","",
"Chile","CHL","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.3717547413388","70.1779003699701","90.9440673550607","119.368934761618","99.2929011783009","84.5357017240778","84.807743089981","63.5790682357398","90.7597128181333","77.5751950698513","79.3318967648316","71.4500691594837","114.386505037547","117.854860395333","111.001958795219","112.682347499957","122.63992547777","73.3740054223117","133.843645977149","156.402814112163","107.15042439326","117.296551607327","95.2460497448723","89.5087146298594","78.0132817351526","84.9796189424649","106.351975317109","",
"China","CHN","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8969757421118","22.8972279019299","17.5791008668567","41.6206404464261","126.087743731706","38.6843043710685","69.9253404869828","66.0234529807259","45.0588845388511","43.1908837611339","41.1059770445792","57.2861524758619","74.0015027191324","65.4163457524511","71.183857087217","",
"Cote d'Ivoire","CIV","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7847334264611","34.8684042492726","49.5637090826239","36.2897059162843","60.4402001504531","72.8762953497859","60.186305581938","70.7283732092067","53.0795951540147","38.5045954801698","29.2881756754019","36.7036853515782","38.6307181895598","",
"Comoros","COM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74319865387938","","5.35772317771094","6.7360190313633","6.55262361105615","9.60748374201826","16.2609978037817","","","","3.02683188827907","8.40971137298128","7.56930711122552","8.31758441490722","8.15820469093655","6.22393812345833","4.80486436924662","3.87704027493096","3.5454906491248","","","","","5.1114461435334","5.255735812218","",
"Caribbean small states","CSS","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.1580908855381","4.9264955327176","","","","","","","","","","","","",
"Cyprus","CYP","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4971352660809","71.9740867471696","28.6925611090708","39.5829424109957","26.7358938128481","10.4033271940877","7.96980267033082","8.7389184966889","17.252516470774","13.6804595058498","12.2780988691663","12.7975148401652","",
"Czech Republic","CZE","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2861697689269","12.7939052308436","15.3668973372574","21.270339909654","17.5056346881773","15.6876697629367","16.3146918595426","15.8089865053818","12.0699946373275","12.5213934020325","15.5657684816512","22.5670273065565","25.5989385054079","28.5417749790338","36.4182550662649","17.356437834561","","","","","","","","","","",
