ERUS,FCOM,FONE,IXP,IYZ,LTL,VOX,XTL
0.03825139383872676,0.01136371726964012,-0.009044563877163559,0.0021677186109301068,0.003707440116068272,0.044254070194524917,0.009263699831923912,0.01251385564429957
0.048947583414421764,-0.004119935626562785,0.02681132970812623,-0.004758470098946397,0.00033567236697302637,-0.01142638239412454,-0.004818780703132035,0.016786725100443014
-0.027596888983936644,0.010153961430542726,0.026666646360111512,0.006374829717752032,0.01208476029611419,0.0,0.01095228228848955,0.01469499230941451
0.03869976811098722,-0.013774768055084551,0.0173160900551363,0.004319077858390749,-0.013267044954815628,0.0,-0.013798579720691435,0.009833794891548129
0.00844503210234477,-0.004152596282072796,0.007978590726867697,-0.003153594344277557,-0.00033601086163641736,0.0,-0.0034691492887635503,-0.004780585736568201
-0.0004924004114747951,0.009097793569501859,0.006596405897711593,0.0004314164807391994,0.015803337578337046,0.041745938429170334,0.014040569400774795,0.006582552087382159
0.012321362699882163,0.006665075434632191,-0.006029001580379853,-0.09070007588532034,-0.0006619369650474934,0.0010772746359427382,0.0038905064203918335,-0.0010535065540312157
0.010932136903442332,0.01386810420380345,0.02575662675245321,0.1070775994295967,0.020543882334314627,0.002534773457918393,0.012766411207479322,0.021287683930275005
-0.006283163568183085,0.0007394149641265539,-0.016490588921296692,-0.002672855807405964,-0.0026119303192437193,0.006133468934907619,-0.001237928000793335,-0.029181620570448662
-0.05155639772746791,0.0022164308860302927,0.00026200125466248515,0.015923023933849582,-0.002945921365529241,0.020000178389382738,0.00270459372384152,-0.0016103508778550835
-0.029230850211808837,-0.008109144075295949,-0.003666726138360511,0.0023276366872795147,-0.002626252761340648,-0.007025401397396714,-0.004720321805646932,0.0019712191980091665
-0.024828230957649248,-0.003344612174854902,-0.019716249224978857,-0.012540511086556409,0.006583139539642043,0.015311577792319243,-0.0013549466806835589,-0.01502409491592214
-0.013542838995482104,-0.02237122525291651,-0.01421300002660439,-0.020852977098035703,-0.02812306348488216,0.0,-0.022840310843300224,-0.004721108678597585
0.02690821274362076,0.007246418710358088,0.02774752605732512,0.01200958964896947,0.010430849825760943,0.0,0.004397115519673413,0.004926089223068412
0.024064399555410645,0.002271731055027964,0.016410986637391694,0.007278421781913688,0.003663044958794439,0.0,0.0017279713615412215,0.025599096467713276
-0.044386524272281895,0.017378426211289957,0.011718589045047072,0.015080297554303084,0.018248196015960547,0.0,0.016906508840999996,0.009382248907442438
0.0612021199730679,0.005569772951266656,-0.004633071327981635,0.004797181026702361,0.007819964779397476,0.0,0.004636769895465597,0.0066643364340148855
-0.04067967013584881,-0.007385171564666466,0.0007757591625685617,-0.015555247129778368,-0.0029095847481558712,-0.016432396318087468,-0.007317223273879927,0.010801213394619546
-0.03220608858527276,0.006324135646750125,-0.011627747980709173,0.009543231760272672,0.004539527923648479,0.04568014488352397,0.008845595550742309,-0.01499480018787599
-0.003882549294531792,-0.01417306154575419,-0.02954248323588525,-0.018905892117314624,-0.03066501501566595,-0.041055642628726456,-0.02102087624929425,-0.0288803927410698
-0.045100189424821836,-0.0033989888444569943,-0.013761455799356118,-0.017532790250518397,-0.0061876998203037725,-0.04414356139662578,-0.001951961020843516,-0.013547536150979728
-0.03440240174952353,-0.03448262799317778,-0.06805708303378875,-0.025562876467454164,-0.0505221319785665,-0.09999999290448727,-0.03796609984613083,-0.07855718800215318
0.013285169315992277,0.011381444707523452,0.015017508138287903,-0.006929386969409195,0.017736877514985913,-0.005893217423141548,0.011719959363095757,0.032392811886774515
-0.016686451211098727,0.013581834878321408,0.03568313628944243,0.023259717828013136,0.019867583315448425,0.04717781702739561,0.01465710625315521,0.039076014179733984
0.02303012261704834,0.04134759282777063,0.05266126490508821,0.0363695057885696,0.041353243565847526,0.0,0.0382107916636319,0.05520565671470877
-0.05331754300689387,-0.008088358718436769,-0.003991552329764813,-0.01190656801029678,-0.015096868434575372,0.08067009469964248,-0.007742536571575235,-0.0007021539860349097
-0.008135047386759093,0.029280951500800324,0.006144883714196248,0.02251463930244651,0.026990981210370416,0.06493506857558946,0.02499163169734401,0.006851679559856127
0.0403784185532434,-0.015124224857270597,0.010886786694401464,-0.0031012743453245296,-0.012005134667132778,-0.03197371566507761,-0.014011411896724748,-0.00715397709516636
