ACIM,ACWF,ARKQ,BJK,CIL,CIZ,CUT,DBAW,DBEZ,DEW,DGT,DNL,DOO,DUST,EFAD,EFZ,EUMV,EXI,FAN,FILL,FPA,FYLD,GEX,GHII,GOEX,GRES,GRID,HAP,IDHQ,IMTM,IPKW,IQDE,IQDY,ISCF,ISRA,IVAL,JDST,LOWC,LVL,NLR,PBD,PIO,PIZ,PSAU,PZD,QWLD,RING,SEA,SGDJ,SILJ,TOK,TOLZ,VEGI,YMLP
0.04120850436230858,0.007274937049367216,0.015329494538905647,0.00220698014000539,0.02109261912542986,-0.00793847526482762,0.004599306156183332,-0.00906348363105371,-0.013923604492456236,0.002435401515607339,-0.0099217359857909,0.007904345216171341,-0.0015625108295196422,-0.026461565432516463,0.005111065481920964,0.0009587194082448598,0.0013694112190476206,-0.0006847132785225657,-0.005080417803062557,-0.0033145806726176306,0.012345659040788569,-0.0072219684422411825,0.00984596119619184,-0.010726983213970342,-0.009443001608522086,-0.005694738407480546,-0.003771491113654428,-0.0011685332324734598,-0.019422135116034654,-0.003116527315225335,-0.017283993123690642,-0.010109504973242905,0.00301098470766418,-0.001953279771928849,0.002434501229086725,-0.011887544124276431,-0.09215435409808323,-0.006224892869617503,0.0008640548584477416,0.002030342897048747,-0.005258991924162007,-0.02237594689331865,-0.017599951879784567,-0.0018820017074794566,-0.0022350531624374622,-0.0065235232821606115,0.0026810227381672096,0.0015639171204823268,0.02499995222608688,0.048452251242115316,0.008182169217824732,0.01621261865352598,-0.0010979471236831672,-0.014362364128454756
-0.034950802631898883,-0.008333519143667095,-0.006372426297965661,-0.024222569061152714,0.0015650854445731712,0.014282891938180954,0.001907718209999237,-0.006859678779666198,0.006725477642683416,-0.01302993730979403,0.022515060721308263,-0.00994641863427802,-0.015426010716525374,0.08912778289352488,-0.013984429848580338,-0.011174968092044029,-0.01604983405439392,-0.017404496953820934,-0.010212720493136491,-0.018052166947564768,0.002567379022346312,-0.026101446083536557,-0.009278225522785536,0.00963840131516168,-0.013345865048300804,-0.00534557552796389,-0.011898192111626769,-0.009651984203730844,0.023073193165756414,0.007270220979377937,0.0154606255242069,0.022988236431676537,0.0129116897552113,0.0019571025407332547,-0.005160811253687136,-0.0053820169210330605,0.07956102002504714,0.011503749003854676,-0.02763363793458723,-0.019250225200133902,-0.006573250775995907,0.017599740724565462,0.011336272615402095,-0.024497224612318683,0.004034549239614073,0.019701757885909027,-0.02540102816801764,-0.033836498470898216,-0.029933513548558617,-0.030808658101691807,-0.01693726676168644,-0.016416259481881006,-0.006962236123126904,-0.02003647323020909
-0.033709459504113234,-0.012058306849310946,-0.016773684104833115,0.029619182263476793,0.012500068964380455,-0.022750238917474616,-0.022086797337640143,0.008819910910235741,-0.006826395321200929,-0.010767359681196948,-0.027298423139050343,-0.0008842431774339287,-0.010081443384738185,0.07835164783322074,-0.012022261443881613,0.025185660806070664,-0.009206717597743564,-0.007353299636481506,0.0025894584447572365,-0.008163619696070285,-0.005448214931555827,0.004461100828603926,-0.025396830829323244,-0.01938666778440216,-0.02995170327997501,-0.02034544661480949,-0.01644080481025158,-0.013880610688317006,-0.011423206652510731,-0.01126739421692207,-0.023566645686006697,-0.02359638059931837,-0.031602706551013035,-0.00711431860607635,-0.00030517656062598703,-0.02512940402310612,0.12452358778068873,-0.01268401439498423,-0.0022301514631421315,0.00020661202263494183,-0.02822264918594406,-0.021013595264858933,-0.02757498055357438,-0.029734944213396907,-0.026265162467512742,0.0,-0.025385140338420917,0.009843260361389631,-0.050133205647524125,-0.046357667290585935,-0.0034153115417033496,-0.015744444749069355,0.005493415721755086,-0.044609778398170485
-0.005378884997896936,0.01505301016636008,-0.020571919359176703,0.0008219490079078504,-0.04691370216205093,-0.004493099740151235,-0.005451760772588511,-0.0039077547215751966,0.02672031171660189,-0.00045905766475979465,-0.002863466561234593,-0.012295065658219357,0.007009179385442665,0.14101172503946235,0.005786388046243039,-0.006929150195432242,0.02136565572610529,-0.0019878758751154433,0.005208232171701225,-0.022244009756301256,-0.038634823739660665,-0.01525357757830514,-0.006840370006760192,-0.010279450387484023,-0.04183273861447505,-0.030564247565036607,-0.0072807426935143265,-0.020065843513100774,-0.0182957311958818,-0.022213973830629855,-0.01419751316922821,-0.0050000791508505215,-0.00582760300489485,-0.014624483980233654,-0.00793646580350106,-0.023502631431028445,0.20112983077385324,-0.01123447792224141,-0.0172569586460908,0.005990535000886362,-0.02904229982547135,-0.012205453019357682,-0.001667946226987662,-0.0433044266124225,-0.004276229075772237,-0.02022239856320481,-0.050775777303924886,-0.012707186857274328,-0.05189711469170269,-0.058333343021599676,0.004934382612997955,0.004096173210334953,-0.008915226730785502,-0.01653713718482475
0.026421419865187826,-0.0052104242309113655,0.02248967370713549,0.01642482477572127,0.05278471165411863,0.01664332326041831,0.004698522726104549,0.023146232701554213,0.029590082669317168,0.009639800401864644,0.01794941398924101,0.008693984250463166,0.009976925021359244,0.2613208261650725,0.022489343323513773,-0.015540710465043827,0.01673507050205992,0.013230868385454793,0.003454197383884589,-0.014155973271487191,0.0060281333667702225,0.006833746635762423,0.014759012161092797,0.022019194161622724,-0.04469853494042921,-0.019805964684217008,-0.013258246428687158,-0.008557455480449021,0.0215792093211182,0.0,0.01514034703820831,0.012981560104246257,0.012114063909494816,0.021259487259578297,0.023384545132587184,0.01785710415298467,0.15239889052908276,0.021628257332978698,-0.012014826192169191,0.025872649969152315,0.008083958719146606,0.014060513046564268,0.021720885562896874,-0.05988863433788981,0.008589221469624717,0.025828190208167845,-0.07429418541201158,0.01175147846088601,-0.07191196475189512,-0.04129789094496197,0.01782140613145982,0.002399913557407638,0.012743629722162085,-0.05143427010388925
-0.0203219936703072,-0.026188746464493026,-0.011523539693921224,-0.012658156433019013,-0.0476775197967929,-0.009434194256780491,-0.026500378394887263,-0.02492323918429281,-0.01980617566658189,-0.03205258116898434,-0.012131457019390944,-0.03271308755546503,-0.02641854795471406,0.21952132882246955,-0.03222483772760173,0.02094070261304275,-0.014845917419439771,-0.030609355075768105,-0.004302761538160004,-0.04974341106254467,-0.019307636550794868,-0.0217194298528459,-0.0366840426385924,-0.02589446145834871,-0.09902072886657133,-0.05731959181512555,-0.022298471248305245,-0.04531440887444208,0.0024004305503634925,0.046116607973826516,-0.005092730296448826,-0.02480350931148905,-0.028185353921089236,-0.00824826964539491,-0.005411743529092588,-0.024790197025503904,0.1657142432130204,-0.02127508602857321,-0.04115999702417153,-0.03482789198219747,-0.03368073240547965,-0.028991585381413863,-0.008585412488350375,-0.10148156271721122,-0.022600719686630227,-0.0055319807073454475,-0.10112358808675566,-0.0387169292728707,-0.07930714845720005,-0.10307697483634147,-0.025192175582947268,-0.029207388973401888,-0.03367878032458326,-0.057351315976132924
0.0030730671975811442,0.0,-0.011607260928236685,0.016093886001532026,0.0,0.00013988404838579294,0.009207281047099208,0.009437584947096948,0.005510843306994653,0.015265230415577315,0.000999559951435773,0.006682846187482106,0.018168989919615845,0.0527445389240441,0.020877232237215968,-0.01356897816437656,0.011466036366179284,0.02013335138717091,-0.007778930379157173,0.01457058084632999,0.02274249457201072,0.012950915435798916,-0.022311643235791767,0.0044652926729832326,0.015700547786678357,0.006999091000587718,0.004678269138908485,0.00678072732606412,-0.002394682281855712,-0.006132691979118411,0.005484433052099768,0.016956344920317085,0.012713490152028844,0.009108935912303938,0.02055616194485966,0.01877187737249809,-0.014705849381084171,-0.0080478900278368,0.006829325588710074,0.032973943027484964,-0.005809213776712311,-0.003029083610120221,0.00989685633414757,-0.006595205678057982,0.002680948048814465,-0.004243389769975809,-0.017857247794299636,-0.013808877504032608,-0.008415921595607095,-0.006860928012841743,0.02639302364657096,0.016769453183258485,-0.0053619721263349135,0.02101803761347766
-0.004289212624293066,0.013653504250413857,-0.01948720988261086,0.011811977336094485,0.033591922822397015,-0.0021007386368992512,-0.0015866180133193226,-0.004285104334509846,0.011101768672488523,-0.007402245936505525,-0.0065620176144540006,-0.017300317281070957,0.0011585832867028725,0.06291879959172751,-0.004659393319796648,0.002239309245006523,-0.0020244569513814268,-0.0032660031936497078,0.0017424894962867461,-0.017020980055243964,-0.011284133558561431,-0.008219290987979386,-0.03689079494107158,-0.015994935434410024,0.00594529078140205,-0.012597742172786152,0.005820848114420136,-0.011866623086381992,0.0009603073648896783,0.0021777437721390946,-0.006545437318662202,-0.012922034871123488,-0.0054922829029919965,-0.003139624470063405,-0.02073460324158524,-0.008445319608711734,0.05330493285841655,0.01832883090404433,-0.01841087793041302,0.003212166533732447,-0.02921525539529555,-0.021267277125125786,-0.009391629780274295,-0.019087121122421783,-0.012700436783378923,0.0,-0.027272656730667432,-0.015752626260219324,-0.0359460505970852,-0.01727117527011733,-0.02607155764422365,-0.02182866364760481,-0.009241434138805628,-0.07692336940944168
-0.007384538869559873,0.010612295135797685,0.0036611401357369813,-0.027062911334745417,-0.001562639779798697,-0.01044028496424727,0.0007945913256111052,-0.01408437752532659,-0.029603904332155158,-0.006525183393300404,-0.0020104090530479717,-0.015353022452305947,-0.00856473967768156,-0.2682927274477214,-0.0015602699203175804,0.008937095249331863,-0.003245334923352732,0.00569821475392226,0.006086820826489698,0.004870041672484045,-0.02450501175226228,-0.010589323166769807,0.0,0.010766239213739558,0.08274233375716271,0.012318485025587364,-0.0017363019926111905,0.004544032279741293,0.000959178343870558,-0.015573884628464743,-0.002562327619350549,-0.007601252430862086,-0.015778918539784706,0.0035432497545263846,0.02087103485424268,0.00038716853474583297,-0.3252361820534514,-0.013763923368475251,-0.018756310241919046,0.013808222000228541,0.0,-0.002660687911480444,0.00041215225544786603,0.06852802445493256,0.006093341033298624,0.0005585347143606538,0.08037389357396367,0.021339752832198185,0.11185904259615824,0.07732858211256592,0.006600776522204632,0.028514519567754682,-0.003497883906904799,0.0011738335617136116
-0.034717939582949005,-0.06502436342549013,-0.06201152212103056,-0.08862831870083877,0.049452421802511255,-0.05468247753336333,-0.04724092796717146,-0.07301594745531008,-0.08407324875527393,-0.056063839484480425,-0.06503583448636184,-0.06424125793669927,-0.060705028313081125,-0.19588013570574628,-0.05444142030899293,0.06833276583569968,-0.043956038528608216,-0.061189828382534735,-0.0803802517793196,-0.0705437621709439,-0.08121119434831088,-0.057701047568408215,-0.09103861746661213,-0.04260639804899579,0.02292571618816104,-0.0147761020265284,-0.08318834714540409,-0.06268178539540675,-0.060373857531016616,0.0,-0.0682567724236672,-0.05872346704699236,-0.06533091434604257,-0.0447232938768864,-0.060148135091478185,-0.05495341336235008,-0.11400002138426253,-0.02053139045790392,-0.05231394539700281,-0.034938840472327905,-0.095442710351703,-0.07025353979932561,-0.06633703750357897,0.05463177745195945,-0.06292056355477398,-0.02995780746804044,0.057093377277479415,-0.07138705798185653,0.050302756440956255,-0.02773259695177504,-0.04826965420448825,-0.04604616227072378,-0.06747269210754996,-0.06889108975274137
-0.003211296359412061,0.003023650534101902,0.01666662858571016,-0.012268091995053729,0.010140382308635532,0.006660386230374146,-0.0020832963588362607,0.020547990290707918,0.024902213413493447,0.003976031867243445,0.015235280180511571,0.018662470569598456,0.0059657899727171655,0.1681416041743123,0.005757632468416839,-0.012140915075776424,-0.00804588087014809,0.0102594929560575,0.02443589839937079,0.02665100505717612,0.04494380838496143,0.008888842105639977,0.033124036574014463,-0.015706973078931857,-0.06616857311122118,-0.006175589520893194,0.04362946947959509,0.008617726147720571,0.006629366198470003,-0.049374661344882234,0.024812852393793557,0.006329204842017304,0.0008577496506443698,-0.0006571801057243125,-0.010718773672684015,0.012694477998581588,0.051918790697058965,-0.031511065700628615,0.0042464788818938155,-0.020658478076198125,0.026615848903853004,0.007651936935064655,0.019858832978885157,-0.06906908491917117,0.003949696189434116,-0.028942585197081525,-0.07037665369348549,0.017499959028251473,-0.0558757414664075,-0.055369092169286725,-0.0005741080762493603,0.013646563083852129,-0.0012547278169254266,0.0899609172501178
-0.03688795235448395,-0.032730365020795335,-0.03333327570767185,-0.04483484206506352,-0.03631545596865559,-0.041487609733029215,-0.019624332057587877,-0.04236582354509485,-0.02887444107433593,-0.03836619586830995,-0.0397149641654248,-0.03664119777203211,-0.03928855313204698,0.18500807609651426,-0.03941528994378877,0.04706234945054303,-0.026222017755030587,-0.03390072385398247,-0.04587168104292222,-0.04176075439365708,-0.0594982717488937,-0.032305523644617605,-0.026939740186531468,-0.01914882388327637,0.046857135759233434,-0.04172218759800004,-0.061193510670545716,-0.04579632004292476,-0.04052664375701345,-0.03630308371538545,-0.038816326964205575,-0.043576029462549015,-0.04670089421525296,-0.02810879136410555,-0.028361970948677387,-0.06267695856432128,0.1566522882437546,-0.005092691826981616,-0.04122622870977763,-0.053049257502249564,-0.025925811424274726,-0.030375117964568706,-0.030722660852234376,-0.06774196668326997,-0.027539359786956333,0.0011854498749641102,-0.07394337349735691,-0.023341543858268927,-0.06669799081205696,-0.053285847539826334,-0.03159702252401221,-0.03864368131023849,-0.02219424249682309,-0.02392337889867628
0.01170758091052779,0.02315228903830607,0.01893724178364928,0.005074580151971446,0.022671683713662485,0.025870676250365737,0.0161841551198008,0.01971101328740802,0.007855428101589642,0.022908666582684967,0.017048228508885068,0.025809523979336696,0.023405446140281082,0.04273208500984098,0.03022537301078325,-0.03263664591279152,0.028823185154324145,0.02442398331109521,0.0375002088678119,0.007067382650152902,0.0537346410404373,0.03034916403764695,0.013257924571661141,0.008947804491858995,-0.022925716188160885,0.020379971905786352,0.021297254150670488,0.0096705152302104,0.013199486492590895,0.0,0.034786239067694825,0.03146977295513071,0.028314594046032586,0.02536988826707328,0.01705485376968489,0.033649644780740666,0.026901663769382283,-0.0025593723518311504,0.018743102255791292,0.01146877167805837,0.041824876448832544,0.02985812217056957,0.030803615600427787,-0.005190345924383672,0.019124670314696616,0.0,-0.003802479480951622,0.003773576302004608,0.009562056367529609,-0.026266484647962867,0.013051144311636492,-0.011151382018878078,0.000856577101190838,-0.04901960420152389
