Name,Riskiness R
AAXJ,[0.19442311]
ADRE,[0.15827395]
AFTY,[0.87219294]
AIA,[0.14243243]
ASEA,[0.17565277]
ASHR,[1.73180387e+11]
ASHS,[2.55268815e+12]
AXJV,[1.19952384]
CHAU,[0.4770627]
CHIE,[6.94387908e+11]
CHII,[1.5468145e+12]
CHIM,[0.37972515]
CHIQ,[0.20386532]
CHIX,[0.61005198]
CN,[0.67842302]
CNXT,[1.94021406e+12]
CQQQ,[0.18241828]
CXSE,[0.14133024]
DBEM,[0.20450435]
DEM,[0.28396852]
DGRE,[0.21142765]
DGS,[0.15979494]
ECNS,[1.99448911e+12]
EDC,[0.68086529]
EDIV,[0.29571304]
EDZ,[8.96384426e+08]
EEM,[0.21458744]
EEMA,[0.20257001]
EEMV,[0.27987324]
EET,[0.44967481]
EEV,[3.0523649e+12]
EIDO,[0.38422392]
EMQQ,[0.15908416]
EPHE,[4.49864903e+11]
EPI,[0.18499862]
EUM,[1.37303827e+12]
EWM,[978260.0651108]
EWX,[0.19339731]
FCA,[0.37392382]
FEM,[0.20953883]
FEMS,[0.17128438]
FNI,[0.16206106]
FXI,[0.79494645]
FXP,[1.3217726e+12]
GMF,[0.1788572]
GXC,[0.24538827]
HAO,[1.76531317]
IDX,[0.39453366]
INCO,[0.13861487]
INDA,[0.24080992]
INDL,[0.82205836]
INDY,[0.20561191]
INXX,[0.25325601]
KBA,[1618752.91259271]
KFYP,[0.43715037]
KWEB,[0.18445702]
MCHI,[0.28375073]
PEK,[6.02245301e+11]
PGJ,[0.18554047]
PIE,[0.23792487]
PIN,[0.18402525]
SCIF,[0.21221289]
SCIN,[0.25637538]
SMIN,[0.15352508]
SPEM,[0.1954844]
THD,[0.12511575]
VNM,[0.32167236]
VWO,[0.23827881]
XPP,[1.32362487]
YANG,[1.21212488e+10]
YAO,[0.29554659]
YINN,[2.28128109]
YXI,[2.28256142e+12]
