BSCJ,BSCK,BSCL,BSCM,BSCN,BSCO,IBCD,IBCE,IBDC,IBDD
0.00030841250285725024,0.0016908320000997533,0.0007625624869391416,-0.00033953020511903623,-0.000889008354952023,-0.0007229885439989343,0.008367662947417637,0.008182031524650827,0.003878208779719811,0.008426526139516619
-0.00047469538961318673,-0.0009464245758455301,-0.002397833153529405,-0.0009646429926837815,0.0009861728248245123,0.0016313502408657893,0.001837082764316177,-0.0017695140369465058,0.0009581159458799676,0.001242021399782314
0.003800140397471513,0.004737181598400756,0.007211596235132023,0.00917841869775164,0.008916575646699024,0.006416042165837211,0.006010753688719613,0.013036041411916072,0.00851731886054427,0.009448402637593209
-0.008045710033781937,-0.008014707594948335,-0.01002411689964852,-0.011009759112892082,-0.003955135032270364,-0.005884631516976767,-0.007189963357695959,-0.012765606113717314,-0.0073066169009002565,-0.008225145031624333
0.006849590410853232,0.006641488470814022,0.011840783523835118,0.010666535044593743,0.007312078821443644,0.010539981809523634,0.009381468149901605,0.014652323962548763,0.016508980709498373,0.01967791043270717
-0.004271569998133962,-0.005203518346913147,-0.005252833374101317,-0.005761092069666334,-0.0053659691615379895,-0.0015172219261180204,-0.00030481124630793216,0.000518621379274021,-0.005502799982537135,-0.0022685128250241127
-0.0019064016423556726,-0.0028528238618353422,-0.0004806558520171409,-0.00048230672993398554,-0.000490032181043676,0.0,-0.004582511840282799,-0.0023845601871267568,0.0015266923533546696,-0.005305379844350462
0.0019100429513751445,0.004291531228631862,0.0048032420745030965,0.0043474944414905545,0.00981335622607836,0.008823424811409483,0.017065006876082922,0.011154136987477288,0.01236398012985656,0.025831675357799
0.008777591125574767,0.011486650770848405,0.010884254676996998,0.007871388529393848,0.006363992558559135,0.0018801636252303102,0.0008104738787007501,0.016488704716757542,-0.0013282963774535212,0.000281454066004049
0.003309760605166529,0.005176811385567276,0.006637960830253377,0.0028636012586331803,0.007263910046075464,0.013848760350193886,0.01781762690785411,0.008467820024781726,0.00760075419689067,0.006658043195860503
0.0004710224930344337,0.0009361145963761856,-0.0014125649452514804,0.00618772723325871,0.005336493459255204,0.0068542158679913215,-0.005967901033418152,0.001618421714649534,-0.0011312848811888016,0.0034467603545549
0.007536179730145328,0.0065482692698064365,0.009905458868691788,0.008514861106563265,0.013342414318807951,0.011519160961004207,-0.001600740435473374,0.002929398292870667,0.001132566136135558,0.012254016092171407
