Name,Riskiness R
BZF,[0.27901932]
CEW,[16.04430434]
CNY,[0.19395728]
CROC,[1.49146733e+13]
CYB,[2.06374805e+12]
DBV,[8.01076584e+11]
DRR,[1.27676797e+13]
EUFX,[5.93365248e+12]
EUO,[1.27047088e+13]
FXA,[6.75318851e+11]
FXB,[1.38090134e+13]
FXC,[5.79610006e+12]
FXCH,[7.0129539e+12]
FXE,[7.63830601e+11]
FXF,[3.37633922e+12]
FXS,[5.70962263e+12]
FXSG,[1.65678834e+12]
FXY,[0.51213875]
UDN,[1.29304123e+12]
ULE,[1.00332936e+12]
URR,[8.94010782e+10]
USDU,[3.65164338e+12]
UUP,[2.09374796e+12]
YCL,[0.77020588]
YCS,[1.22404883e+13]
