Name,Riskiness R
CHIM,[0.74786762]
COPX,[12.87947633]
CROP,[0.10040475]
CUT,[0.39591678]
DUST,[6.17530138e+12]
FLM,[1.4328004]
FMAT,[0.23102871]
FTAG,[1.93424511e+13]
FTRI,[5.6786913e+12]
FXZ,[0.24285849]
GDX,[1.40869073]
GDXJ,[0.9843175]
GNR,[3.86333493e+11]
GOEX,[0.64409436]
GRES,[6.63406021e+11]
GUNR,[2.58039696e+11]
HAP,[1.69642268e+11]
IGE,[8.48687261e+11]
ITB,[0.31027519]
IYM,[0.41621314]
JDST,[2.99378479e+13]
JNUG,[4.37414362e+11]
LIT,[2.61655359]
MOO,[0.36024418]
MXI,[3.59113327e+10]
NUGT,[3.45505072e+09]
PAGG,[6.28017113e+11]
PICK,[1.06564575e+12]
PKB,[0.18992835]
PSAU,[1.72346804]
PSCM,[0.4658288]
PYZ,[0.22834065]
REMX,[1.85900897e+12]
RING,[1.68473361]
RTM,[0.19128418]
SBM,[7.32714734e+11]
SIL,[1.27099835]
SILJ,[0.62283421]
SLVP,[0.96895795]
SLX,[2.64226542]
SMN,[6.47444707e+12]
SOIL,[3.91659807e+11]
URA,[5.32999364e+12]
UYM,[0.95247666]
VAW,[0.23492903]
VEGI,[1.36451472]
WOOD,[0.30365452]
XHB,[0.42477512]
XLB,[0.23957445]
XME,[2.16587048e+12]
