Name,Riskiness R
AMJ,[0.26258485]
AMLP,[0.29690868]
AMU,[0.26144957]
AMZA,[0.39593818]
ATMP,[0.211375]
CHIE,[0.26852956]
CRAK,[0.06001506]
DDG,[3.56980146e+12]
DIG,[0.49571783]
DRIP,[8.83942204e+12]
DUG,[6.58532674e+12]
EMLP,[0.07825583]
ENFR,[0.14490256]
ENY,[0.32621345]
ERX,[0.73612774]
ERY,[1.10076249e+13]
FAN,[0.16159527]
FCG,[71.5795402]
FENY,[0.21301352]
FILL,[0.14454882]
FRAK,[0.65392688]
FXN,[0.50569558]
GASL,[3.98607271e+12]
GEX,[0.24556991]
GREK,[0.92542346]
GRID,[0.09330041]
GUSH,[1.14195522]
ICLN,[2.29182207e+11]
IEO,[0.28774471]
IEZ,[76.37540519]
IXC,[0.14512075]
IYE,[0.20769349]
KOL,[0.10505246]
MLPA,[0.23943225]
MLPB,[0.54811992]
MLPC,[0.28495651]
MLPG,[0.21065362]
MLPI,[0.28909965]
MLPX,[0.21228331]
MLPY,[0.43945055]
NLR,[0.08941876]
OIH,[5.08736806e+11]
PBD,[0.33749452]
PBW,[0.25952335]
PSCE,[2.37968428]
PUW,[0.17488135]
PXE,[0.4341433]
PXI,[0.47698206]
PXJ,[8.50676164e+11]
PZD,[0.0753468]
QCLN,[0.15802833]
RYE,[0.28654477]
TAN,[9.89768801e+11]
TPYP,[0.10274005]
VDE,[0.20565242]
XES,[2.26789119e+11]
XLE,[0.18685797]
XOP,[0.41124186]
YLCO,[0.10229524]
YMLI,[0.23797239]
YMLP,[1.28291065]
ZMLP,[0.53439549]
