,Date,ALTS,BTAL,CHEP,CPI,DIVA,DIVY,FLAG,FMF,FTLS,HDG,HTUS,MCRO,MNA,MOM,MRGR,QAI,QED,QLS,QMN,RALS,RLY,SIZ,VAMO,WTMF
0,2009-03-23,,,,,,,,,,,,,,,,22.642971,,,,,,,,
1,2009-03-30,,,,,,,,,,,,,,,,22.670179,,,,,,,,
2,2009-04-06,,,,,,,,,,,,,,,,22.951288,,,,,,,,
3,2009-04-13,,,,,,,,,,,,,,,,23.02383,,,,,,,,
4,2009-04-20,,,,,,,,,,,,,,,,22.969427,,,,,,,,
5,2009-04-27,,,,,,,,,,,,,,,,23.069176000000002,,,,,,,,
6,2009-05-04,,,,,,,,,,,,,,,,23.395623999999998,,,,,,,,
7,2009-05-11,,,,,,,,,,,,,,,,23.341215,,,,,,,,
8,2009-05-18,,,,,,,,,,,,,,,,23.549782,,,,,,,,
9,2009-05-25,,,,,,,,,,,,,,,,23.749279,,,,,,,,
10,2009-06-01,,,,,,,,,,,,,,,,23.667669,,,,,,,,
11,2009-06-08,,,,,,,,,,,,23.109308,,,,23.667669,,,,,,,,
12,2009-06-15,,,,,,,,,,,,22.833433,,,,23.46817,,,,,,,,
13,2009-06-22,,,,,,,,,,,,23.090919,,,,23.640465,,,,,,,,
14,2009-06-29,,,,,,,,,,,,22.805843,,,,23.64953,,,,,,,,
15,2009-07-06,,,,,,,,,,,,22.916195000000002,,,,23.486304999999998,,,,,,,,
16,2009-07-13,,,,,,,,,,,,23.063328,,,,23.685804,,,,,,,,
17,2009-07-20,,,,,,,,,,,,23.596695,,,,23.975981,,,,,,,,
18,2009-07-27,,,,,,,,,,,,23.633478,,,,24.030388000000002,,,,,,,,
19,2009-08-03,,,,,,,,,,,,23.596695,,,,23.966915,,,,,,,,
20,2009-08-10,,,,,,,,,,,,23.5783,,,,23.948774,,,,,,,,
21,2009-08-17,,,,,,,,,,,,23.5783,,,,24.030388000000002,,,,,,,,
22,2009-08-24,,,,,,,,,,,,23.60589,,,,24.030388000000002,,,,,,,,
23,2009-08-31,,,,,,,,,,,,23.71624,,,,24.202682,,,,,,,,
24,2009-09-07,,,,,,,,,,,,23.955332000000002,,,,24.293367,,,,,,,,
25,2009-09-14,,,,,,,,,,,,23.973726,,,,24.393112,,,,,,,,
26,2009-09-21,,,,,,,,,,,,23.808199,,,,24.393112,,,,,,,,
27,2009-09-28,,,,,,,,,,,,23.762220000000003,,,,24.465656,,,,,,,,
28,2009-10-05,,,,,,,,,,,,24.240408,,,,24.592610999999998,,,,,,,,
29,2009-10-12,,,,,,,,,,,,24.63583,,,,24.773973,,,,,,,,
30,2009-10-19,,,,,,,,,,,,24.553066,,,,24.864653,,,,,,,,
31,2009-10-26,,,,24.403154,,,,,,,,24.139252,,,,24.402182,,,,,,,,
32,2009-11-02,,,,24.43231,,,,,,,,24.470304000000002,,,,24.701427,,,,,,,,
