ALTS,BTAL,CHEP,CPI,DIVA,FLAG,FTLS,HDG,HTUS,MCRO,MNA,MOM,MRGR,QAI,QED,QLS,RALS,RLY,SIZ,VAMO,WTMF
0.005138466361837665,-0.051764638742188514,-0.0003974551333607403,0.01641209942160265,0.043076977725480435,0.10932749643859584,0.04338788012012077,0.026055364499983025,-0.001624802884804309,0.0135024223184677,-0.008629942117602677,-0.0356009857031728,0.013831183189355884,0.008680594998826173,0.016145816187002122,0.0020920661090862392,-0.004705153661313615,0.047543388162816766,-0.02568567808818798,-0.02257139485373447,-0.0009652320274584179
0.013903290405155777,-0.0069479302311343,-0.054870777323921975,-0.001126456326369508,-0.024863198654074624,-0.020833256683579108,0.0152997834839579,-0.0007054628070203924,0.006102637808674851,0.0,0.0029016765564179783,0.03545317852875802,-0.02100947656090681,-0.005163520348582566,-0.001025038816122418,0.0,0.004887068531591964,-0.026548534881611158,-0.004021358535360138,0.012783333279363995,-0.0014492469007118002
-0.01658585227737819,0.03348322028555597,0.01724866780297166,-0.0026315803657218145,0.001296448209152366,-0.032391174152048265,-0.013562428710092191,-0.009647008670637478,0.01293980602782659,-0.01695602971329294,0.015189872492129709,-0.02506173667490293,0.014492700904707891,-0.01522490285310842,-0.0282196326057807,0.0,-0.004095162917007554,-0.036796404368895384,-0.042171420270461134,-0.06026042124071,0.010885302366517744
-0.013289080027297515,0.09477752520992598,-0.0074441886981092015,-0.007063482291018101,-0.06776005267039714,-0.06383691030633867,-0.036094273827462664,-0.02398863023810013,0.013173574064369994,-0.001491380979237185,0.007359245449824042,0.02679217860998637,-0.005871845725488456,-0.00929254106590766,-0.0048625695424999405,0.019094848624583147,-0.000325231562200477,-0.02518524230573046,-0.022482388758782338,-0.03828773666128496,-0.011007375467226264
0.002990730507811539,-0.0017667249899199692,0.03833334824274137,0.0,0.09259285468916294,0.05639755266500476,-0.014607848646623603,-0.003651470337855541,0.011426333768093148,-0.0004157649071460526,0.01748131970811114,-0.06135401758272159,0.022985211031206487,0.003563832928244457,0.0,-0.06419620822021241,0.012664702896942614,0.015313271990387643,-0.012458073193192374,0.044102212234387185,0.03411563492202716
0.02151088422241489,-0.022123880832908442,0.0377207177516313,0.014806376493906676,0.03296598134775215,0.0647314205812202,0.031227751603934286,0.020034240953487714,0.003116443931495589,0.02870210862564973,0.011921426642936786,-0.04470326654007259,-0.00027067753585470185,0.023437472293747375,0.038681770282519165,0.036809762101671986,-0.004593960548894474,0.0598721403658184,0.039786460951651545,-0.005577109122164085,-0.020355699123940932
0.001355440395317412,-0.031221722540201606,-0.007734007395838028,-0.000374145822635542,0.029206595384809343,0.025070554329852796,-0.006515403377018663,0.0057485178923197796,0.0015535488975604902,0.0028305738284903326,-0.01212747691167185,-0.047581635863153685,-0.011914424634648443,0.008327582481395738,0.010766758432698836,0.006723950041533539,0.017019212969488957,0.040486448899788606,0.0,-0.010043014307052822,0.02579418827016895
-0.00838090457280829,0.0014012491861721188,-0.05572875803809819,-0.0018711610502966435,-0.0023914703500038698,-0.028737394063779717,0.003783078623464744,0.0016670038607220182,0.00969349358608703,-0.011290255629368,0.011574822857854215,0.05202316482341717,0.003836779919779972,-0.0034411606450534967,0.0,0.0,-0.007620077393131919,-0.013294668024890054,0.0018664955669622809,-0.01119879274106959,-0.013038425774987858
0.008399222052496413,0.0844216128536376,-0.05076353699034368,0.007124110234890381,0.018298237583675332,-0.012905186256238151,-0.0006280993074576882,-0.0047550683562497965,0.01267283199832665,0.008564365206598286,-0.014216342134261975,0.0459183673469387,-0.007644146618829055,0.006906121430391976,0.005660397307016065,-0.0002671774229094722,0.0012797111906543664,0.02484220219545749,-0.01723330308492329,-0.007195261583573328,0.0028308007244564146
0.00046817875391533156,-0.05892478364733302,0.033478296977018235,0.004839897107917706,0.03494723995389922,0.08220387188798052,0.04495952135374362,0.013616781023676262,-0.00803941353353375,0.008491762376717012,0.003517441263098377,-0.05515947467166976,-0.004005991862866169,0.007887481528895153,0.032594808319863215,0.02405143461642313,-0.007786229355632618,0.01342972702630554,0.020853127962085247,0.027228928181739474,-0.013408639450208485
-0.008504302115645342,-0.022851907021175403,0.00925533721605022,-0.002593563457095881,-0.009877532770249194,0.011521749963913294,-0.010850134979073979,0.001649717081895524,-0.00298187125447377,0.006415335433204832,0.01121620461099684,-0.03971405877680699,-0.0011066069821584618,-0.002722024707891478,0.005451030033142583,0.01200405383235344,0.0033557327679342853,-0.006517192129320384,0.002785468765762882,0.01630487372690205,-0.02122074698629636
