,Date,AAXJ,ADRE,AFTY,AIA,ASEA,ASHR,ASHS,ASHX,AXJV,CHAD,CHAU,CHIC,CHIE,CHII,CHIM,CHIQ,CHIX,CN,CNHX,CNXT,CQQQ,CXSE,DBEM,DEM,DGRE,DGS,ECNS,EDC,EDIV,EDZ,EEM,EEMA,EEMV,EET,EEV,EIDO,EMQQ,EPHE,EPI,EUM,EWM,EWX,FCA,FEM,FEMS,FNI,FXI,FXP,GMF,GXC,HAO,IDX,INCO,INDA,INDL,INDY,INXX,KALL,KBA,KFYP,KWEB,MCHI,NFTY,PEK,PGJ,PIE,PIN,SCIF,SCIN,SMIN,SPEM,THD,VNM,VWO,XCEM,XINA,XPP,YANG,YAO,YINN,YXI
0,2005-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.604019,,,,,,,
1,2005-04-01,,15.050292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.030548,,,,,,,,,,15.839210999999999,,,,,,13.528657999999998,,,,,,,,,,,,,,,,,,10.969624000000001,,,,,,,,,16.217057999999998,,,,,,,
2,2005-05-01,,16.15521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.568844,,,,,,,,,,15.539922,,,,,,13.362354000000002,,,,,,,,,,,,,,,,,,11.070881,,,,,,,,,16.688444,,,,,,,
3,2005-06-01,,16.797596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.266148,,,,,,,,,,15.931296,,,,,,13.966409,,,,,,,,,,,,,,,,,,11.577173,,,,,,,,,17.265364,,,,,,,
4,2005-07-01,,17.937185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.669289000000003,,,,,,,,,,17.128443,,,,,,15.103578,,,,,,,,,,,,,,,,,,12.111146000000002,,,,,,,,,18.468452,,,,,,,
5,2005-08-01,,18.438009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.929495000000003,,,,,,,,,,16.71405,,,,,,15.110910999999998,,,,,,,,,,,,,,,,,,11.94176,,,,,,,,,18.732288,,,,,,,
6,2005-09-01,,20.235428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.654064,,,,,,,,,,16.852182,,,,,,15.710057999999998,,,,,,,,,,,,,,,,,,12.280532000000001,,,,,,,,,20.273083,,,,,,,
7,2005-10-01,,19.265398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.281549,,,,,,,,,,16.506853,,,,,,14.088676000000001,,,,,,,,,,,,,,,,,,11.260302000000001,,,,,,,,,19.126279999999998,,,,,,,
8,2005-11-01,,20.774027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.45508,,,,,,,,,,16.207565,,,,,,14.907928,,,,,,,,,,,,,,,,,,11.738374,,,,,,,,,20.459524,,,,,,,
9,2005-12-01,,21.506907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.513802,,,,,,,,,,15.701081,,,,,,15.069335,,,,,,,,,,,,,,,,,,11.840817999999999,,,,,,,,,21.416365,,,,,,,
10,2006-01-01,,24.683409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.997362,,,,,,,,,,17.422207,,,,,,17.899628,,,,,,,,,,,,,,,,,,13.532113,,,,,,,,,24.330088,,,,,,,
11,2006-02-01,,23.885416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.996468,,,,,,,,,,17.590191,,,,,,18.111675,,,,,,,,,,,,,,,,,,13.549187,,,,,,,,,23.807396,,,,,,,
12,2006-03-01,,24.216974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.538189000000003,,,,,,,,,,17.926159,,,,,,18.53079,,,,,,,,,,,,,,,,,,14.189507,,,,,,,,,24.086639,,,,,,,
13,2006-04-01,,25.982981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.202042,,,,,,,,,,18.718076999999997,,,,,,19.608508999999998,,,,,,,,,,,,,,,,,,14.437102,,,,,,,,,25.966177,,,,,,,
14,2006-05-01,,23.131647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.170994,,,,,,,,,,18.142135999999997,,,,,,18.27882,,,,,,,,,,,,,,,,,,13.660173,,,,,,,,,23.034102999999998,,,,,,,
15,2006-06-01,,23.40571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.222586,,,,,,,,,,17.494201999999998,,,,,,19.159461999999998,,,,,,,,,,,,,,,,,,13.685785999999998,,,,,,,,,23.012623,,,,,,,
