Name,Riskiness R
Alternatives ETF List (35),[0.03187761]
Broad Asia ETF List (44),[0.34241542]
Commodity ETF List (125),[0.16480739]
Consumer Discretionary Equity ETF List (31),[0.0737739]
Consumer Staples Equity ETF List (26),[0.06181151]
Crude Oil ETF List (22),[0.16764827]
Currency ETF List (36),[0.06206522]
Developed Asia Pacific ETF List (108),[0.10830589]
Developed Markets ETF List 1 (100),[0.07521081]
Developed Markets ETF List 2 (100),[0.13306989]
Developed Markets ETF List 3 (93),[0.20218708]
Emerging Asia Pacific ETF List (114),[0.15296016]
Emerging Markets ETF List (79),[1.08978978]
Energy Equity ETF List (80),[0.20141923]
Financials Equity ETF List (51),[0.05561583]
Global ETF List (72),[0.11005912]
Gold ETF List (17),[0.75596927]
Healthcare Equity ETF List (49),[0.06887908]
Industrials Equity ETF List (37),[0.09318356]
Investment Grade Corporate ETF List (50),[0.0048791]
Junk ETF List (43),[0.02307415]
Materials Equity ETF List (62),[0.12623136]
Municipal Bond ETF List (29),[0.01302421]
Preferred Stock ETF List (12),[0.02660241]
Real Estate ETF List (48),[0.09849431]
Target Maturity Date Corporate Bond ETF List (24),[0.01085693]
Technology Equity ETF List (75),[0.07632423]
Telecom Equity ETF List (10),[0.09539632]
Total Bond Market ETF List (82),[0.00218434]
Treasuries ETF List (51),[0.01613914]
Utilities Equity ETF List (24),[0.07596139]
Volatility ETF List (18),[1.99817248e+12]
