Name,Riskiness R
ADRE,[1.92120561e+12]
BBRC,[2.18071731e+12]
BICK,[5.31077872e+12]
BKF,[2.56007583e+12]
DBEM,[3.84080573e+12]
DEM,[3.88369732e+12]
DGRE,[1.10239187e+12]
DGS,[3.38157274e+12]
DVYE,[9.51611871e+12]
EDC,[7.6250925e+09]
EDIV,[4.73396278e+12]
EDZ,[1.03006029e+08]
EEB,[1.63938437e+12]
EELV,[2.44600628e+12]
EEM,[2.24270596e+12]
EEMO,[2.70512326e+12]
EEMS,[1.18113453e+12]
EET,[5.2938007e+12]
EEV,[1.61569388e+12]
EMCG,[1.95366546e+12]
EMFM,[1.26889751e+12]
EMIF,[2.91536647e+12]
EUM,[1.54393896e+13]
EWEM,[1.72189833e+12]
EWX,[1.09929718e+12]
FEM,[3.65814449e+12]
FEMS,[2.99660584e+12]
FNDE,[3.59653108e+12]
HILO,[2.2362009e+12]
IEMG,[3.89387996e+12]
PIE,[1.79737025e+12]
PXH,[1.17631609e+12]
PXR,[3.20430501e+12]
SCHE,[1.37445623e+12]
SPEM,[4.07615952e+12]
TLTE,[8.37590221e+11]
VWO,[9.31842185e+11]
