Name,Riskiness R
AIRR,[6.12738141e+10]
CGW,[1.22024502e+12]
CHII,[1.17329451e+10]
EXI,[1.17553382e+12]
FIDU,[1.16341722e+11]
FIW,[2.73298882e+11]
FXR,[4.76353088e+11]
IEV,[2.16297485e+12]
ITA,[0.8540084]
IYJ,[3.64581034e+11]
IYT,[1.11677056e+11]
PHO,[1.72371731e+12]
PIO,[2.43632751e+12]
PPA,[0.8653964]
PSCI,[3.35167638e+10]
RGI,[1.53428635e+11]
SEA,[4.28447494e+12]
SIJ,[2.43575931e+13]
UXI,[0.47246872]
VIS,[1.1509365e+11]
XAR,[3.72365704]
XLI,[3.94968097e+10]
XTN,[1.75225516]
_PRN,[1.08504794e+12]
