,Date,AAXJ,ADRE,AFTY,AIA,ASEA,ASHR,ASHS,ASHX,AXJV,CHAD,CHAU,CHIC,CHIE,CHII,CHIM,CHIQ,CHIX,CN,CNHX,CNXT,CQQQ,CXSE,DBEM,DEM,DGRE,DGS,ECNS,EDC,EDIV,EDZ,EEM,EEMA,EEMV,EET,EEV,EIDO,EMQQ,EPHE,EPI,EUM,EWM,EWX,FCA,FEM,FEMS,FNI,FXI,FXP,GMF,GXC,HAO,IDX,INCO,INDA,INDL,INDY,INXX,KALL,KBA,KFYP,KWEB,MCHI,NFTY,PEK,PGJ,PIE,PIN,SCIF,SCIN,SMIN,SPEM,THD,VNM,VWO,XCEM,XINA,XPP,YANG,YAO,YINN,YXI
0,2013-12-09,-0.02301122427417766,-0.02282983019260954,,-0.025745724478312422,-0.025324284324731928,-0.01938738763231214,,,,,,,-0.036500984577042525,-0.04150656344560671,-0.0275465442101754,-0.024645622089751025,-0.04471253493573677,,,,-0.015759287782393744,-0.037614764958471575,-0.025171569836984518,-0.02472742558390009,-0.023609443885881657,-0.02267912730026244,-0.025190633386807746,-0.07127804347305783,-0.020760360680768215,0.07191603081512996,-0.02360531278052544,-0.032972719634635154,-0.017064870881705413,-0.04562285675169944,0.04541017413109075,-0.030864277558388296,,-0.06230715263983024,-0.04908696691736508,0.02297562901691897,-0.011242827310854788,-0.024793443024285447,-0.012954558070791008,-0.015637586234295207,-0.017922222080381245,-0.018345211844347283,-0.044084553230525535,0.08543418416322915,-0.028106239468967713,-0.03219389346526291,-0.019026990344946475,-0.03440376274910665,-0.04188941650535736,-0.039199861450788916,-0.12522521689651042,-0.044407465482483525,-0.06682774592662746,,,-0.008312264597050924,0.002215277994521719,-0.035628512559154966,,-0.01603038880709619,-0.006833058083206951,-0.01634001483468863,-0.04424271602849117,-0.057066982029301244,-0.048526839315932255,-0.028248705202089573,-0.023654908289255958,-0.03213454021877189,-0.03215926592092176,-0.023953914509030925,,,-0.08350559932004444,0.12710071553012034,-0.027866004258778422,-0.13028358139071997,0.04693811047962728
1,2013-12-16,-0.012449573413622936,-0.01657166806268589,,-0.016988253172114613,-0.003168580140275953,-0.04507718081794479,,,,,,,-0.006531718126056265,0.006415381809902716,-0.015151463598564967,-0.013897707589751361,-0.022288267944866012,,,,-0.013973851434135784,-0.015443125702139359,0.001408390087812071,0.00039940757481008246,0.0,-0.016699265419285327,-0.02367001966271707,-0.013610619052381489,-0.017369121829759145,0.0038662581441835627,-0.011477538890376027,-0.010477542877849348,-0.016145837901733587,-0.01191630103644154,0.004670695042752079,-0.010918861017789376,,0.009868481936330095,0.02701072142979176,0.001840893272094829,-0.024636769167513953,-0.02390279594187587,-0.02836573116330735,-0.013849368750353716,-0.004847518144391605,0.01502379219513345,-0.02761880098331702,0.04516134700254314,-0.015310217291019603,-0.024368155419163304,-0.026109471232250544,-0.0023752710025262483,0.044651170171752165,0.02039961383010308,0.08671474395769423,0.016221203614946507,0.014667808616459522,,,-0.009331021957528864,0.010735554302589755,-0.0282276091137791,,-0.043246545118699145,0.002752137596431637,-0.00885946587580458,0.033234382109079905,0.05277971524363188,0.03642982628604769,0.029554410050897775,-0.0069676160040112334,-0.02020354856758801,0.002109643032103721,-0.009667735281294876,,,-0.04755286619481517,0.06523768568015534,-0.0192307764777724,-0.07456733257758724,0.020486739974560762
2,2013-12-23,0.021815697323209628,0.034195242063085565,,0.026952836579859984,-0.02161469707687501,0.00910983745213556,,,,,,,-0.003287292126429852,-0.020717127558537378,-0.0006689827708670212,0.0,0.009878319104952037,,,,0.019191041250908238,0.019171226311659628,0.014776608639832947,0.008780753297575506,0.0032786603332117226,0.0017642473518062586,0.028886372532763292,0.06094296476657658,0.01590665323401632,-0.06275483244320838,0.02947281458293455,0.03251002822990951,0.030970480678014008,0.03842385133395,-0.0413761215352209,0.02401904083948993,,0.010489158917386615,0.009351393332507094,-0.020580713568913136,0.033797435626035106,0.03226755699380191,0.02169059185858816,0.020385811264519015,0.019777335483301038,0.014801265059215635,0.028251779987730864,-0.048148195119503176,0.02752804559273859,0.028665779428469422,0.0019148769543573083,-0.008095116944124172,-0.005342888395410587,0.00486716911721408,0.011372326664691786,0.0114103054455149,-0.09608846454842353,,,0.008939954611121065,0.03248982874706566,0.02780489765520176,,-0.014241477015782489,0.03696661720816905,0.013991696386454859,0.002686909973884085,0.04110957229308065,0.012302418000723554,0.043253543030176846,0.02466537650634363,-0.020470896827069634,-0.024736787674572963,0.02351526157498931,,,0.04464282027596149,-0.0638669125308991,-0.009618767592280355,0.06798565186374736,-0.024148898433455246
3,2013-12-30,-0.02347103955526882,-0.02783750938700033,,-0.031053319525372935,0.011338734513295472,-0.011489461500217917,,,,,,,0.002215701132808218,-0.006867991629985874,-0.009877637199096016,0.002485743126223256,-0.03432050078170454,,,,0.028024271859450077,-0.025460771318086713,-0.02315891260896652,-0.023490293082805883,-0.015603837822819325,0.0013916795826605815,0.0160122632313771,-0.08706653652911901,-0.01672218973583907,0.08121843650781234,-0.02857146546595778,-0.026166928234827393,-0.01684629050385694,-0.054017518521493925,0.053831220098564656,-0.007660998230448737,,-0.004196115796268239,-0.022582635830099472,0.027017037629246305,-0.023707193954341333,-0.0013144149360963411,-0.008543351720500064,-0.022303381102443644,0.004514847440106471,-0.001067111398016727,-0.04031411842939272,0.08106352901288924,-0.017908352313338302,-0.026118349037194778,0.03036148591604992,0.013032588408470665,-0.01656229585568419,-0.01752953325750695,-0.060157426840317545,-0.026113012030499826,0.07815169843358497,,,0.022468483015034093,0.010181779554029595,-0.03235901617920899,,-0.004235351912761056,0.0013297832628947216,-0.011627771849092496,-0.016618942866475427,0.008860249422768545,0.0007883160334889682,-0.03539012666155618,-0.020382520462737388,-0.08010687620592645,0.032552484453934355,-0.025080066776392247,,,-0.07936514576282876,0.11448593287236776,0.002346239981019091,-0.1199056676555662,0.048598795842962055
4,2014-01-06,0.006548293212796953,-0.005560114403521553,,-0.0032482075688836367,0.02202951973080449,-0.029888164407284267,,,,,,,-0.007377536679773991,-0.03161398358406651,-0.018556731136936764,0.0012903926888373678,-0.004698543196574088,,,,0.034943265273758024,-0.014427866432652424,-0.0033191010588424358,-0.002239480901981966,-0.0008326982780276095,0.007959496508299909,0.0071244881209654495,0.008310287278783279,-0.013344409044090646,-0.015649534485188313,0.0037387893230462353,-0.004901820675397155,-0.003002996685469735,0.004996315603189543,-0.007363137973467197,0.037692908136522,,0.014586662915195054,0.010663639278530415,-0.0036537221127699087,0.016307833758226448,0.006580523537211204,-0.010771075497476123,0.0012443337317935978,0.00814588787293969,0.013888859407919675,-0.006273948719003801,0.011397789927112783,0.007054265784568003,0.0029209084388581398,0.001894628044827452,0.04023552826525419,0.017296430493565083,0.01535260829081242,0.057028897423422084,0.01626367771001945,-0.009813566165390461,,,0.014855968901795804,0.037259737383617444,-0.0010788997761206544,,-0.05383628249780637,0.017596281691939643,0.0005602691848631162,0.01864784590904489,0.01822249410652395,0.0008841550105579215,0.036218243256979823,-0.0020807174320177065,0.05063703581021012,0.04155408653397808,0.005548717492495998,,,-0.014020408688985325,0.01215921613142756,-0.0022769696507835635,-0.022196708238518808,0.001990333547042106
5,2014-01-13,-0.003937734823375109,-0.006709677435306048,,0.0,-0.011103887756248789,-0.019683343665424395,,,,,,,0.004053976845009753,-0.010309120892016447,0.00420167863388408,-0.01675269050908288,-0.03225811158102429,,,,0.014823005132384385,-0.007319517575840262,0.002854478715546399,-0.00897775197973172,0.0025002235730452608,-0.011187044735308448,0.007288321067847107,-0.0349293655779181,-0.005303548449543939,0.03247790424193062,-0.011919307274725371,-0.008575130737752297,-0.00850450715065279,-0.024431802499101492,0.019935107645132503,0.023632291118975555,,-0.01533545425944731,0.0,0.010267641400652906,-0.03530159620656009,-0.006973300299538043,-0.020470363729545513,-0.0062138418785694675,-0.00027838803497677296,0.008781107810151742,-0.01729343436049911,0.03202836168061978,-0.005419068310237331,-0.009531400949878477,-0.002647545063748841,0.016037791671495757,-0.024608594332181672,0.001225980548615716,-0.007168474018722605,-0.001297551736507818,-0.017839509194583457,,,-0.009606613324179381,0.014773911312607708,-0.011663055780205617,,-0.016695048565096623,0.009787967988717058,-0.024075975566609904,-0.005148917994931032,-0.04270008086494054,-0.02826851569582091,-0.035860190867933586,-0.012670501691211667,0.02854935288684315,0.11398977078860928,-0.01078507674649452,,,-0.03478093110625982,0.047224560697033756,-0.005325126012680146,-0.05283745799543325,0.019296213873478643
6,2014-01-20,-0.03746989742900787,-0.040247893507560716,,-0.04214636026131356,-0.026420085557556146,0.009602906479849089,,,,,,,-0.05181691210454349,0.014756700731110921,-0.0216178551376808,-0.04849263238791232,-0.04308935796348757,,,,-0.06275359254637701,-0.03328012631141447,-0.033681128411641496,-0.03314802780640304,-0.03491307560768383,-0.03283056834282063,-0.028516773390587162,-0.11752740723920292,-0.04052231997892088,0.11702585656491311,-0.03895475624659599,-0.02539564449105901,-0.033952749586901074,-0.08066397142322344,0.07818179343876659,-0.032064980723117024,,0.0068138161943719355,-0.038686899376308426,0.03738659997506551,-0.0332668279421335,-0.03006358052324236,-0.04313011283035768,-0.04001662081731231,-0.025362227281319105,-0.05431762384609394,-0.04413390957110212,0.08031624723025185,-0.02843829816546908,-0.04677898273590423,-0.044747738354943334,-0.03435480965440013,-0.029816361729131654,-0.03551024405694119,-0.10317301626746707,-0.032048568654900494,-0.04540862965155071,,,-0.020477333963906243,-0.06879800443461008,-0.04545455311610998,,0.006929975442058995,-0.07075933144135965,-0.043029564814467104,-0.035077323728907796,-0.02820604028088377,-0.038181874640078564,-0.04143126836141776,-0.025990901073417456,-0.015072218883355252,-0.053488362325522044,-0.0375252517250277,,,-0.08640265605027714,0.12104427527247412,-0.045124329002655714,-0.13388445466853735,0.04064590321581699
7,2014-01-27,-0.0012499610971131371,-0.01348953950153703,,-0.006123888216779154,-0.0006784281606831626,-0.009079145505561066,,,,,,,-0.02555004354905907,-0.050470366308566654,-0.013542416338199888,0.0013772531359401775,0.0008496068795707492,,,,0.02077913587677663,-0.013811688676837578,0.001472672000826444,-0.010008219927220141,-0.026700832292026015,-0.010779538668887157,-0.0013143973083395155,-0.007834113239382897,-0.01806067708120736,0.00590795246838424,-0.001307446214026793,0.0018883183451675124,-0.009989005495531753,0.0023757183434713076,0.004215910768572367,0.024734963664989423,,-0.002256034166061737,-0.013414884073563815,0.002449305945639587,0.011700079885108522,-0.014253312822375021,0.0027879460839448367,-0.0017368171381157555,-0.008864768238796936,0.008100365608819373,0.010520000229581767,-0.017688577409576047,-0.010942524260589946,0.003365207965493761,0.0031758719547773516,0.014423143736653755,0.009456127482832354,-0.01100291342523548,-0.013135727883048025,-0.012975222352299129,-0.009513776448364784,,,-0.021848353965410586,0.036174001421553324,0.005265741152739206,,-0.015829251177030934,0.01529912787173734,0.004796291501113792,-0.0029797004892553936,-0.015862184496392154,-0.008506538490399045,-0.029960485820566637,-0.008005251940711508,-0.010303046898987948,0.03538093097408242,-0.007639905820564847,,,0.016779331578285737,-0.030345757222205557,-0.005206305748053128,0.02814878430084369,-0.009898418829275507
8,2014-02-03,0.006615409092938584,0.017241386109486598,,0.0011409054858707102,0.017651029412004887,0.010471194785034107,,,,,,,0.013109982395666206,0.027026911413492567,-0.009393073047659316,0.004814335427250139,-0.0067912820583963,,,,-0.0101781966914721,0.009824480395299836,0.008823422593285493,0.021079868229128995,0.026990965053870594,0.020171317847394357,0.013599539887813287,0.037621857145817394,0.01839286467062181,-0.053249790742602186,0.014139801035002375,0.007726983899611307,0.011397743072119364,0.019434265674865187,-0.03316544133250017,0.041379392662942,,0.017118750016294218,0.01792346414269849,-0.016055875711286607,0.019727678651452436,0.027312333479009857,0.006024040466204767,0.006959454980886013,0.028851563359642292,0.014609117334712941,-0.005205240978502014,0.004738654736556643,0.015212318695875263,-0.00041914486978497883,0.008705974976001219,0.045497576655324896,0.014051414154095247,0.014976382698912213,0.014383911096285765,0.016319169915347428,0.03521894970036065,,,0.002249585703669465,-0.010355057912958045,-0.003188404946097868,,0.013286664475556192,0.0017122692118172868,0.013723162887256418,0.0101610708742355,0.03840872722792183,0.04480453543351844,0.008101270206126148,0.011600522413601112,0.03322084363631273,-0.015187551121337425,0.016193533178124334,,,-0.010501553450604993,0.00655017010882239,0.006038620510570647,-0.019025472366066644,-0.003242349274216718
9,2014-02-10,0.02699820091510303,0.02220914494507683,,0.03396409386446539,0.028685803986784626,0.04145079770078681,,,,,,,0.0273184568529171,0.02982455987408517,0.04595188078027238,0.03353872685326265,0.046153958929901796,,,,0.032847848539349786,0.02483953260446833,0.028668359929119085,0.01980167020273975,0.01981918572784569,0.02590918353766506,0.02921455162827768,0.07206805121776894,0.031119981754065596,-0.07196044356586519,0.024012279588179638,0.02300347302369321,0.019951839952799477,0.05517690456847661,-0.048632206063453025,0.04677136398244888,,0.02794543430338123,0.0012143871851192636,-0.024121994253915487,0.016010597057297606,0.018766785182842458,0.03454630368253254,0.028941751969751264,0.03196859174234907,0.03491748665083245,0.0401163404236518,-0.08112108672392133,0.024247332317802135,0.038864718200663104,0.03334636995190873,0.03898468415968118,-0.006004440513266183,0.002107996457670724,0.010581959210188856,0.0040141914782063325,-0.01855676574494847,,,0.04104533537942754,0.05381185803288516,0.037696973337276896,,0.04071776198703949,0.03623924304072818,0.030017728548842233,0.007692524207833399,-0.0016512359380135766,-0.01916065985593093,0.01908581005761804,0.022270268801696323,0.024744575415787052,0.0718072423537209,0.021420540478157748,,,0.07883917820333285,-0.11894431552187605,0.03281303473796101,0.11589404342724564,-0.03876392827239573
