,ALTS,BTAL,CHEP,CPI,DIVA,FLAG,FTLS,HDG,HTUS,MCRO,MNA,MOM,MRGR,QAI,QED,QLS,RALS,RLY,SIZ,VAMO,WTMF
0,-0.013289080027297517,0.09477752520992598,-0.0074441886981092015,-0.0070634822910181005,-0.06776005267039714,-0.06383691030633867,-0.03609427382746266,-0.023988630238100134,0.013173574064369994,-0.0014913809792371853,0.007359245449824042,0.026792178609986367,-0.005871845725488456,-0.009292541065907661,-0.004862569542499941,0.019094848624583147,-0.000325231562200477,-0.02518524230573046,-0.022482388758782338,-0.03828773666128496,-0.011007375467226264
1,0.002990730507811539,-0.0017667249899199692,0.038333348242741365,0.0,0.09259285468916294,0.056397552665004756,-0.014607848646623603,-0.0036514703378555404,0.011426333768093147,-0.0004157649071460526,0.01748131970811114,-0.06135401758272159,0.022985211031206487,0.003563832928244457,0.0,-0.06419620822021241,0.012664702896942614,0.015313271990387643,-0.012458073193192374,0.04410221223438719,0.03411563492202716
2,0.021510884222414893,-0.022123880832908442,0.0377207177516313,0.014806376493906674,0.03296598134775215,0.0647314205812202,0.03122775160393429,0.020034240953487714,0.0031164439314955886,0.02870210862564973,0.011921426642936786,-0.04470326654007259,-0.00027067753585470185,0.023437472293747378,0.03868177028251916,0.03680976210167199,-0.004593960548894474,0.059872140365818394,0.039786460951651545,-0.005577109122164084,-0.020355699123940935
3,0.0013554403953174121,-0.031221722540201606,-0.007734007395838028,-0.00037414582263554203,0.029206595384809343,0.025070554329852793,-0.006515403377018663,0.0057485178923197796,0.0015535488975604902,0.0028305738284903335,-0.01212747691167185,-0.04758163586315369,-0.011914424634648443,0.008327582481395738,0.010766758432698836,0.006723950041533539,0.017019212969488957,0.040486448899788606,0.0,-0.010043014307052822,0.02579418827016895
4,-0.00838090457280829,0.0014012491861721188,-0.05572875803809819,-0.0018711610502966435,-0.00239147035000387,-0.02873739406377972,0.0037830786234647443,0.0016670038607220182,0.00969349358608703,-0.011290255629368001,0.011574822857854217,0.052023164823417165,0.003836779919779972,-0.0034411606450534963,0.0,0.0,-0.007620077393131918,-0.013294668024890054,0.0018664955669622806,-0.01119879274106959,-0.013038425774987858
5,0.008399222052496413,0.0844216128536376,-0.05076353699034368,0.007124110234890381,0.01829823758367533,-0.012905186256238153,-0.0006280993074576882,-0.0047550683562497965,0.01267283199832665,0.008564365206598286,-0.014216342134261976,0.0459183673469387,-0.007644146618829055,0.006906121430391976,0.005660397307016065,-0.00026717742290947226,0.0012797111906543664,0.02484220219545749,-0.01723330308492329,-0.007195261583573328,0.0028308007244564146
6,0.0004681787539153315,-0.05892478364733302,0.03347829697701824,0.004839897107917706,0.03494723995389922,0.08220387188798053,0.04495952135374362,0.013616781023676262,-0.00803941353353375,0.008491762376717012,0.0035174412630983773,-0.055159474671669755,-0.004005991862866169,0.007887481528895153,0.032594808319863215,0.02405143461642313,-0.007786229355632618,0.01342972702630554,0.020853127962085247,0.027228928181739474,-0.013408639450208483
7,-0.008504302115645342,-0.022851907021175403,0.00925533721605022,-0.002593563457095881,-0.009877532770249194,0.011521749963913294,-0.010850134979073979,0.001649717081895524,-0.00298187125447377,0.006415335433204832,0.01121620461099684,-0.03971405877680699,-0.0011066069821584615,-0.002722024707891478,0.005451030033142583,0.012004053832353439,0.0033557327679342858,-0.006517192129320384,0.002785468765762882,0.01630487372690205,-0.02122074698629636
8,0.015184148501665603,-0.016370392905488487,0.0066694685630543935,0.0018573353449205386,-0.0018559447690725533,0.011974214639057897,0.0073129753136744954,0.004941284633906329,0.00858972455863908,0.005179283879750313,0.012131750385423721,0.008684822167080225,-0.001384628093028508,-0.00034117744777078894,0.0051254490248406285,-0.007735913972309388,-0.0005144923410667473,0.008609997962179539,0.0,-0.0003433000252492574,0.024847738912250044
9,-0.022733916768051348,0.015691876385920983,0.04637684498418238,-0.007044827739904785,0.00016699063334357414,-0.00898062222987518,-0.01523589447880308,-0.0063217916430623015,-0.0003801834463816076,-0.015061431559057061,-0.014726029689061223,-0.026650226594925285,-0.0022185959796414763,-0.013651929480815325,-0.012699677711944518,0.0,0.0016320151574473348,-0.017998654891892032,0.0,-0.04109287092145944,-0.009032584716147813
10,0.018548126957108953,-0.09082398359157907,0.06925207535248673,-0.0007468562582160836,0.010933151822311681,0.10049632775539344,0.049307271707406196,0.00518385813537928,0.018257907714549926,-0.00965789631533259,0.015641252552733208,-0.03285598146588031,-0.005002791044273972,-0.01349476077440693,-0.0067048567957004035,-0.003118369183443729,0.028880949342860892,0.004570048838317625,0.020833287037036956,0.07671585699072926,-0.013192527775243337
11,0.00970199385312246,0.014418207950206142,0.01591416597840392,0.005605398067367421,-0.0038623557466095733,0.0005309901671989137,0.011967620435570297,0.00937647369196646,-0.038102395619173356,0.0,0.002737888016079639,-0.008275218130453761,-0.004189853891416498,0.0052613722245526805,-0.014999813119124825,0.016683969564522064,0.0032580726309966563,0.009511986525006674,-0.003628118078372625,0.005000040779575351,0.007778265703335213
12,0.0007792979211800074,-0.020812256180025582,-0.022950899131483668,0.002229630648266421,0.023589400715383898,0.01175176452702217,-0.0005585605453041123,0.005805898556758053,0.05141631591131823,0.010564812521729274,0.013037297077042003,-0.009661879666227488,0.0008464139299027568,0.0024605048088290377,0.038468483586833926,0.008126631852018054,-0.014603135426303246,0.023304481000181464,-0.0013654074358402397,-0.015030026540519253,-0.02508440144824901
13,0.008208100546710506,0.003110445078268586,0.002609985088054317,0.008898757751854277,0.019185530639703213,0.04161167367104131,0.02301219353532838,0.005310511038752006,0.01406847090885359,0.012062752858401016,0.007427379897792758,-0.009312594648008625,-0.004229007175720128,0.01253050790767097,0.013655438448600468,0.014285613735070575,0.0,0.00161758731464575,-0.00866002695259671,0.0008429143602852199,0.0022265767812434467
14,0.0027049926693292867,0.020671811164706996,-0.01710668239269243,-0.0011025241322505396,-0.01993859709758952,-0.01441218798729125,-0.007403196553653407,0.006890280014754339,0.007499157360127363,0.006356712834593729,0.005026809651474483,0.0040286481647269405,-0.005662469799099711,0.0,0.008191472811348936,0.012978023467076064,-0.011456108102474903,-0.008881770234462353,-0.02666666666666659,-0.0071580767215200505,-0.017526500216512857
15,0.002569398541244347,0.012151844557644446,-0.036322370087286705,0.00331129844595465,0.022594046117536737,0.000868445227539686,0.01748957313964153,0.004562001645108526,0.0011164672895318493,0.00394787013308581,0.010336745581860662,0.00713330361123496,0.015660613803958827,0.0024062601226359,-0.0007831510554740271,0.0040718671345020985,-0.008470952629118633,-0.010189805526963067,0.0018894189891354803,0.013421671515812328,0.0015075081086138133
16,0.005597019101548646,0.03901962665118533,-0.02826854871964947,0.0022001965593034327,-0.014972734253616565,-0.019537412564219838,0.012979677837093822,-0.0006812693282303793,0.004646803701220489,0.007864731251201112,0.0009901320458788995,0.01460823373173979,0.004766151752609817,0.00445825126819458,0.011609157357562462,0.022749774459491966,-0.013017631808533821,0.0004119003333952979,-0.020744885466519834,-0.03685095862397002,-0.009533361894677279
17,-0.007476420661798037,-0.036591305686059936,0.05494953969012509,-0.0014635400817705668,-0.006205712915580859,0.009439151521339197,0.004735216641443567,0.004317265456392641,0.01073088446017973,0.0066328381792651525,0.013517969007583256,-0.018760907504363142,0.008370353966302322,0.004096920108179246,0.007892657010082304,0.010638197109080346,-0.001846274082131138,-0.011939157433280244,-0.016369764082811742,0.00956529347912482,-0.011904738481679722
18,0.000642585234887712,-0.001999033420055931,-0.024128769952617365,0.006229283919197821,0.0006772508272513541,0.01578536437245938,0.013545075547413219,0.0036199264068037976,0.0038440184512182397,0.005038760692594803,0.002927781392322702,0.013339306358381582,-0.004980737701812627,0.009180545260454151,0.011289861797589769,0.005406863642190307,0.0032066383353992227,0.041464195194512755,-0.009789525208027377,0.023922766397772938,-0.005383235646434934
19,-0.001030214299750348,0.0040060248474181725,-0.0066718805258797935,0.001820885593555206,-0.00692707666895442,-0.02513469530945354,-0.005753399428398989,0.00045078202705087987,-0.008752801219850023,0.0015426000378366974,-0.011028219266947773,0.027643658286807513,0.0075084761360792425,0.005053909130851745,-0.00047493650812746965,0.008423207846298304,-0.010576375856747564,0.0012098089402929973,-0.02125561047948595,-0.0003787823790062598,-0.0010309876893028435
20,0.0019414796203163483,-0.040897703817704086,0.0035558567355484403,-0.0029080024857674157,0.008178116002448416,0.04051560943125365,0.02292635332580562,0.009463656401549256,0.02241105464487873,0.006931066804644986,0.01049521154476887,0.0029888983774550267,-0.010488748239838053,0.0016761196421134856,0.007129260051525343,-0.00042471697752208536,0.006680939337877605,0.012887543846178722,0.03787878979185807,0.040675370689084264,-0.0007738985053032952
21,-0.004391679623139183,0.0067602118258523365,-0.018110145510940777,0.002916483627405611,-0.0036013369189294327,-0.001564483072734754,0.019860992443363135,0.006250046832821971,0.02214957147499296,0.011089925116767277,0.006816001519506648,0.0446999148573862,0.0003077414086253824,0.00836684766251724,0.003067371338867175,0.015438404314722681,-0.0025306648468792193,0.014851381519973565,-0.03795615756477653,0.012332689473430762,0.015233690470937594
22,0.010703332672863098,-0.010847065922130342,-0.02165198254087229,0.007270006214418672,0.01909921501955505,0.05047160648837353,0.027453008303936956,0.00399293443704736,0.021314339029860966,0.001512806592033595,-0.0045132495164409425,-0.0028525671209222356,0.007270914598708829,0.005974119847258693,-0.003999004519807556,0.001952691696954801,0.000534791920281678,0.010600745959885706,0.00910475467880631,0.006841351149870872,0.00025431849531310066
23,-0.017798927807800506,0.00678855787639431,0.06885246646570811,-0.010465499208628267,-0.019530419584708136,0.0349429287264883,0.01137766523689237,0.0015467200923087823,-0.05600002085090218,0.002643508036211725,0.005505181525426802,-0.01798112047327843,0.006662869178894764,0.004289032072914779,-0.012753876744778044,0.016241271525415598,0.005344731595071068,0.02680645056232695,0.0015037091978090682,-0.008582930419293219,0.01830656571090931
24,0.025313100934093894,-0.03267642889407559,-0.00460125230525438,0.02213475538130062,0.028738695474512063,0.0296135400083595,0.039098662493139764,0.01301557701624196,0.10498371790171841,0.017702498822980958,0.015459002108180388,0.042030793090686996,-0.0035884758262113288,0.02003938191418059,0.03627916284035729,0.02906134530675547,-0.009137186782683344,0.03585209047968225,-0.01901901901901897,0.022136898088060793,0.006242178334275957
