,Date,BJK,CARZ,CHIQ,FDIS,FXD,INCO,IYC,JHMC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,WBIA,XLY,XRT
0,2013-12-01,-0.023599448164382655,-0.04700346373364382,-0.07032390156402583,-0.055432967241738317,-0.05506943628603948,-0.04388714536315916,-0.04295812157224639,,-0.05810454940281707,-0.04758954231259274,-0.043903114297124436,-0.10038434677681798,-0.07834090474919772,-0.060813087650633924,-0.21902819241842078,-0.05449912006237472,-0.0504908245724717,0.09100891192016632,-0.09724488066333836,-0.049216264645902376,,-0.0562433927683883,-0.09056949118722173
1,2014-01-01,0.064122389484423,0.055599823673404256,0.029573677908155772,0.06527715772407332,0.07722613771078495,0.03138179869212505,0.06456041045766235,,0.05466878225472505,0.08667478491371186,0.0742434278438302,0.06126351681677186,0.06774403279058497,0.08132271193127687,0.1705211734644711,0.06355348376763771,0.055527642132046404,-0.11809068756376788,0.11795908379069951,0.06577635198946043,,0.06399234097724807,0.07238571149470656
2,2014-02-01,-0.06116876261636517,0.03335837168081697,-0.029392186584779247,-0.02768539622557227,-0.023184672601825333,0.13079016975017416,-0.024809250970262448,,-0.0597804886314344,-0.030087836232829845,-0.033609492844307996,-0.0030064529891604035,0.0010364878748429474,-0.02971305031373336,-0.07624889971018675,-0.019643423182661466,-0.02087560854779966,0.03817676950152103,-0.0366667339385736,-0.025423531211727995,,-0.03171753682041716,-0.01611597617398168
3,2014-03-01,-0.03141361717520495,-0.04022545053807674,-0.0392291472830235,-0.016442687406344407,-0.021228632794824873,-0.0369478223049595,-0.010644115092342704,,-0.041351944393946294,-0.054141027729876494,-0.02732231061408185,-0.00029461272768956277,-0.03926351058746522,-0.01561937666056171,-0.06808249878449796,-0.012291667464865146,-0.010355673754694527,0.019758555010038738,-0.0329921454895379,-0.017013243100534235,,-0.010500314826389764,-0.005526458643744357
4,2014-04-01,0.0018017967588757745,0.019230942013502665,-0.000716398274188591,0.025164588987722208,0.02713914791632724,0.11134281486753632,0.027368676265438797,,0.016799678307622655,0.026608959456468028,0.04484756723412469,0.02176513960086916,-0.0010791865412986027,0.022271161569006024,-0.005010372675409432,0.009205548817463929,0.027575994393328473,-0.054897938750039524,0.05133506019672481,0.023846143896295833,,0.0288219571403341,0.0031133184305492424
5,2014-05-01,0.008193493988682883,0.012413253751585642,0.03225804628191807,0.02379162810112702,0.03357185067575163,0.05553473668894953,0.01204904308043544,,0.04626184590638101,0.02622057664699794,0.030383432066403995,0.002662859894714715,0.03586121316490013,0.021912625048941793,0.05198175101493792,0.0015203086044801952,0.007427810382327019,-0.03815469528359439,0.03285758578678319,0.02535686558114776,,0.016139037829191735,0.03604670306757068
6,2014-06-01,0.0017838683758184413,-0.0160045520137644,0.020138943920129795,-0.01614002409865282,-0.02901184875832437,-0.00924281043594889,-0.00705961824185554,,-0.003496466381731216,-0.024215742203354457,-0.03686881965679115,-0.02744326587451955,-0.06506809684190218,-0.009817988327842427,-0.04215574140525637,-0.0037104975888655736,-0.01676651586748181,0.013025525130031235,-0.01614647626871649,-0.019142828434359913,,-0.009574615905978976,-0.02869324313074901
7,2014-07-01,-0.05520369355370773,-0.0017613716934179074,-0.008849528341603203,0.042465156838013995,0.04621601968719411,0.08324365344349166,0.03982012502583611,,0.004761883189569136,0.017485508156815443,0.0510453008251607,0.03996303731535185,0.039106241050230486,0.044569866937902124,0.2440754946944359,0.05840525177581319,0.02235262592871523,-0.07480996648725159,0.07551554319166273,0.04360836872812375,,0.044468100437186686,0.0593921238717447
8,2014-08-01,-0.09109958963607771,-0.047894947305089586,-0.06318674580831717,-0.02919972970097035,-0.03913411497738647,0.029148635671803428,-0.021388573254377267,,-0.023696697480047667,-0.009185064385285916,-0.0548107748939179,-0.034907271243222245,-0.04602161646005893,-0.035576897544286064,-0.03187777366465941,-0.0022392786568517496,-0.034647582641748775,0.02779520393497831,-0.03630487649347386,-0.02916975541892912,-0.014308571931410429,-0.030950370650896706,-0.03658708011197631
9,2014-09-01,0.05023044164402641,-0.016112539830837352,0.012463332512696263,0.024348779222484886,0.026861781392648207,0.030254281903125412,0.027510674433257602,,0.010462452107439044,0.024962048004662587,0.023978660621851312,0.05287537101597405,0.06733844039627289,0.032823377573205234,0.047650940876910665,0.031740879726464645,0.020544388793119064,-0.05838966398951961,0.0473165185963401,0.02543780543943238,0.023645519805818544,0.02455232095117073,0.037215723426172916
