Name,Riskiness R
BSCJ,[1.79484574e+11]
BSCM,[0.04719425]
BSCN,[0.04214609]
BSCO,[0.05448104]
IBCD,[0.00799767]
IBCE,[0.01481912]
IBDC,[0.00607206]
IBDD,[1.19749599]
