Name,Weight
Technology Equity ETF List (75),0.24795708423523585
Industrials Equity ETF List (37),0.18804140221209686
Healthcare Equity ETF List (49),0.18497405698801792
Developed Markets ETF List 1 (100),0.1691880279336944
Global ETF List (72),0.20983942863095503
